N	3gram	Vygotskiy_	Problema
1	о том что	15	39
2	в том что	30	37
3	и т д	6	33
4	то же самое	8	30
5	в данном случае	3	28
6	той или иной	2	26
7	по крайней мере	1	26
8	во всяком случае	1	25
9	с другой стороны	8	25
10	с точки зрения	5	25
11	в конце концов	6	23
12	сам по себе	4	21
13	сама по себе	3	21
14	и то что	4	20
15	на то что	25	19
16	в этом смысле	3	19
17	ни в каком	2	18
18	для того чтобы	41	17
19	в то же	1	17
20	то что мы	2	15
21	как будто бы	1	14
22	до сих пор	9	14
23	не что иное	2	14
24	что иное как	2	14
25	в этом случае	2	14
26	ничего общего с	1	13
27	сами по себе	2	13
28	того или иного	1	13
29	и вовсе не	1	13
30	на самом деле	8	13
31	можно было бы	4	13
32	не может быть	4	12
33	в каком случае	1	12
34	и в частности	2	12
35	и в этом	2	12
36	можно сказать что	3	12
37	в то время	4	12
38	то время как	4	12
39	дело в том	2	11
40	бы то ни	1	11
41	с одной стороны	15	11
42	не только не	4	10
43	вместе с тем	4	10
44	более или менее	1	10
45	только то что	1	10
46	не только в	5	10
47	по этому поводу	4	9
48	т д и	1	9
49	может быть и	2	9
50	никак не может	3	8
51	д и т	1	8
52	может быть только	1	8
53	потому что он	3	8
54	заключается в том	9	8
55	о том как	1	7
56	а может быть	1	7
57	когда мы говорим	1	7
58	к тому же	1	7
59	те или иные	1	7
60	и если мы	6	7
61	то или иное	1	7
62	с самого начала	5	7
63	иметь в виду	3	7
64	в этой области	1	7
65	в том или	1	7
66	в значительной мере	1	7
67	мы находим в	1	7
68	но никак не	2	7
69	это и есть	1	7
70	только потому что	1	7
71	обратить внимание на	2	7
72	и как бы	4	6
73	а то что	1	6
74	в самом деле	8	6
75	и тем более	1	6
76	и то же	4	6
77	это то что	1	6
78	и только в	1	6
79	то что в	4	6
80	и в его	1	6
81	нет никакой возможности	2	6
82	то есть не	1	6
83	то ни было	1	6
84	на первый план	2	6
85	в том смысле	1	6
86	в этом отношении	3	6
87	само по себе	3	6
88	ни в каких	1	5
89	в собственном смысле	2	5
90	указывает на то	3	5
91	в чем не	1	5
92	уже во всяком	1	5
93	вовсе не для	2	5
94	мы говорили выше	2	5
95	если мы возьмем	1	5
96	это и не	1	5
97	так же как	3	5
98	в том виде	1	5
99	мы могли бы	4	5
100	в зависимости от	7	5
101	и прежде всего	1	5
102	потому что оно	1	5
103	по себе и	1	5
104	том виде как	1	5
105	в какой мере	1	5
106	том или ином	1	5
107	не был бы	1	5
108	одно и то	3	5
109	смысле слова и	1	5
110	том что он	4	5
111	что в нем	3	5
112	же как и	1	5
113	ни в чем	1	5
114	потому что они	3	5
115	на том что	1	4
116	мы еще не	1	4
117	друг от друга	2	4
118	как это мы	2	4
119	в этой драме	2	4
120	мы имеем дело	1	4
121	и тем же	3	4
122	в том чтобы	6	4
123	этой точки зрения	3	4
124	до тех пор	2	4
125	все же не	1	4
126	у нас не	1	4
127	вопрос о том	3	4
128	это было бы	1	4
129	собственном смысле слова	2	4
130	если иметь в	1	4
131	в этой трагедии	2	4
132	именно потому что	3	4
133	а с другой	5	4
134	равно как и	2	4
135	мы все же	3	4
136	в это время	1	4
137	и не в	1	4
138	именно то что	5	4
139	одним и тем	3	4
140	подобно тому как	1	4
141	во всех этих	2	4
142	на эту тему	1	4
143	то обстоятельство что	2	4
144	друг к другу	5	4
145	начала до конца	1	3
146	нисколько не больше	2	3
147	одной стороны и	1	3
148	то что он	5	3
149	и никак не	2	3
150	то что не	1	3
151	требует от нас	1	3
152	потому что она	1	3
153	таким образом что	6	3
154	мы никогда не	5	3
155	но если бы	1	3
156	в отличие от	3	3
157	это же самое	1	3
158	и того же	2	3
159	то что у	1	3
160	ясно что здесь	1	3
161	имел в виду	1	3
162	к тому что	8	3
163	не то что	3	3
164	как и вообще	1	3
165	за то что	3	3
166	здесь вовсе не	2	3
