N	2gram	Trubetskoy	VLabPisa
1	таким образом	22	32
2	в этом	15	29
3	не только	10	26
4	и в	26	26
5	может быть	10	23
6	и не	8	20
7	хотя бы	3	20
8	не может	4	17
9	в процессе	2	17
10	в его	5	15
11	в том	11	15
12	этом отношении	2	14
13	в силу	5	14
14	все это	6	13
15	прежде всего	2	13
16	в качестве	3	12
17	что в	9	11
18	с другой	8	11
19	из них	7	11
20	то же	4	10
21	не могут	2	10
22	о том	6	10
23	но и	9	10
24	для него	3	9
25	к этому	3	9
26	могут быть	1	8
27	творчества в	1	8
28	другой стороны	1	8
29	только в	4	8
30	все эти	6	8
31	вместе с	15	8
32	том что	7	8
33	ни один	2	8
34	было бы	1	8
35	не следует	1	8
36	в своем	3	8
37	это не	1	7
38	не было	2	7
39	по отношению	1	7
40	как и	1	7
41	их в	1	7
42	во всех	2	7
43	а не	5	7
44	то что	7	7
45	главным образом	8	7
46	отношению к	3	7
47	же в	1	7
48	в нем	4	7
49	из этих	10	7
50	один из	2	6
51	у него	1	6
52	более или	5	6
53	все же	6	6
54	приводит к	2	6
55	это и	1	6
56	бы и	1	6
57	не в	2	6
58	между тем	2	6
59	художественном творчестве	1	6
60	так и	6	6
61	в себе	6	6
62	или менее	5	6
63	том же	1	6
64	и его	1	6
65	в то	4	6
66	утверждать что	2	5
67	даже в	1	5
68	в результате	3	5
69	в их	1	5
70	в них	2	5
71	связи с	9	5
72	одним из	2	5
73	к тому	6	5
74	не является	1	5
75	и при	3	5
76	в одном	3	5
77	же время	2	5
78	как бы	12	5
79	сказать что	2	5
80	и есть	1	5
81	никогда не	5	5
82	в самом	4	4
83	только что	2	4
84	в ее	1	4
85	как раз	1	4
86	можно сказать	3	4
87	в этой	4	4
88	что все	4	4
89	что он	4	4
90	в виду	2	4
91	по существу	2	4
92	с тем	18	4
93	с ними	1	4
94	в своей	1	4
95	одном из	1	4
96	роль в	1	4
97	силу этого	1	4
98	с его	2	4
99	в связи	3	4
100	когда он	3	4
101	в нашей	1	4
102	их и	1	4
103	них не	2	4
104	в сознании	1	4
105	во время	4	4
106	и ее	1	4
107	и к	5	3
108	что они	1	3
109	видели что	1	3
110	что оно	4	3
111	о работе	1	3
112	этой области	1	3
113	мы знаем	1	3
114	мы имеем	2	3
115	того что	3	3
116	него в	1	3
117	что и	6	3
118	у нас	1	3
119	творчество как	1	3
120	его в	1	3
121	если бы	3	3
122	это мы	1	3
123	именно в	2	3
124	в конце	6	3
125	видно из	1	3
126	и как	3	3
127	в слове	1	3
128	в которых	4	3
129	том как	1	3
130	мира и	1	3
131	бы в	1	3
132	с этим	1	3
133	и мир	2	3
134	а в	4	3
135	некоторые из	2	3
136	как о	3	3
137	в котором	4	3
138	говорить не	1	3
139	в значительной	3	3
140	его не	2	3
141	но даже	1	3
142	того чтобы	5	3
143	для того	5	3
144	так называемые	3	3
145	и их	1	3
146	всех других	2	3
147	вслед за	2	3
148	далеко не	4	3
149	этот вопрос	1	3
150	так же	5	3
151	при помощи	1	3
152	человека и	1	3
153	как на	8	3
154	образом в	5	3
155	и от	4	3
156	точки зрения	13	3
157	жизни и	2	3
158	и по	4	3
159	значительной мере	2	3
160	всех этих	1	3
161	мы видели	2	3
162	к сожалению	3	2
163	представить себе	1	2
164	и весь	1	2
165	труда и	1	2
166	только не	2	2
167	и этот	1	2
168	из которых	4	2
169	они не	1	2
170	если в	3	2
171	должно быть	1	2
172	того как	1	2
173	зависит от	1	2
174	с одной	7	2
175	том числе	5	2
176	тогда когда	2	2
177	смысле слова	1	2
178	да и	1	2
179	в пользу	2	2
180	о чем	1	2
181	не приходится	1	2
182	с половиной	1	2
183	одном и	1	2
184	что такое	1	2
185	и через	1	2
186	из своих	2	2
187	с другими	4	2
188	его от	2	2
189	от до	1	2
190	по себе	1	2
191	ума и	1	2
192	но с	3	2
193	в своих	1	2
194	и даже	3	2
195	этой точки	2	2
196	и наконец	2	2
197	в которой	3	2
198	и некоторые	1	2
199	а во-вторых	1	2
200	что его	1	2
201	народных песен	1	2
202	всех его	1	2
203	мысль о	2	2
204	что она	1	2
205	но не	8	2
206	в ней	1	2
207	в жизни	1	2
208	эти явления	1	2
209	эта способность	1	2
210	начинается с	1	2
211	к его	2	2
212	по одному	1	2
213	же как	3	2
214	что мы	2	2
215	на этом	1	2
216	не вполне	3	2
217	не менее	3	2
218	так сказать	1	2
219	ли не	1	2
220	только для	2	2
221	может не	1	2
222	отличается от	2	2
223	после того	1	2
224	на то	2	2
225	в чем	1	2
226	числе и	4	2
227	так например	2	2
228	могло бы	1	2
229	сих пор	5	2
230	и отдельные	1	2
231	от них	2	2
232	еще не	2	2
233	все они	1	2
234	иметь в	1	2
235	во всяком	6	2
236	и потому	6	2
237	еще и	1	2
238	до сих	5	2
239	человека в	1	2
240	было в	1	2
241	а как	1	2
242	ли это	2	2
243	до нас	1	2
244	от характера	1	2
245	в течение	4	2
246	всяком случае	6	2
247	одной стороны	7	2
248	относится к	2	2
249	не по	1	2
250	не всегда	2	2
251	по крайней	5	2
252	оно является	2	2
253	из себя	2	2
254	лишь в	5	2
255	связана с	2	2
256	должны быть	1	2
257	не с	2	2
258	только то	1	2
259	как известно	1	2
260	на это	1	2
261	к ним	3	2
262	же самое	2	2
263	он в	2	2
264	в сфере	1	2
265	и никогда	1	2
266	заключается в	1	2
267	начиная с	2	2
268	которые в	2	2
269	и у	8	2
270	о его	1	2
271	одной из	5	2
272	в образе	2	2
273	как от	2	2
274	он не	4	2
275	во всей	1	2
276	или иной	2	2
277	в общем	8	2
278	он может	1	2
279	если они	1	2
280	этом процессе	1	2
281	он сам	1	2
282	в области	9	2
283	что даже	1	2
284	только с	1	2
285	у них	3	2
