N	2gram	Voloshinov	Analitik
1	не только	6	71
2	и в	13	66
3	литературного произведения	2	58
4	но и	3	57
5	в том	2	52
6	может быть	8	52
7	в этом	2	51
8	как и	3	50
9	и не	8	48
10	а не	2	42
11	при этом	2	40
12	том что	2	40
13	так и	3	35
14	художественного впечатления	1	34
15	в мире	1	31
16	своего рода	2	30
17	состоит в	1	30
18	отнюдь не	1	29
19	как бы	6	29
20	не может	8	29
21	а в	2	28
22	в его	7	27
23	и его	12	27
24	не в	3	26
25	но не	1	26
26	в себе	3	24
27	что в	3	22
28	к тому	2	22
29	в этой	1	22
30	лишь в	4	21
31	и т.п	7	20
32	в самом	2	19
33	то же	4	19
34	в своей	4	19
35	по отношению	3	19
36	с его	1	19
37	но в	4	19
38	в данном	2	18
39	в то	1	18
40	отношению к	3	18
41	эстетического объекта	5	17
42	с другой	2	17
43	только в	6	17
44	такого рода	1	17
45	в целом	2	17
46	могут быть	2	16
47	то что	6	16
48	в пределах	3	16
49	между тем	2	15
50	прежде всего	9	15
51	в их	3	15
52	литературное произведение	2	15
53	не менее	2	14
54	того же	1	14
55	в себя	1	14
56	мы имеем	1	14
57	же время	1	14
58	в отличие	1	14
59	данном случае	2	14
60	столь же	1	14
61	отличие от	1	14
62	далеко не	1	14
63	по себе	1	13
64	точки зрения	7	13
65	этого слова	1	13
66	для него	2	13
67	а также	2	13
68	в начале	1	13
69	и к	2	12
70	никогда не	3	12
71	внутренней речи	1	12
72	как это	1	12
73	сводится к	1	12
74	как в	2	12
75	еще не	1	12
76	произведения как	4	12
77	в конечном	1	12
78	есть не	2	12
79	конечном счете	1	11
80	по своей	1	11
81	и как	1	11
82	нуждается в	2	11
83	все же	5	10
84	едва ли	1	10
85	с одной	2	10
86	в произведении	2	10
87	в конце	1	10
88	было бы	4	10
89	подобно тому	1	10
90	особенно в	1	10
91	того или	2	10
92	один из	1	10
93	на себя	1	10
94	говорить о	3	9
95	не столько	3	9
96	другой стороны	2	9
97	на фоне	4	9
98	одной стороны	2	9
99	в своем	1	9
100	по поводу	1	9
101	таким образом	6	9
102	за пределы	3	9
103	или иного	2	9
104	имеет место	2	9
105	вместе с	1	9
106	автора и	1	9
107	вступает в	1	9
108	тому как	1	9
109	что касается	1	9
110	роль в	2	8
111	не всегда	1	8
112	одной из	1	8
113	в контексте	1	8
114	эстетический объект	7	8
115	как известно	1	8
116	если бы	2	8
117	и все	3	8
118	что он	1	8
119	не является	4	8
120	в основе	1	8
121	с точки	5	8
122	этом отношении	1	8
123	он и	1	8
124	в другом	2	7
125	времени в	1	7
126	в одном	3	7
127	который в	1	7
128	одна из	1	7
129	не мог	2	7
130	внимание на	1	7
131	несмотря на	2	7
132	в ее	3	7
133	героя и	2	7
134	картины мира	1	7
135	и тем	2	7
136	организации художественного	1	7
137	и является	2	7
138	собственно говоря	2	7
139	и для	3	7
140	все это	4	7
141	во времени	2	7
142	и т.д	5	7
143	художественного произведения	5	7
144	себя и	1	7
145	что иное	2	7
146	вплоть до	1	7
147	иное как	2	7
148	во всем	2	6
149	для всех	1	6
150	те же	2	6
151	или в	1	6
152	художественное произведение	2	6
153	хотя бы	5	6
154	превращается в	3	6
155	не что	2	6
156	вовсе не	2	6
157	тем не	1	6
158	не знает	1	6
159	вопроса о	4	6
160	как система	1	6
161	в нем	2	6
162	на этом	1	6
163	из того	1	6
164	от своего	2	6
165	вследствие этого	1	6
166	и более	1	6
167	соответствии с	2	6
168	в сознании	4	6
169	и то	3	6
170	художественного высказывания	1	6
171	уже в	2	6
172	ли не	1	6
173	его в	1	6
174	тем более	1	6
175	объекта и	1	6
176	эстетическим объектом	1	5
177	не как	3	5
178	в них	2	5
179	тем что	2	5
180	входит в	2	5
181	для того	1	5
182	для себя	2	5
183	к этому	1	5
184	не дано	1	5
185	в организации	1	5
186	и он	1	5
187	и до	1	5
188	бы быть	1	5
189	с ее	1	5
190	в особенности	1	5
191	и здесь	1	5
192	самом деле	3	5
193	как о	1	5
194	да и	3	5
195	еще и	4	5
196	что мы	1	5
197	каждый из	1	5
198	тот же	2	5
199	мы не	4	5
200	в широком	1	5
201	с их	1	5
202	в общем	2	5
203	все эти	2	5
204	одно из	1	5
205	в искусстве	3	5
206	и их	7	5
207	еще в	2	5
208	такой же	1	5
209	и особенно	1	5
210	говоря словами	1	4
211	связь с	1	4
212	в своих	2	4
213	в борьбе	1	4
214	в собственном	1	4
215	так в	1	4
216	нам представляется	1	4
217	с этим	3	4
218	состоит не	1	4
219	при наличии	1	4
220	в действительности	2	4
221	только на	1	4
222	для данного	1	4
223	что же	3	4
224	о литературе	1	4
225	сказать что	1	4
226	что она	1	4
227	к нему	1	4
228	не было	1	4
229	в которой	3	4
230	одним из	1	4
231	в двух	4	4
232	в чем	2	4
233	бы в	2	4
234	в каждом	4	4
235	мы уже	2	4
236	и что	1	4
237	и есть	1	4
238	его к	1	4
239	а как	2	4
240	искусства в	1	4
241	своем составе	1	4
242	в отношении	2	4
243	с ними	2	4
244	подхода к	1	4
245	говоря и	1	4
246	это и	1	4
247	его и	1	4
248	потому что	1	4
249	того чтобы	1	4
250	и если	1	4
251	не должно	1	4
252	и тогда	1	4
253	или иных	1	4
254	вслед за	2	4
255	на две	2	4
256	здесь и	1	4
257	к предмету	2	4
258	но это	1	4
259	обратиться к	1	4
260	истории литературы	2	4
261	как к	1	4
262	ему в	1	4
263	ее в	2	4
264	в полном	2	4
265	ко второму	1	4
266	или даже	1	4
267	об этом	1	4
268	тех или	1	4
269	высказывания и	1	4
270	но при	1	4
271	в значительной	1	4
272	и композиция	2	4
273	наконец в	2	4
274	на основе	1	4
275	и ее	2	4
276	отношение к	1	4
277	и о	1	4
278	в области	2	4
279	более того	2	4
280	от него	1	3
281	с этой	2	3
282	его за	1	3
283	тем как	1	3
284	в виду	1	3
285	быть может	1	3
286	всякое высказывание	1	3
287	в лирике	1	3
288	произведений как	1	3
289	в такой	1	3
290	вопрос о	1	3
291	на самом	1	3
292	произведения но	2	3
293	себе в	1	3
294	в зависимости	2	3
295	в литературоведении	1	3
296	тут же	1	3
297	всего в	1	3
298	при анализе	3	3
299	анализ художественного	1	3
300	должно быть	1	3
301	от первого	1	3
302	связи с	1	3
303	в связи	2	3
304	в ряду	1	3
305	в строке	1	3
306	включает в	1	3
307	речи и	1	3
308	в тех	2	3
309	и тот	1	3
310	выбор слова	1	3
311	оно может	1	3
312	на место	1	3
313	нам кажется	1	3
314	в столь	1	3
315	например в	1	3
316	на первом	1	3
317	что они	2	3
318	переходит от	1	3
319	можно было	1	3
320	если не	1	3
321	ни о	1	3
322	заключается в	1	3
323	если говорить	1	3
324	времени не	1	3
325	никто не	1	3
326	зависимости от	2	3
327	человека и	1	3
328	только одно	1	3
329	то он	1	3
330	языка и	5	3
331	быть не	1	3
332	тех пор	4	3
333	ритма и	1	3
334	и наоборот	1	3
335	образом не	1	3
336	из наиболее	1	3
337	впервые в	1	3
338	речи в	1	3
339	мог бы	2	3
340	его можно	1	3
341	так как	3	3
342	они не	1	3
343	же не	1	3
344	и систематизации	1	3
345	при таком	1	3
346	один и	1	3
347	может иметь	2	3
348	только к	1	3
349	также и	1	3
350	однако если	1	3
351	в ней	2	3
352	мы должны	6	3
353	и может	2	3
354	борьба с	1	3
355	же самое	1	3
356	произведения не	1	3
357	на то	1	3
358	может и	1	3
359	ведь и	1	3
360	для этого	1	3
361	и наконец	5	3
362	науки о	1	2
363	за исключением	1	2
364	отношения не	1	2
365	тому что	1	2
366	в субъекте	1	2
367	в разных	1	2
368	долгое время	1	2
369	ко всем	1	2
370	более или	1	2
371	каждом отдельном	1	2
372	к другим	1	2
373	если он	1	2
374	их в	1	2
375	на эту	1	2
376	внимание к	1	2
377	не вполне	1	2
378	другое дело	1	2
379	но мы	4	2
380	а лишь	1	2
381	языка в	1	2
382	и иных	1	2
383	борьбе с	1	2
384	язык есть	1	2
385	и эстетического	1	2
386	так же	2	2
387	отношений и	1	2
388	тех случаях	1	2
389	к которому	1	2
390	же слова	1	2
391	во всей	2	2
392	науке о	1	2
393	и всякого	1	2
394	в системе	1	2
395	она есть	1	2
396	и становится	1	2
397	на втором	1	2
398	его эстетической	1	2
399	ее и	1	2
400	мы видим	2	2
401	сознания с	1	2
402	однако этот	1	2
403	что при	1	2
404	не должна	1	2
405	полном соответствии	2	2
406	мы можем	4	2
407	объект и	2	2
408	произведения его	1	2
409	исторической поэтики	1	2
410	с одним	1	2
411	но ведь	5	2
412	учение о	2	2
413	же точно	1	2
414	зрения и	1	2
415	о которых	1	2
416	три стороны	1	2
417	разрыв между	2	2
418	не могу	1	2
419	этой точки	1	2
420	здесь мы	3	2
421	одно и	3	2
422	не приходится	1	2
423	для человека	1	2
424	этот вопрос	1	2
425	когда мы	1	2
426	которые и	1	2
427	только с	1	2
428	и др	2	2
429	обратимся к	1	2
430	членения и	1	2
431	до его	1	2
432	еще одно	1	2
433	воззрений на	1	2
434	и сами	1	2
435	в статье	1	2
436	же является	1	2
437	данности произведения	1	2
438	и при	2	2
439	и должно	2	2
440	литературы как	1	2
441	хх века	1	2
442	художественного творчества	1	2
443	из существеннейших	1	2
444	со всеми	1	2
445	ни одно	2	2
446	всем протяжении	1	2
447	в процессе	5	2
448	которого является	1	2
449	не имеет	2	2
450	автору и	1	2
451	всей своей	2	2
452	к другому	1	2
453	думать что	2	2
454	нет ничего	2	2
455	к счастью	1	2
456	не имеют	1	2
457	в течение	2	2
458	объекта в	1	2
459	время в	1	2
460	со всей	3	2
461	в которую	2	2
462	слов и	4	2
463	произведения и	1	2
464	только его	2	2
465	но если	1	2
466	в самой	1	2
467	в дальнейшем	1	2
468	в поэзии	5	2
469	и вот	1	2
470	в художественной	1	2
471	знает категории	1	2
472	в целое	1	2
473	к истории	1	2
474	все равно	1	2
475	осуществляется в	1	2
476	как художественного	1	2
477	представляет собою	1	2
478	случаях когда	1	2
479	на все	1	2
480	на всем	1	2
481	бы мы	1	2
482	или их	1	2
483	которой он	1	2
484	или менее	1	2
485	в одной	1	2
486	а на	1	2
487	к одному	3	2
488	о неизбежном	1	2
489	там где	2	2
490	до тех	4	2
491	отсюда и	1	2
492	нет и	1	2
493	есть чисто	1	2
494	в ритме	1	2
495	с языком	1	2
496	от всех	2	2
497	к тем	1	2
498	зависимость от	1	2
499	не можем	1	2
500	при изучении	1	2
501	с первых	1	2
502	событий и	1	2
503	отдельном случае	1	2
504	с помощью	2	1
505	несомненно что	1	1
506	творческого сознания	2	1
507	и ритм	1	1
508	только что	1	1
509	он всегда	1	1
510	смысл только	1	1
511	а у	1	1
512	следует иметь	1	1
513	ограниченного числа	1	1
514	мысли и	1	1
515	своей истории	1	1
516	общения с	1	1
517	в различных	1	1
518	по мере	1	1
519	от одного	1	1
520	ни одна	1	1
521	равно как	1	1
522	она является	2	1
523	между индивидуальными	1	1
524	мира это	1	1
525	от логики	1	1
526	для своей	1	1
527	его на	2	1
528	если конечно	1	1
529	материала это	1	1
530	наблюдателя не	1	1
531	этим самым	1	1
532	справедливо отмечает	1	1
533	для иных	1	1
534	литературы в	1	1
535	и отчасти	2	1
536	во все	1	1
537	осмысливает его	1	1
538	же автора	1	1
539	сводятся к	1	1
540	пор пока	3	1
541	но даже	1	1
542	и место	1	1
543	замкнутого круга	2	1
544	берет себе	1	1
545	в этот	2	1
546	точно и	1	1
547	смысле слова	2	1
548	между отдельными	1	1
549	данностью произведения	1	1
550	внимания к	1	1
551	действительность с	1	1
552	отметить что	1	1
553	до того	1	1
554	что те	1	1
555	то можно	1	1
556	два направления	1	1
557	композиции в	2	1
558	художественном творчестве	1	1
559	уже иная	1	1
560	него не	1	1
561	революции в	1	1
562	как для	1	1
563	языка как	3	1
564	до такой	1	1
565	путь от	1	1
566	слово не	1	1
567	все время	1	1
568	иным как	2	1
569	и внутренняя	2	1
570	именно с	1	1
571	смысла художественного	1	1
572	и подобно	1	1
573	она ни	1	1
574	из ранних	1	1
575	своего развития	1	1
576	в лингвистике	2	1
577	говорит как	1	1
578	момент как	1	1
579	такой степени	1	1
580	и оба	1	1
581	и произошло	1	1
582	этой внутренней	1	1
583	и системой	1	1
584	исследовательской мысли	1	1
585	явления как	1	1
586	она и	1	1
587	указать на	1	1
588	данностью художественного	1	1
589	этом событии	1	1
590	связей и	1	1
591	счете к	1	1
592	в напряженном	1	1
593	синтаксическая конструкция	1	1
594	что такое	1	1
595	объединены в	1	1
596	или иную	1	1
597	которая за	1	1
598	которая уже	1	1
599	это слово	1	1
600	об индивидуальном	1	1
601	в несколько	1	1
602	сознания не	1	1
603	произведение как	1	1
604	протопопа аввакума	1	1
605	игре на	1	1
606	в совокупности	1	1
607	мы это	1	1
608	или иная	1	1
609	неизбежно включает	1	1
610	указанных двух	1	1
611	воздействия на	1	1
612	эти три	1	1
613	себя как	1	1
614	же как	1	1
615	социальной группы	4	1
616	чем иным	2	1
617	и вместе	1	1
618	но когда	1	1
619	от этого	2	1
620	больше и	1	1
621	должно было	1	1
622	слово в	3	1
623	в интонации	2	1
624	из одного	1	1
625	собою и	1	1
626	и у	1	1
627	для анализа	1	1
628	описания и	2	1
629	не имеющие	1	1
630	становится эстетическим	1	1
631	только путем	3	1
632	в целях	2	1
633	поэтики в	1	1
634	творца и	1	1
635	единая и	1	1
636	из биографии	1	1
637	т.п и	3	1
638	и речи	1	1
639	совсем не	1	1
640	эти слова	1	1
641	ни была	1	1
642	на нем	1	1
643	должны быть	1	1
644	содержания и	1	1
645	они хотят	1	1
646	стороны литературное	1	1
647	отчасти в	1	1
648	никоим образом	1	1
649	и несколько	1	1
650	создается прежде	1	1
651	из нее	1	1
652	находят в	1	1
653	объекта которое	1	1
654	на словах	1	1
655	выбора все	1	1
656	и никогда	1	1
657	в достаточной	1	1
658	отдельных произведений	1	1
659	иных жизненных	1	1
660	материала в	4	1
661	поэтому столь	1	1
662	в синтаксисе	1	1
663	вне этого	1	1
664	звучит один	1	1
665	определения эстетического	1	1
666	речи вообще	1	1
667	к живому	1	1
668	одно слово	1	1
669	между собою	2	1
670	как индивидуальное	2	1
671	сливаются в	1	1
672	познания в	1	1
673	предположение о	1	1
674	что до	1	1
675	которая и	1	1
676	уже на	1	1
677	собственном смысле	1	1
678	широком понимании	1	1
679	приближается к	1	1
680	в последнем	1	1
681	этой проблемы	2	1
682	этого и	1	1
683	он только	2	1
684	с миром	1	1
685	всего целого	1	1
686	событии художественного	1	1
687	здесь он	1	1
688	этот не	1	1
689	имеется еще	1	1
690	мог иметь	1	1
691	для них	1	1
692	и обрести	1	1
693	и вполне	1	1
694	не на	2	1
695	этого процесса	1	1
696	мы понимаем	2	1
697	даже у	1	1
698	синтаксической конструкции	1	1
699	пространство и	1	1
700	из литературы	1	1
701	же самый	1	1
702	преображения и	1	1
703	борьбы и	1	1
704	ту или	1	1
705	поверить в	1	1
706	вряд ли	3	1
707	конечно мы	2	1
708	что такой	1	1
709	и актуализация	1	1
710	словесного искусства	1	1
711	в которых	1	1
712	конечно никто	1	1
713	есть она	1	1
714	что вообще	1	1
715	же есть	1	1
716	не входит	1	1
717	их внутренней	2	1
718	является для	1	1
719	появляется и	1	1
720	функцию в	2	1
721	или иное	1	1
722	поэтому не	1	1
723	искусства есть	1	1
724	данность художественного	1	1
725	на том	1	1
726	можно лишь	1	1
727	теории литературы	1	1
728	это все	1	1
729	к разрешению	1	1
730	достаточной мере	1	1
731	наш анализ	1	1
732	слова и	2	1
733	и уже	3	1
734	нигде и	1	1
735	системе языка	1	1
736	может лишь	1	1
737	этим словом	1	1
738	и наиболее	2	1
739	определяющей чертой	1	1
740	в совершенно	1	1
741	в истории	1	1
742	звуков в	1	1
743	быть это	1	1
744	связанных с	2	1
745	же только	1	1
746	автора героя	2	1
747	есть его	1	1
748	между людьми	1	1
749	в описании	1	1
750	и там	1	1
751	не совсем	1	1
752	мышления но	1	1
753	всего своего	1	1
754	отметить еще	1	1
755	темы в	1	1
756	он все	1	1
757	задачу данной	1	1
758	оно предстает	1	1
759	сложнее и	1	1
760	в образе	1	1
761	не смог	1	1
762	с духом	1	1
763	разговорного языка	1	1
764	своей полноте	1	1
765	языка но	2	1
766	а вовсе	1	1
767	о художественном	1	1
768	историческом событии	1	1
769	даже для	1	1
770	это произведение	1	1
771	из него	1	1
772	то или	1	1
773	это единая	1	1
774	точку зрения	3	1
775	формы и	1	1
776	социальное событие	1	1
777	миром с	1	1
778	дойти до	1	1
779	мышления в	1	1
780	со времен	1	1
781	равно и	1	1
782	выходит за	1	1
783	рассматривать не	1	1
784	повседневной речи	2	1
785	того как	1	1
786	и уж	1	1
