N	3gram	Losev_Prob	TeoriaLi
1	в том что	17	10
2	в то же	10	8
3	в отличие от	2	7
4	того или иного	5	6
5	с другой стороны	11	6
6	более или менее	2	6
7	не может быть	5	5
8	для того чтобы	4	5
9	так или иначе	2	5
10	в данном случае	12	5
11	одного и того	1	4
12	и того же	1	4
13	той или иной	16	3
14	с точки зрения	9	3
15	в этом смысле	5	3
16	имеем в виду	4	3
17	в виду не	1	3
18	в том числе	1	3
19	тем не менее	23	3
20	можно сказать что	2	3
21	подобно тому как	2	3
22	тех или иных	7	3
23	мы имеем в	1	3
24	с другими знаками	1	3
25	по сути дела	1	3
26	в связи с	9	3
27	значении этого слова	1	3
28	с одной стороны	2	3
29	тот или иной	4	3
30	войне и мире	1	2
31	но он не	1	2
32	в узком значении	1	2
33	этой точки зрения	2	2
34	с этой точки	1	2
35	как и в	2	2
36	в самом деле	1	2
37	и то же	5	2
38	в таком случае	7	2
39	в войне и	1	2
40	одно и то	4	2
41	том числе и	1	2
42	и тем самым	3	2
43	и в то	2	2
44	во всей его	1	2
45	том что он	2	2
46	не только не	5	2
47	не в самом	1	2
48	мы имеем дело	2	2
49	и его внешней	1	2
50	то ни было	4	2
51	сама по себе	11	2
52	к тому что	1	2
53	бы то ни	5	2
54	в известном смысле	1	2
55	ту или иную	3	2
56	в основе своей	1	2
57	может быть и	3	2
58	не могли бы	2	1
59	что он не	2	1
60	в художественном произведении	1	1
61	в той или	7	1
62	в евгении онегине	1	1
63	в этих случаях	1	1
64	в том и	1	1
65	и по преимуществу	1	1
66	в том чем	1	1
67	не что иное	6	1
68	развития но и	1	1
69	то есть в	5	1
70	и потому что	1	1
71	себе еще не	1	1
72	иметь в виду	2	1
73	и тем же	1	1
74	и прежде всего	3	1
75	по себе а	3	1
76	даже сказать что	1	1
77	еще не есть	4	1
78	никак не может	3	1
79	себе а в	1	1
80	этого слова как	1	1
81	только о том	2	1
82	только в условиях	1	1
83	между собой в	1	1
84	легко может быть	1	1
85	и поэтому не	1	1
86	он не только	1	1
87	точки зрения логики	1	1
88	не содержит в	1	1
89	себе отчет в	2	1
90	по крайней мере	9	1
91	заключается в том	5	1
92	случае совершенно не	1	1
93	в сравнении с	4	1
94	о том что	8	1
95	то или иное	3	1
96	на второй план	1	1
97	или ином отношении	1	1
98	мы говорим о	2	1
99	в свое время	1	1
100	или иной мере	3	1
101	дело не в	4	1
102	в себе и	2	1
103	отчет в том	3	1
104	точки зрения в	1	1
105	то есть как	1	1
106	какой бы то	1	1
107	а в другом	1	1
108	в художественном смысле	1	1
109	ни к каким	1	1
110	действительность в ее	1	1
111	это и есть	3	1
112	с самим собою	2	1
113	не является ни	2	1
114	а в то	1	1
115	и тем более	4	1
116	и многих других	2	1
117	как впрочем и	1	1
118	при этом в	1	1
119	на котором он	1	1
120	который может быть	1	1
121	художественное произведение и	1	1
122	связи с этим	1	1
123	друг от друга	3	1
124	в настоящее время	4	1
125	здесь мы имеем	1	1
126	и как бы	2	1
127	одной стороны и	1	1
128	только при условии	2	1
129	того что не	1	1
130	то есть от	2	1
131	перед нами не	1	1
132	несмотря на свою	2	1
133	но в нашем	1	1
134	если мы имеем	1	1
135	начало и конец	1	1
136	дело в том	4	1
137	не просто о	1	1
138	и от себя	1	1
139	именно потому что	3	1
140	чего бы то	2	1
141	и в частности	4	1
142	не сама по	2	1
143	и здесь мы	2	1
144	одним и тем	1	1
145	в первом случае	1	1
146	в то время	6	1
147	в первую очередь	3	1
148	по себе еще	1	1
149	и может рассматриваться	1	1
150	говорит что он	1	1
151	таким образом что	1	1
152	речь идет о	1	1
153	не была бы	1	1
154	содержит в себе	13	1
155	в зависимости от	3	1
156	о и а	1	1
157	чего нет в	1	1
158	из того что	1	1
159	точно так же	5	1
160	так же как	3	1
161	в себе никакого	1	1
162	значение знака есть	1	1
163	это уже не	2	1
164	уже не просто	1	1
165	в том или	2	1
166	в отдельности и	2	1
167	в этом случае	8	1
168	данном случае совершенно	1	1
169	а в том	1	1
170	и а и	1	1
171	к тому же	1	1
172	не так просто	1	1
173	входит в состав	1	1
174	является особого рода	1	1
175	есть не что	6	1
176	каждой из них	1	1
177	в новое время	1	1
178	на первый взгляд	3	1
179	то же самое	17	1
180	но только не	1	1
181	что даже в	1	1
182	та или иная	4	1
183	в другом но	1	1
184	том или ином	3	1
185	что иное как	6	1
186	к вопросу о	1	1
187	только то что	4	1
188	узком значении этого	1	1
189	в таких случаях	2	1
190	в одном случае	4	1
191	таким образом и	1	1
192	имея в виду	1	1
193	иной раз и	1	1
194	в первой главе	1	1
195	того же типа	2	1
196	также еще и	1	1
197	эти символы не	1	1
198	можно даже сказать	1	1
199	еще и потому	1	1
200	и в этой	1	1
201	а иной раз	2	1
202	при таком понимании	1	1
203	в чистом виде	3	1
204	это было бы	2	1
