N	3gram	Voloshinov	Russkaja
1	то же время	7	10
2	в то же	9	10
3	с точки зрения	5	9
4	в том что	1	7
5	на самом деле	3	6
6	для того чтобы	7	6
7	до сих пор	1	5
8	не может быть	2	4
9	более или менее	1	4
10	той или иной	4	3
11	в конце концов	3	3
12	вместе с тем	2	3
13	можно было бы	1	3
14	в этом случае	3	3
15	не может не	1	3
16	и не может	1	3
17	в том и	1	2
18	того или иного	5	2
19	тот факт что	1	2
20	в большинстве случаев	1	2
21	лишь при условии	1	2
22	и тем самым	3	2
23	о том что	2	2
24	только в том	1	2
25	в себе и	1	2
26	к тому что	2	2
27	ни к чему	2	2
28	благодаря всем этим	1	1
29	должны были бы	2	1
30	само собой разумеется	2	1
31	но при этом	2	1
32	в самом деле	2	1
33	к мысли что	1	1
34	и в жизни	1	1
35	говорить не о	1	1
36	и как бы	2	1
37	являются не просто	1	1
38	возможна лишь при	1	1
39	смысле этого слова	2	1
40	о котором мы	1	1
41	но в то	2	1
42	котором мы говорили	1	1
43	мы уже знаем	1	1
44	к чему не	2	1
45	мы не знаем	2	1
46	внутренней и внешней	3	1
47	прежде всего на	1	1
48	отнюдь не является	1	1
49	тех или иных	3	1
50	что оно является	1	1
51	по отношению к	2	1
52	даже и в	1	1
53	и ту же	2	1
54	по крайней мере	1	1
55	прежде всего в	4	1
56	мы ведь уже	1	1
57	то что же	1	1
58	и ни от	1	1
59	с самого начала	4	1
60	из которых каждая	1	1
61	то хотя бы	1	1
62	и того же	1	1
63	существу ничем не	1	1
64	лишь постепенно в	1	1
65	заключает в себе	4	1
66	в себе элементы	1	1
67	но ведь в	1	1
68	одну и ту	2	1
69	здесь же мы	1	1
70	на первый взгляд	2	1
71	же время эти	1	1
72	прежде всего с	1	1
73	тем что он	1	1
74	в связи с	2	1
75	то же самое	4	1
76	мы говорили выше	1	1
77	и все же	1	1
78	по существу ничем	1	1
79	тем не менее	1	1
80	но все же	3	1
81	в другом месте	1	1
82	ведь в самом	1	1
83	лишь потому что	2	1
84	в этом отношении	2	1
85	было говорить о	1	1
86	перед нами не	1	1
87	вопрос о том	1	1
88	в свою очередь	4	1
89	жизни и в	1	1
90	и не только	2	1
91	в значительной степени	2	1
92	но даже и	1	1
93	на этот вопрос	1	1
94	тот или иной	2	1
95	или хотя бы	2	1
96	мы подойдем к	1	1
97	одного и того	1	1
98	и в этом	1	1
