N	3gram	Vygotskiy_	Tvorches
1	в то же	2	25
2	то же время	2	24
3	и т д	1	17
4	в том что	30	11
5	по нашему мнению	1	10
6	в соответствии с	1	8
7	о том что	10	8
8	и в то	1	7
9	по сути дела	1	7
10	в конечном счете	4	6
11	не может быть	8	6
12	в самом деле	5	5
13	в том же	3	5
14	по отношению к	11	5
15	до сих пор	4	4
16	по крайней мере	1	4
17	с точки зрения	34	4
18	дело в том	2	4
19	с самого начала	9	4
20	во главе с	1	3
21	дело не в	1	3
22	что все это	1	3
23	точно так же	2	3
24	том что в	3	3
25	в отличие от	3	3
26	в известной мере	1	3
27	это значит что	1	3
28	во всяком случае	5	3
29	как и в	2	3
30	едва ли не	1	3
31	с другой стороны	10	3
32	в этой связи	1	3
33	хотя и не	1	3
34	и не может	1	3
35	что он не	2	2
36	в данном случае	5	2
37	заключает в себе	1	2
38	влечет за собой	2	2
39	к человеку как	1	2
40	для того чтобы	19	2
41	в том числе	3	2
42	тем не менее	1	2
43	у него в	1	2
44	что у него	1	2
45	не потому что	2	2
46	в конце концов	1	2
47	потому что он	3	2
48	в этой области	1	2
49	том числе и	3	2
50	и в самом	2	2
51	он приходит к	2	2
52	к тому же	1	2
53	сам с собой	4	2
54	не могут быть	1	2
55	при этом он	1	2
56	в высшей степени	7	2
57	в целом и	6	2
58	несмотря на все	1	2
59	так как он	3	2
60	в известном смысле	3	2
61	не в силах	1	2
62	таким образом и	3	2
63	в связи с	3	2
64	в одном из	2	2
65	в свою очередь	3	2
66	вместе с тем	5	2
67	в свою противоположность	1	2
68	заключается в том	10	2
69	только то что	2	2
70	можно сказать что	5	2
71	на этот вопрос	5	2
72	на самом деле	3	2
73	именно в этом	3	2
74	мы находим у	1	2
75	содержит в себе	1	2
76	так же как	6	2
77	не только в	1	2
78	в первую очередь	3	2
79	мы уже говорили	3	2
80	на протяжении всего	2	2
81	прямо и недвусмысленно	1	1
82	если можно так	1	1
83	таким образом чтобы	1	1
84	но тем самым	1	1
85	не может служить	1	1
86	он говорит что	1	1
87	и как бы	1	1
88	на всем протяжении	3	1
89	на деле же	2	1
90	же самое время	1	1
91	они представляют собой	1	1
92	мы не находим	1	1
93	является как бы	1	1
94	мы все время	1	1
95	о том как	1	1
96	в применении к	1	1
97	новую принципиально отличную	1	1
98	в ту же	1	1
99	что в одном	1	1
100	мысли и не	2	1
101	в ответ на	1	1
102	целый ряд других	1	1
103	один ряд с	1	1
104	хотя бы и	1	1
105	он не может	1	1
106	но не существует	1	1
107	во всей этой	1	1
108	из-за того что	1	1
109	привело нас к	1	1
110	но для того	1	1
111	говорить о том	1	1
112	что в них	1	1
113	в частности в	1	1
114	друг на друга	1	1
115	сказать по поводу	1	1
116	с самим собой	1	1
117	в психологическом отношении	1	1
118	то что может	1	1
119	потому что в	1	1
120	именно потому что	1	1
121	пространство и время	1	1
122	на которые ссылается	1	1
123	и потому что	2	1
124	в этом пункте	3	1
125	в один ряд	1	1
126	прочим в том	1	1
127	том что этот	1	1
128	и тем самым	4	1
129	и если не	1	1
130	следует рассматривать в	1	1
131	по себе не	1	1
132	а с другой	6	1
133	этой проблемы в	1	1
134	то ни было	1	1
135	мы видим его	1	1
136	смысла но если	1	1
137	в силах вывести	1	1
138	как нечто внешнее	1	1
139	то же самое	4	1
140	это все же	1	1
141	к тому что	3	1
142	принципиально отличную от	1	1
143	что с точки	2	1
144	являются как бы	1	1
145	не может не	1	1
146	на самом же	1	1
147	полном согласии с	2	1
148	бы то ни	1	1
149	или во всяком	2	1
150	он утверждает что	1	1
151	и в этом	1	1
152	приводит его к	1	1
153	можно так выразиться	1	1
154	к вопросу о	1	1
155	представляет собой не	1	1
156	в том и	1	1
157	с первого взгляда	1	1
158	за то что	1	1
159	означает в то	1	1
160	в которой содержатся	1	1
161	той или иной	2	1
162	он не боится	1	1
163	самом же деле	1	1
164	и только в	1	1
165	а вместе с	2	1
166	но и в	1	1
167	и вот в	1	1
168	мы видим в	1	1
169	с той же	1	1
170	в чем же	1	1
171	не мог не	1	1
172	а затем уже	1	1
173	имеем в виду	1	1
174	в другом месте	6	1
175	и вовсе не	1	1
176	в действительной жизни	1	1
177	на целом ряде	1	1
178	в своей книге	2	1
179	ту или иную	1	1
180	в целом ряде	1	1
181	то что в	2	1
182	все более и	3	1
183	которые играют в	1	1
184	но и потому	1	1
185	с одной стороны	14	1
186	но с точки	1	1
187	на точку зрения	2	1
188	в то время	5	1
189	более и более	3	1
190	в силу этой	1	1
191	к которым приводит	2	1
192	то и другое	1	1
193	но все это	1	1
194	то что является	1	1
195	заметим кстати что	1	1
196	в его понимании	1	1
197	же заколдованном кругу	1	1
198	я не могу	2	1
199	между прочим в	1	1
200	и никогда не	1	1
201	в отрыве от	1	1
202	здесь нет нужды	1	1
203	ответ на этот	3	1
204	можно было бы	6	1
205	в самом конце	1	1
206	выводом из этой	1	1
207	в полном согласии	2	1
208	незаметно для себя	1	1
209	мы имеем в	1	1
210	есть прежде всего	2	1
211	том же заколдованном	1	1
212	принцип удовольствия управляющий	1	1
213	же как и	4	1
214	как только его	1	1
215	при этом она	1	1
216	что может быть	2	1
217	и до конца	1	1
218	в предисловии к	4	1
219	играют большую роль	1	1
220	мышления как говорит	1	1
221	вопрос о том	2	1
222	того факта что	3	1
223	мы не можем	3	1
224	если бы он	3	1
225	которые не имеют	1	1
226	потому что они	1	1
