N	2gram	Medvedev_U	Komedia
1	и в	14	77
2	и не	8	47
3	в том	2	44
4	том что	2	42
5	о том	1	33
6	в г	1	33
7	но и	4	32
8	может быть	6	30
9	таким образом	2	29
10	в то	3	28
11	в этом	7	27
12	что он	2	26
13	не только	10	25
14	как и	3	23
15	что в	1	23
16	в самом	2	22
17	что и	2	22
18	если бы	2	22
19	то же	5	21
20	в конце	2	21
21	так и	1	21
22	в его	2	20
23	к этому	1	19
24	в этой	4	18
25	тем что	2	17
26	же время	3	17
27	в нем	1	17
28	все же	3	16
29	у него	1	16
30	сих пор	2	16
31	он не	1	16
32	до сих	2	16
33	тот же	1	16
34	не в	2	15
35	в своем	1	15
36	в которой	1	15
37	между тем	2	15
38	было бы	3	15
39	прежде всего	8	15
40	и с	2	14
41	все это	5	14
42	об этом	1	14
43	самом деле	2	13
44	о чем	2	13
45	что она	2	13
46	как раз	2	13
47	мы можем	1	13
48	то что	7	13
49	но в	3	13
50	в котором	1	12
51	с другой	4	12
52	в качестве	1	12
53	из которых	1	12
54	не может	7	12
55	но не	2	12
56	и даже	1	11
57	с тем	1	11
58	и для	2	11
59	в их	4	11
60	в частности	3	11
61	он был	1	10
62	с одной	1	10
63	и что	1	10
64	ничуть не	1	10
65	и все	1	10
66	более чем	2	10
67	с его	2	10
68	ничего не	2	10
69	мы не	2	10
70	на его	1	10
71	тем более	1	10
72	же в	1	10
73	все что	1	9
74	в своей	3	9
75	больше чем	1	9
76	одной стороны	1	9
77	только в	2	9
78	даже не	1	9
79	независимо от	1	9
80	того как	1	9
81	в ней	1	9
82	другой стороны	3	8
83	не было	1	8
84	бы в	1	8
85	то ни	3	8
86	что для	1	8
87	первую очередь	1	8
88	если не	2	8
89	в которых	1	8
90	в течение	1	8
91	равно как	1	7
92	в первую	1	7
93	хотя бы	5	7
94	бы то	3	7
95	ни было	3	7
96	и это	1	7
97	так или	1	7
98	в себе	2	7
99	и у	2	7
100	до конца	1	7
101	но если	1	7
102	или иначе	1	7
103	отнюдь не	1	7
104	конце концов	2	7
105	в виду	1	6
106	в наиболее	1	6
107	не приходится	2	6
108	могут быть	2	6
109	а не	10	6
110	нет и	1	6
111	в области	3	6
112	на то	1	6
113	это было	2	6
114	надо было	2	6
115	для всех	2	5
116	его на	1	5
117	что по	1	5
118	сказать что	1	5
119	никогда не	1	5
120	но он	1	5
121	одним из	2	5
122	друг другу	1	5
123	за пределы	1	5
124	приводит к	1	5
125	признать что	1	5
126	конечно не	4	5
127	у других	1	5
128	же самое	2	5
129	той же	1	5
130	этом отношении	2	5
131	это не	3	5
132	мы имеем	1	5
133	он и	1	5
134	же не	2	5
135	по существу	2	5
136	отказаться от	1	5
137	в период	1	5
138	для этого	3	5
139	в той	1	4
140	в пользу	1	4
141	нас в	2	4
142	не столько	2	4
143	из самых	1	4
144	их в	1	4
145	должна была	2	4
146	может служить	1	4
147	все его	1	4
148	этой же	1	4
149	одно из	1	4
150	не о	3	4
151	в последние	1	4
152	же как	1	4
153	не случайно	2	4
154	к сожалению	3	4
155	что мы	2	4
156	то и	1	4
157	что же	1	4
158	по мнению	1	4
159	этой области	3	4
160	он называет	1	4
161	что с	1	4
162	у нас	3	4
163	впрочем не	1	4
164	что ему	1	4
165	по его	1	4
166	или менее	1	4
167	материал для	2	4
168	не следует	3	4
169	в пределах	1	4
170	далеко не	1	4
171	он знает	1	4
172	или по	1	3
173	сам автор	1	3
174	по себе	2	3
175	более или	1	3
176	конечном счете	4	3
177	только для	1	3
178	когда бы	1	3
179	не столь	1	3
180	как на	1	3
181	друг с	1	3
182	с другом	1	3
183	если у	1	3
184	в храме	1	3
185	в таком	1	3
186	а его	2	3
187	остается в	1	3
188	с новой	1	3
189	всего лишь	1	3
190	он в	1	3
191	еще одно	1	3
192	не делает	1	3
193	почти не	1	3
194	для себя	1	3
195	о которой	1	3
196	не могут	2	3
197	меньшей мере	1	3
198	связанные с	1	3
199	его и	2	3
200	относится к	1	3
201	было и	1	3
202	только при	1	3
203	по меньшей	1	3
204	не без	1	3
205	в виде	1	3
206	и эта	1	3
207	и потому	1	3
208	а как	2	3
209	она не	1	3
210	только как	1	3
211	иначе в	1	3
212	это в	1	3
213	с которыми	1	2
214	еще раз	1	2
215	не как	3	2
216	к которой	1	2
217	превращается в	2	2
218	в ноги	1	2
219	в порядке	1	2
220	поскольку он	1	2
221	на первый	2	2
222	обращение к	1	2
223	отсюда и	1	2
224	в этот	1	2
225	не вполне	1	2
226	и формы	3	2
227	него не	1	2
228	что все	2	2
229	образом на	1	2
230	почему в	1	2
231	в конечном	4	2
232	очевидно что	3	2
233	представляется нам	2	2
234	а для	1	2
235	и является	2	2
236	себя на	1	2
237	была уже	1	2
238	было сделать	1	2
239	но прежде	1	2
240	что только	1	2
241	бы ни	1	2
242	доказывает что	1	2
243	должна быть	2	2
244	содержания и	1	2
245	это уже	2	2
246	сводится к	2	2
247	достаточно ясно	1	2
248	этом смысле	2	2
249	и так	1	2
250	о котором	1	2
251	в известном	1	2
252	не входит	1	2
253	быть не	1	2
254	в современном	1	2
255	еще один	1	2
256	связанных с	1	2
257	имеем в	1	2
258	от которой	1	2
259	из первых	1	2
260	но это	2	2
261	насколько мы	1	2
262	к лицу	1	2
263	именно к	1	2
264	этом случае	1	2
265	в свое	1	2
266	этих слов	1	2
267	для него	3	2
268	не для	1	2
