N	3gram	Voloshinov	OGranits
1	с точки зрения	15	5
2	не может быть	14	4
3	одно и то	1	3
4	вполне понятно что	1	3
5	по отношению к	11	3
6	есть прежде всего	1	3
7	в том что	9	2
8	не чем иным	2	2
9	ничего общего с	1	2
10	не что иное	1	2
11	того или иного	1	2
12	в зависимости от	4	2
13	и наконец в	1	2
14	в данном случае	4	2
15	но так как	1	2
16	и то же	1	2
17	есть не что	1	2
18	чем иным как	2	2
19	в самом деле	10	2
20	в г в	1	2
21	что иное как	1	2
22	в пределах данной	1	2
23	с одной стороны	2	2
24	с самого начала	5	2
25	и при анализе	1	2
26	и один из	1	1
27	возможно только в	1	1
28	тесно связана с	1	1
29	в узком смысле	2	1
30	не было бы	1	1
31	на самом деле	4	1
32	собственном смысле слова	1	1
33	и связанных с	2	1
34	в особенности в	1	1
35	больше и лучше	1	1
36	нигде и никогда	1	1
37	те же самые	1	1
38	и тот же	3	1
39	на себя и	1	1
40	все то что	3	1
41	и его школа	2	1
42	может и должно	1	1
43	иметь в виду	1	1
44	этом мы закончим	2	1
45	но в то	3	1
46	не может в	1	1
47	равно как и	2	1
48	между тем как	1	1
49	ничего общего не	3	1
50	в конечном счете	3	1
51	так же как	1	1
52	которая связана с	1	1
53	мы должны перейти	1	1
54	для того чтобы	3	1
55	смысле слова и	1	1
56	в пределах того	1	1
57	только потому что	1	1
58	быть и речи	3	1
59	быть понята и	1	1
60	том что в	1	1
61	и некоторых других	1	1
62	может быть это	2	1
63	на две группы	2	1
64	ни о какой	2	1
65	и никогда не	1	1
66	можно говорить о	1	1
67	все эти три	1	1
68	он и не	1	1
69	его роль в	1	1
70	но тем не	1	1
71	мы полагаем что	2	1
72	в чем же	2	1
73	данной социальной группы	1	1
74	выйти за пределы	3	1
75	останавливаться подробно на	1	1
76	то или иное	2	1
77	в собственном смысле	3	1
78	только одно из	1	1
79	один и тот	3	1
80	в другом месте	2	1
81	в отличие от	2	1
82	выходит за пределы	2	1
83	в своих основных	1	1
84	нужно сказать что	1	1
85	узком смысле слова	3	1
86	роковую роль в	1	1
87	нужно отметить что	2	1
88	в предшествующей главе	1	1
89	из него все	1	1
90	в хх веке	1	1
91	само собою разумеется	1	1
92	то же самое	2	1
93	и не мог	1	1
94	а вовсе не	3	1
95	к тому что	2	1
96	и уже отсюда	1	1
97	все же остается	1	1
98	тем не менее	4	1
99	только то что	3	1
100	в каждом слове	1	1
101	как объективный факт	2	1
102	нет и не	3	1
103	организма и его	1	1
104	только с помощью	1	1
105	чем же объясняется	2	1
106	что же такое	2	1
107	в этом отношении	4	1
108	то же время	6	1
109	далеко не всегда	3	1
110	общего не имеет	1	1
111	что же является	1	1
112	в то же	6	1
113	но и его	1	1
114	и следовательно в	1	1
115	там где нет	1	1
116	можно было бы	1	1
117	мы не можем	3	1
118	но что же	1	1
119	в последнем счете	4	1
120	и не может	3	1
121	нам кажется что	1	1
122	а также и	2	1
123	собою разумеется что	1	1
124	превращения его в	1	1
125	на этом мы	3	1
126	может быть и	6	1
