N	2gram	Vygotskiy_	Vladivir
1	и в	38	116
2	то что	27	71
3	и не	16	67
4	у него	3	65
5	не только	16	65
6	в этом	35	53
7	в том	59	52
8	том что	44	51
9	что в	31	48
10	но и	9	47
11	в конце	1	41
12	в его	22	40
13	и с	5	39
14	и даже	4	36
15	сказать что	10	36
16	также и	3	36
17	так что	3	35
18	потому что	14	33
19	что он	13	32
20	еще и	2	32
21	не может	11	31
22	о том	6	30
23	только в	16	30
24	как мы	14	29
25	никогда не	11	29
26	для него	6	29
27	вовсе не	5	27
28	а в	7	27
29	в себе	9	25
30	но в	4	25
31	в то	5	25
32	и то	9	25
33	и его	5	25
34	а также	6	24
35	даже и	1	24
36	точки зрения	27	23
37	он не	6	23
38	может быть	25	23
39	что же	1	23
40	кроме того	1	22
41	он был	1	22
42	ни в	12	22
43	так как	19	22
44	в виде	4	22
45	об этом	2	22
46	в своей	9	21
47	вместе с	18	21
48	а именно	1	20
49	и что	15	20
50	в своем	9	20
51	для нас	6	20
52	прежде всего	6	20
53	не менее	8	19
54	в дальнейшем	3	19
55	и вообще	1	19
56	по поводу	1	19
57	как раз	1	19
58	тем не	6	19
59	таким образом	36	19
60	в течение	2	19
61	так и	11	19
62	и потому	2	19
63	как и	20	18
64	не мог	4	18
65	не в	10	18
66	хотя и	2	18
67	как это	16	18
68	с его	3	18
69	что и	14	17
70	в этой	7	17
71	едва ли	6	17
72	а не	7	17
73	у нас	1	17
74	все же	11	16
75	уже не	3	16
76	к тому	8	16
77	не есть	5	16
78	совсем не	1	16
79	для себя	2	16
80	и все	5	16
81	было бы	15	16
82	того что	17	16
83	в котором	3	16
84	и к	9	15
85	то же	18	15
86	в своих	3	15
87	к этому	5	15
88	несмотря на	1	15
89	в связи	9	15
90	до конца	2	15
91	но это	7	15
92	того же	12	14
93	все эти	9	14
94	раз и	1	14
95	мы уже	8	14
96	и на	9	14
97	с а	1	14
98	уже в	10	14
99	и как	11	14
100	во всем	7	13
101	в результате	6	13
102	с тем	18	13
103	можно сказать	2	13
104	так же	26	13
105	не просто	3	13
106	на этот	5	13
107	и от	5	13
108	что это	8	13
109	то время	5	13
110	да и	1	13
111	по себе	11	12
112	только на	2	12
113	и это	7	12
114	и у	7	12
115	и по	5	12
116	в нем	4	12
117	то в	3	12
118	содержит в	2	12
119	если не	1	12
120	всяком случае	10	12
121	во всяком	10	12
122	связи с	14	12
123	мы сейчас	1	12
124	при этом	13	11
125	него в	1	11
126	но что	3	11
127	более или	3	11
128	в данном	1	11
129	хотя бы	2	11
130	тому же	6	11
131	в которой	4	11
132	я не	1	11
133	на то	7	11
134	и здесь	5	11
135	в основном	6	11
136	в отношении	14	11
137	это есть	1	11
138	еще в	2	11
139	все это	8	11
140	или менее	5	11
141	мы должны	15	11
142	конце концов	1	11
143	в самом	8	10
144	даже в	5	10
145	вот что	1	10
146	что все	2	10
147	такого рода	7	10
148	с точки	11	10
149	в качестве	25	10
150	можно было	10	10
151	что для	1	10
152	отнюдь не	6	10
153	к нему	1	10
154	с ним	4	10
155	еще не	6	10
156	которую он	2	10
157	в истории	9	10
158	здесь не	2	10
159	о нем	2	10
160	в ней	3	10
161	но не	7	10
162	и сам	4	9
163	именно в	6	9
164	с этим	6	9
165	смысле слова	5	9
166	с другой	11	9
167	мы знаем	10	9
168	и притом	1	9
169	но он	1	9
170	и можно	1	9
171	а только	1	9
172	но как	4	9
173	а с	4	9
174	не будет	2	9
175	этом смысле	7	9
176	мы будем	4	9
177	в начале	5	9
178	оно есть	1	9
