N	2gram	Losev_Prob	VerxiiNi
1	и в	62	26
2	таким образом	13	22
3	с тем	9	18
4	в этом	25	15
5	вместе с	3	15
6	точки зрения	14	13
7	как бы	11	12
8	в том	35	11
9	не только	33	10
10	и с	11	10
11	может быть	39	10
12	из этих	1	10
13	что в	11	9
14	так как	14	9
15	связи с	10	9
16	но и	20	9
17	в области	2	9
18	и у	2	8
19	и не	56	8
20	как на	2	8
21	с другой	14	8
22	но не	6	8
23	с одной	3	7
24	но все	5	7
25	в эпоху	2	7
26	связанные с	2	7
27	том что	25	7
28	потому что	40	7
29	одной стороны	2	7
30	а с	2	7
31	то что	42	7
32	но в	17	7
33	из них	4	7
34	к нему	3	7
35	так и	16	6
36	в конце	7	6
37	несмотря на	4	6
38	все это	9	6
39	что и	11	6
40	в отношении	4	6
41	представление о	1	6
42	все эти	14	6
43	все же	10	6
44	к тому	4	6
45	о том	14	6
46	во всяком	14	6
47	и потому	13	6
48	всяком случае	8	6
49	мы должны	13	6
50	с точки	9	6
51	в себе	23	6
52	того же	2	6
53	и к	9	5
54	до сих	4	5
55	том числе	1	5
56	в его	10	5
57	тому же	1	5
58	более или	2	5
59	не имеет	12	5
60	или менее	2	5
61	сих пор	4	5
62	по крайней	9	5
63	того чтобы	4	5
64	для того	5	5
65	так же	11	5
66	лишь в	1	5
67	отношение к	1	5
68	тем чтобы	1	5
69	образом в	2	5
70	а не	28	5
71	и для	5	5
72	крайней мере	9	5
73	никогда не	7	5
74	в самом	4	4
75	что оно	4	4
76	ничем не	2	4
77	то есть	63	4
78	и по	3	4
79	то же	23	4
80	из которых	6	4
81	только в	33	4
82	в этих	6	4
83	с другими	6	4
84	учение о	3	4
85	что он	16	4
86	в которых	3	4
87	к своим	1	4
88	в смысле	2	4
89	и потому-то	1	4
90	в котором	3	4
91	и тогда	3	4
92	он не	10	4
93	и что	9	4
94	далеко не	1	4
95	а в	9	4
96	очень мало	2	4
97	в этой	10	4
98	числе и	1	4
99	и от	11	4
100	не может	14	4
101	что все	2	4
102	на этот	4	4
103	в виде	20	4
104	в то	18	4
105	и только	10	4
106	в нем	13	4
107	во время	3	4
108	уже с	1	3
109	к сожалению	1	3
110	и другие	4	3
111	с этой	3	3
112	и при	2	3
113	при этом	9	3
114	для него	4	3
115	из всех	1	3
116	что это	3	3
117	тем не	23	3
118	и если	11	3
119	в качестве	10	3
