N	3gram	Voloshinov	RusskieA
1	в том что	2	49
2	состоит в том	1	29
3	тем не менее	1	14
4	том что в	1	9
5	для того чтобы	1	8
6	в данном случае	2	8
7	подобно тому как	1	8
8	мы не можем	1	7
9	не может быть	4	6
10	так же как	1	6
11	в связи с	1	5
12	к тому что	1	5
13	не что иное	2	4
14	в отличие от	1	4
15	не только на	1	4
16	что в этом	1	4
17	что иное как	2	4
18	можно было бы	1	4
19	тех пор пока	3	3
20	по отношению к	3	3
21	более или менее	1	3
22	на то что	1	3
23	с точки зрения	5	3
24	до тех пор	4	3
25	мы уже видели	1	3
26	может быть и	1	3
27	ничего общего не	1	2
28	в течение всего	1	2
29	ничего общего с	2	2
30	в одном ряду	1	2
31	с другой стороны	2	2
32	но так как	2	2
33	в тех случаях	1	2
34	равно как и	1	2
35	ту или иную	1	2
36	как и в	1	2
37	на самом деле	1	2
38	иметь в виду	1	2
39	в виду что	1	2
40	но тем не	1	2
41	тех случаях когда	1	2
42	с г в	1	2
43	и в некоторых	1	2
44	с одной стороны	2	2
45	в этом отношении	1	2
46	в человеческом обществе	1	1
47	и как бы	1	1
48	на том основании	1	1
49	и наконец в	2	1
50	но далеко не	1	1
51	эту точку зрения	1	1
52	далеко не всегда	1	1
53	только потому что	1	1
54	все то что	1	1
55	может быть не	1	1
56	с одним из	1	1
57	но может быть	1	1
58	между тем как	1	1
59	можно говорить о	1	1
60	что в основе	1	1
61	то же самое	1	1
62	не входит в	1	1
63	несмотря на все	1	1
64	в другом месте	1	1
65	и один из	1	1
66	в течение всей	1	1
67	том основании что	1	1
68	между собою и	1	1
69	только одно из	1	1
70	иной характер носит	1	1
71	входит в нашу	1	1
72	то что в	1	1
73	на эту связь	1	1
74	эта связь с	1	1
75	в нашу задачу	1	1
76	это и не	1	1
77	в собственном смысле	1	1
78	и связанных с	1	1
79	потому что они	1	1
80	общего не имеет	1	1
