N	3gram	Losev_Prob	formyVre
1	и т п	1	32
2	то же время	1	21
3	в то же	2	18
4	как мы уже	1	15
5	в связи с	11	15
6	с точки зрения	13	15
7	для того чтобы	3	12
8	но и в	2	12
9	не только в	5	11
10	до сих пор	3	10
11	в большинстве случаев	1	8
12	в том числе	2	8
13	и прежде всего	2	8
14	и т д	1	7
15	не может быть	2	7
16	в этом отношении	4	7
17	прежде всего в	1	7
18	в том же	1	6
19	и в этом	1	6
20	а также и	3	6
21	и в особенности	1	6
22	с одной стороны	5	6
23	в том что	13	5
24	в то время	4	5
25	том числе и	1	5
26	то есть в	5	5
27	той или иной	4	5
28	по отношению к	2	4
29	друг на друга	1	4
30	но все же	2	4
31	с другой стороны	7	4
32	равно как и	2	4
33	бы ни были	1	4
34	человеческой жизни в	2	4
35	в средние века	1	4
36	связи с этим	1	4
37	как раз в	1	4
38	во всяком случае	6	4
39	то время как	4	4
40	в той или	2	3
41	и как бы	2	3
42	до нас в	2	3
43	о том как	1	3
44	каковы бы ни	1	3
45	все эти образы	1	3
46	может быть только	6	3
47	все же в	1	3
48	в чем не	2	3
49	в нем не	1	3
50	как мы увидим	1	3
51	как раз и	1	3
52	то же самое	2	3
53	и все прочие	1	3
54	вместе с тем	5	3
55	вверх и вниз	1	3
56	и в частности	4	3
57	но в то	2	3
58	о том что	14	3
59	с самого начала	3	3
60	так и в	1	3
61	не в смысле	1	3
62	жизни и в	2	3
63	также и в	2	3
64	ни в чем	2	3
65	друг к другу	1	3
66	у него есть	1	2
67	в положительном смысле	1	2
68	жизни то есть	1	2
69	можно сказать что	4	2
70	к ним как	1	2
71	в своем романе	1	2
72	все более и	1	2
73	и вместе с	3	2
74	в данном случае	5	2
75	а вовсе не	1	2
76	к тому же	5	2
77	похожи друг на	1	2
78	это значит что	2	2
79	в буквальном смысле	1	2
80	своей жизни в	1	2
81	само собой разумеется	2	2
82	в борьбе с	1	2
83	в свою очередь	2	2
84	не только для	2	2
85	в значительной мере	3	2
86	мы находим в	3	2
87	у него нет	1	2
88	не было и	1	2
89	и в дальнейшем	1	2
90	здесь как и	1	2
91	бросается в глаза	2	2
92	мы здесь не	1	2
93	было бы не	1	2
94	более и более	1	2
95	в этих условиях	1	2
96	и до сих	1	2
97	слова то есть	2	2
98	как и все	1	2
99	дело в том	4	2
100	и ничего не	1	2
101	к тому что	1	2
102	в мировой литературе	1	2
103	жизнь и смерть	1	2
104	жизни в ее	1	2
105	всего того что	2	2
106	времени и пространстве	1	2
107	потому что они	2	2
108	как и во	1	1
109	в одном и	1	1
110	что весь этот	1	1
111	чтобы покончить с	1	1
112	старости и смерти	1	1
113	здесь нет никакого	1	1
114	а как раз	1	1
115	что в мире	1	1
116	же самое время	1	1
117	в средневековой литературе	1	1
118	цели и в	1	1
119	числе и в	1	1
120	и он достаточно	1	1
121	на каждом из	1	1
122	том что в	1	1
123	на том что	1	1
124	в этих произведениях	1	1
125	в этом смысле	4	1
126	имеет отношение к	1	1
127	самого начала не	1	1
128	в которой они	1	1
129	они все же	1	1
130	действительности и прежде	1	1
131	и в обществе	1	1
132	и даже в	1	1
133	только в том	2	1
134	и для всей	1	1
135	с этой точки	2	1
136	вовсе не в	1	1
137	в самом деле	1	1
138	и любовь и	1	1
139	он вовсе не	1	1
140	тем не менее	8	1
141	с ним в	2	1
142	я хотя и	1	1
143	у него и	2	1
144	более или менее	1	1
145	в европейской литературе	1	1
146	за то что	2	1
147	таким образом у	2	1
148	это не значит	1	1
149	в его борьбе	1	1
150	по своему содержанию	1	1
151	и сама жизнь	1	1
152	при этом здесь	1	1
153	кроме того что	1	1
154	жизни в этом	1	1
155	то есть только	2	1
156	другой стороны так	1	1
157	совершенно ясно что	1	1
158	приходит к выводу	1	1
159	в себе самом	1	1
160	здесь в ряд	1	1
