N	4gram	Losev_Dial	Marksizm
1	в то же время	7	15
2	но в то же	1	9
3	на самом же деле	2	5
4	в том что он	1	4
5	с одной стороны и	3	3
6	с точки зрения самого	2	3
7	все более и более	1	3
8	одной и той же	1	3
9	в связи с этим	2	3
10	лишь с точки зрения	1	3
11	одно и то же	8	3
12	именно в том что	1	2
13	ни в коем случае	1	2
14	одна и та же	5	2
15	так же как и	1	2
16	несмотря на то что	2	2
17	так а не иначе	1	1
18	это было так то	1	1
19	никогда не может быть	1	1
20	мы вплотную подходим к	1	1
21	ни в каком случае	5	1
22	не что иное как	4	1
23	с точки зрения той	1	1
24	все то же самое	1	1
25	от внутреннего к внешнему	1	1
26	сказать что почти все	1	1
27	с той или иной	1	1
28	можно сказать что почти	1	1
29	не понимают и не	1	1
30	мы можем сказать что	3	1
31	не с точки зрения	2	1
32	в жизни и в	1	1
33	до сих пор мы	1	1
34	с их точки зрения	1	1
35	не было бы в	1	1
36	дело в том что	1	1
37	же в таком случае	1	1
38	с точки зрения своей	1	1
39	не говоря уже о	1	1
40	в какой мере не	1	1
41	тем не менее в	1	1
42	если бы это было	1	1
43	между внутренним и внешним	1	1
44	как бы ни была	1	1
45	отчет в том что	1	1
46	это значит что в	2	1
47	в самом деле с	1	1
48	лежащая в ее основе	1	1
49	ни в какой мере	1	1
50	если бы они были	1	1
51	различие внутреннего и внешнего	1	1
52	самом деле ничего не	1	1
53	в коем случае не	1	1
54	на самом деле ничего	1	1
55	и с точки зрения	1	1
56	ничего не имеет общего	1	1
57	наука до сих пор	1	1
58	приводит к тому что	1	1
59	до сих пор не	1	1
60	лежащая в основе всех	1	1
