N	3gram	Bakhtin_Fr	Narrotol
1	в том что	2	18
2	в данном случае	3	17
3	не только в	3	13
4	в отличие от	3	11
5	по отношению к	2	11
6	о том что	3	9
7	не может быть	2	8
8	той или иной	2	8
9	то же время	13	8
10	в то же	13	8
11	в этом отношении	4	8
12	можно сказать что	2	6
13	с одной стороны	4	6
14	для того чтобы	5	5
15	в свою очередь	2	5
16	но и в	4	5
17	на самом деле	5	5
18	подобно тому как	2	5
19	в конечном счете	1	4
20	во всяком случае	2	4
21	и не может	1	3
22	до сих пор	6	3
23	в первом случае	1	3
24	при встрече с	1	3
25	в связи с	5	3
26	а также и	4	3
27	с точки зрения	4	3
28	дело в том	2	3
29	как раз в	3	3
30	и то что	1	3
31	войне и мире	1	2
32	в той или	2	2
33	бы и не	1	2
34	все то что	2	2
35	и в то	2	2
36	они и не	1	2
37	мы узнаем что	1	2
38	более или менее	1	2
39	одного и того	1	2
40	так и по	2	2
41	как будто он	1	2
42	внешнего и внутреннего	1	2
43	и того же	1	2
44	есть на самом	1	2
45	и т.п и	1	2
46	не входит в	1	2
47	на этот раз	1	2
48	как своего рода	1	2
49	прежде всего на	1	2
50	но все же	2	2
51	дело здесь не	1	2
52	об этом в	1	2
53	но и не	1	2
54	к одному из	1	2
55	все же не	1	2
56	в отрыве от	1	2
57	можно было бы	2	2
58	он и не	1	2
59	что иное как	1	2
60	в этом последнем	1	2
61	ни во что	1	1
62	в том именно	1	1
63	как она есть	1	1
64	в этой системе	2	1
65	одной стороны и	2	1
66	не нуждаясь в	1	1
67	и тот же	3	1
68	в целом как	1	1
69	до нас в	1	1
70	или иной степени	1	1
71	о том как	1	1
72	в той же	5	1
73	до известной степени	1	1
74	что в ней	1	1
75	то что он	1	1
76	в большинстве случаев	3	1
77	в этой двойной	1	1
78	на том что	1	1
79	по сравнению с	2	1
80	и в другом	1	1
81	с большей или	1	1
82	самом деле в	1	1
83	однако и здесь	1	1
84	и со стороны	1	1
85	в первый раз	2	1
86	что они не	1	1
87	за собой и	1	1
88	она есть на	1	1
89	в том числе	4	1
90	свидетельствует о том	1	1
91	еще вернемся к	2	1
92	имеет дело не	1	1
93	но это вовсе	1	1
94	связи с этим	1	1
95	и все что	3	1
96	что один из	1	1
97	так и в	1	1
98	в том случае	1	1
99	в особенности в	1	1
100	а также в	1	1
101	таким образом что	1	1
102	в строгом смысле	1	1
103	большей или меньшей	3	1
104	рода ключом к	1	1
105	само по себе	1	1
106	и шире и	4	1
107	каждого из этих	1	1
108	в полной мере	1	1
109	том что в	1	1
110	в своем роде	1	1
111	и в других	3	1
112	в конце четвертой	1	1
113	что в основе	1	1
114	не принимает участия	1	1
115	то ни было	1	1
116	в частности у	1	1
117	и вот как	1	1
118	до поры до	1	1
119	как раз и	1	1
120	какой бы то	1	1
121	но в его	1	1
122	и т.п но	1	1
123	только то что	2	1
124	же время они	1	1
125	том числе и	3	1
126	с другой стороны	5	1
127	поры до времени	1	1
128	бы то ни	1	1
129	об этом свидетельствует	1	1
130	во втором случае	1	1
131	как мы увидим	1	1
132	в виду и	1	1
133	имея в виду	1	1
134	в чем же	1	1
135	сих пор еще	2	1
136	в значительной степени	2	1
137	и т.п в	1	1
138	и т.п то	1	1
139	и придает ему	1	1
140	и потому не	1	1
141	одним и тем	1	1
142	в области литературы	1	1
143	может быть только	1	1
144	xx века в	1	1
145	и т.п это	1	1
146	который в свою	1	1
147	жизни то есть	1	1
148	например в том	1	1
149	жизнью и смертью	3	1
150	есть не что	1	1
151	и тем же	1	1
152	же в этой	2	1
153	своего рода ключом	1	1
154	к нему в	1	1
155	мы еще вернемся	5	1
156	и особенно в	1	1
157	такие определения как	1	1
158	дело не с	1	1
159	событие в жизни	1	1
160	в этом же	1	1
161	то есть все	1	1
162	первом случае мы	1	1
163	в мировой литературе	3	1
164	всего тем что	1	1
165	один и тот	3	1
166	женщин и детей	2	1
167	и в самом	1	1
168	как и в	2	1
169	принимает участия в	1	1
170	и в них	1	1
171	и не было	2	1
172	быть и не	2	1
173	одной из них	1	1
174	вот и все	1	1
175	границы между ними	1	1
176	то есть с	1	1
177	в то время	1	1
178	точки зрения на	1	1
179	в большей или	2	1
180	хотя они и	1	1
181	по своему характеру	1	1
182	между жизнью и	3	1
183	данном случае в	1	1
184	именно в этом	1	1
185	всяком случае в	1	1
186	из них мы	1	1
187	в корне изменилось	1	1
188	и в конечном	1	1
189	не что иное	1	1
190	как и все	5	1
191	на протяжении всего	2	1
192	как мы видели	4	1
193	и все его	1	1
194	жизни и смерти	2	1
195	мы не знаем	1	1
196	не подлежит сомнению	2	1
197	с таким же	1	1
198	в основе этого	3	1
199	то время как	1	1
200	что каждый из	1	1
201	с самого начала	1	1
202	но и самого	1	1
203	том случае если	1	1
204	было бы совершенно	1	1
205	видит в нем	2	1
206	нового времени и	1	1
207	вместо того чтобы	1	1
208	как это делает	1	1
209	в основе своей	1	1
210	прежде всего тем	1	1
211	что и в	1	1
212	это прежде всего	1	1
213	нет и не	1	1
214	на эту тему	1	1
215	все что было	1	1
216	содержащий в себе	1	1
217	к жизни и	1	1
218	может быть и	2	1
