N	2gram	Bakhtin_Pr	Poddanst
1	не только	26	17
2	и в	64	14
3	и не	55	12
4	в области	1	11
5	в этом	33	10
6	в отношении	5	10
7	в том	12	9
8	то же	18	9
9	в качестве	1	9
10	но в	14	9
11	хотя бы	4	8
12	в пределах	24	8
13	только в	13	7
14	же время	13	7
15	в то	15	7
16	в ней	2	6
17	было бы	8	6
18	но и	26	6
19	в смысле	3	6
20	и пр	5	5
21	может быть	43	5
22	отношении к	5	5
23	с другой	7	5
24	не в	15	5
25	и о	7	5
26	в которых	4	5
27	а я	1	5
28	в русской	1	4
29	и к	5	4
30	что в	11	4
31	в котором	7	4
32	по себе	16	4
33	тех кто	1	4
34	и если	2	4
35	и потому	7	4
36	мы должны	3	4
37	на пути	2	4
38	не может	26	4
39	а в	10	4
40	то что	21	4
41	как бы	33	4
42	если бы	12	4
43	в своем	12	4
44	же в	2	4
45	том что	8	4
46	в себе	11	3
47	что мы	1	3
48	с одной	1	3
49	мы не	4	3
50	это не	12	3
51	одной стороны	1	3
52	для того	1	3
53	между тем	7	3
54	с точки	21	3
55	хотя и	5	3
56	т е	44	3
57	потому что	8	3
58	прежде всего	16	3
59	сами по	4	3
60	в россии	2	3
61	заключается в	1	3
62	но не	12	3
63	могут быть	9	3
64	я и	2	3
65	и т	14	3
66	и как	9	3
67	с ними	2	3
68	в нем	28	3
69	тот же	2	3
70	точки зрения	31	3
71	с этим	3	2
72	во всех	4	2
73	и резко	1	2
74	именно как	2	2
75	является в	2	2
76	и это	8	2
77	и других	1	2
78	в полной	1	2
79	и мы	2	2
80	как факт	1	2
81	в европе	1	2
82	если в	1	2
83	и вот	1	2
84	в значительной	1	2
85	том числе	1	2
86	теперь в	1	2
87	еще более	2	2
88	начала и	2	2
89	по сравнению	1	2
90	сторона вопроса	1	2
91	на этих	1	2
92	ценности в	1	2
93	в ее	2	2
94	и тем	1	2
95	того что	3	2
96	никак не	4	2
97	как раз	9	2
98	в частности	1	2
99	в его	30	2
100	не о	3	2
101	а не	29	2
102	для нас	2	2
103	все это	9	2
104	для них	1	2
105	может и	1	2
106	русский народ	2	2
107	и есть	3	2
108	стороны и	4	2
109	в них	5	2
110	только это	1	2
111	не было	5	2
112	к чему	1	2
113	и с	9	2
114	из важнейших	1	2
115	в начале	1	2
116	как на	4	2
117	слова но	4	2
118	в общем	1	2
119	полной мере	1	2
120	она ни	1	2
121	именно в	5	2
122	должно быть	8	2
123	в жизни	5	2
124	отношения к	5	2
125	друг другу	3	2
126	во всей	3	2
127	есть нечто	2	2
128	одна из	5	2
129	в мире	7	2
130	например в	5	2
131	не менее	3	2
132	в выборе	1	2
133	реальность и	1	2
134	не столько	1	2
135	со стороны	1	2
136	да и	2	2
137	точек зрения	7	2
138	не нужно	2	2
139	из них	3	2
140	но к	1	2
141	есть в	2	2
142	что из	2	2
143	не к	1	2
144	бы ни	3	2
145	мира с	1	2
146	в статье	1	2
147	что было	6	1
148	к сожалению	2	1
149	этих двух	1	1
150	и мир	1	1
151	были бы	5	1
152	народ русский	1	1
153	творчества они	1	1
154	ли они	1	1
155	как к	3	1
156	от нее	2	1
157	во всяком	7	1
158	вполне и	1	1
159	и тех	1	1
160	могли бы	2	1
161	не есть	4	1
162	собственном смысле	1	1
163	у каждого	1	1
164	но как	4	1
165	ибо только	1	1
166	бы и	6	1
167	мы можем	1	1
168	перед тем	1	1
169	и эти	1	1
170	на этой	1	1
171	мы видим	3	1
172	а с	2	1
173	в данном	2	1
174	только к	1	1
175	с его	11	1
176	что оно	2	1
177	стремиться к	1	1
178	е если	1	1
179	его нет	1	1
180	те же	3	1
181	вместе с	1	1
182	и здесь	6	1
183	по природе	2	1
184	в процесс	1	1
185	ослабевает и	1	1
186	и на	16	1
187	отличие от	4	1
188	в самом	17	1
189	к у	1	1
190	мир в	4	1
191	вопрос о	3	1
192	и очень	1	1
193	они не	5	1
194	увидеть и	1	1
195	среды в	1	1
196	может не	1	1
197	та совокупность	1	1
198	творчестве достоевского	7	1
199	на свои	1	1
200	в момент	1	1
201	это в	2	1
202	только что	1	1
203	в философии	1	1
204	и главное	1	1
205	они являются	1	1
206	также что	1	1
207	получили в	1	1
208	с двух	1	1
209	тяготеет к	2	1
210	к этой	1	1
211	переходит в	1	1
212	в основном	2	1
213	выборе и	1	1
