N	2gram	Trubetskoy	Vvedenie
1	в том	31	38
2	в этом	13	35
3	и в	24	35
4	может быть	17	30
5	том что	20	30
6	не только	10	26
7	для того	8	23
8	того чтобы	8	22
9	таким образом	34	21
10	также и	2	20
11	не может	18	19
12	то что	18	19
13	потому что	9	18
14	только в	6	16
15	со стороны	1	16
16	о том	7	16
17	так как	7	15
18	в общем	6	14
19	что в	9	13
20	в самом	8	13
21	и не	9	13
22	в нем	3	13
23	в его	5	12
24	того что	7	12
25	в их	4	12
26	точки зрения	14	12
27	что такое	1	12
28	как на	6	12
29	то же	4	11
30	в ее	1	11
31	в данном	3	11
32	ясно что	8	11
33	как мы	3	11
34	прежде всего	3	10
35	не в	9	10
36	вопрос о	3	10
37	между тем	12	10
38	уже и	3	10
39	но в	5	10
40	науки о	1	9
41	тем не	4	9
42	смысле этого	1	9
43	все же	15	9
44	из этих	8	9
45	но не	3	9
46	и как	1	9
47	не менее	7	9
48	в истории	3	9
49	это не	3	8
50	в качестве	1	8
51	как нечто	1	8
52	именно в	5	8
53	о котором	7	8
54	а только	1	8
55	широком смысле	2	8
56	можно было	1	8
57	с другой	6	8
58	представить себе	2	7
59	и то	4	7
60	до сих	15	7
61	смысле слова	1	7
62	в большей	1	7
63	в широком	1	7
64	как и	10	7
65	самом деле	12	7
66	но и	11	7
67	не трудно	1	7
68	сих пор	15	7
69	в разных	3	7
70	с течением	4	7
71	было бы	3	7
72	этот вопрос	2	7
73	как бы	10	7
74	течением времени	4	7
75	один из	1	6
76	на вопрос	4	6
77	этом случае	4	6
78	все это	13	6
79	не могут	4	6
80	его в	5	6
81	тем что	1	6
82	с тем	4	6
83	а именно	1	6
84	вместе с	7	6
85	науки в	1	6
86	в которых	2	6
87	же время	2	6
88	и это	3	6
89	трудно видеть	1	6
90	вовсе не	2	6
91	уже не	1	6
92	и даже	1	6
93	хотя бы	4	6
94	нельзя не	1	6
95	и что	9	6
96	видеть что	1	6
97	сказать что	1	6
98	могут быть	1	6
99	том чтобы	2	6
100	но если	2	6
101	и его	2	6
102	в то	6	6
103	а в	3	6
104	культуры как	4	6
105	иное как	1	6
106	связь между	1	5
107	на почве	3	5
108	а потому	5	5
109	смотреть на	2	5
110	уже в	1	5
111	с этой	3	5
112	хотя и	4	5
113	что и	7	5
114	в виду	2	5
115	другой стороны	5	5
116	в них	2	5
117	но с	2	5
118	в первом	1	5
119	одним из	4	5
120	дело в	1	5
121	не есть	4	5
122	при том	2	5
123	что он	7	5
124	одно из	3	5
125	от этого	1	5
126	по своему	5	5
127	данном случае	3	5
128	культуры в	10	5
129	во всяком	2	5
130	в течение	4	5
131	так что	6	5
132	и тем	1	5
133	а не	1	5
134	говорить о	2	5
135	в различных	1	5
136	на основании	1	5
137	и т.д	4	5
138	быть в	1	5
139	а как	1	5
140	независимо от	2	5
141	в целом	5	5
142	есть не	1	5
143	всяком случае	2	5
144	науки на	1	4
145	в более	1	4
146	группы народов	2	4
147	в центре	1	4
148	только что	3	4
149	этот процесс	2	4
150	с одной	3	4
151	тогда когда	3	4
152	с точки	8	4
153	в результате	9	4
154	в виде	4	4
155	в себе	5	4
156	так или	5	4
157	но все	5	4
158	из двух	2	4
159	или иначе	5	4
160	в котором	2	4
161	заключается в	3	4
162	традиции и	1	4
163	и ее	2	4
164	в своей	1	4
165	речь в	1	4
166	да и	1	4
167	сравнению с	5	4
168	должен быть	2	4
169	к тому	8	4
170	по крайней	1	4
171	еще не	6	4
172	однако не	1	4
173	не имеет	2	4
174	в каждом	1	4
175	еще и	1	4
176	как о	1	4
177	и история	1	4
178	и заключается	1	4
179	даже и	1	4
180	одной стороны	2	4
181	по сравнению	5	4
182	к делу	1	4
183	по отношению	11	4
184	взгляда на	1	4
185	не вполне	3	4
186	так называемых	1	4
187	отличие от	3	4
188	истории и	1	4
189	крайней мере	1	4
190	той же	2	4
191	отношению к	11	4
192	в области	4	4
193	все более	1	4
194	только с	1	4
195	национальной культуры	7	4
196	и для	6	4
197	из них	5	4
198	и к	5	3
199	и этого	1	3
200	с этим	12	3
201	культурного развития	1	3
202	невозможно но	2	3
203	что с	6	3
204	и на	6	3
205	как две	2	3
206	данного народа	7	3
207	этой области	4	3
208	того как	1	3
209	зависит от	1	3
210	и вот	1	3
211	на том	2	3
212	именно как	1	3
213	при этом	9	3
214	что это	5	3
215	в сущности	2	3
216	из которых	4	3
217	в принципе	1	3
218	в с	3	3
219	в отношении	1	3
220	в этих	3	3
221	чем в	3	3
222	связи с	4	3
223	если бы	8	3
224	и сам	2	3
225	в силу	7	3
226	во внимание	2	3
227	том виде	2	3
228	в конце	4	3
229	в в	4	3
230	как в	1	3
231	направление в	1	3
232	между ними	2	3
233	зависимости от	2	3
234	понимать в	1	3
235	с понятием	1	3
236	и того	3	3
237	от себя	2	3
238	на этой	3	3
239	культуры не	1	3
240	и других	3	3
241	все эти	19	3
242	то это	1	3
243	язык и	1	3
244	на этом	2	3
245	германских народов	1	3
246	что же	2	3
247	в значительной	1	3
248	входит в	1	3
249	же как	3	3
250	так чтобы	2	3
251	в другом	2	3
252	совсем не	1	3
253	этой работы	1	3
254	в ней	3	3
255	области культуры	1	3
256	и уже	2	3
257	в частности	2	3
258	об отношении	1	3
259	только на	1	3
260	может служить	3	3
261	в этой	7	3
262	же самое	1	3
263	в начале	3	3
264	германские народы	1	3
265	не следует	2	3
266	того же	9	3
267	как оно	1	3
268	от того	3	3
269	так же	8	3
270	при помощи	3	3
271	этому поводу	1	3
272	идет речь	8	3
273	от другой	1	3
274	и той	1	3
275	отношение к	4	3
276	однако в	1	3
277	наряду с	1	3
278	на нее	2	3
279	только по	1	3
280	до конца	1	3
281	в своем	12	3
282	по этому	2	3
283	на историю	1	3
284	в зависимости	1	3
285	или иной	1	3
286	и вообще	3	3
287	что она	2	3
288	одна из	2	3
289	как будто	5	3
290	здесь не	1	3
291	он сам	1	3
292	к этому	5	3
293	для этого	7	3
294	понять что	2	3
295	раньше чем	1	3
296	мы видели	2	3
297	гораздо более	2	3
298	к нему	2	3
299	никогда не	4	3
300	с которыми	2	2
301	ближе к	3	2
302	во всем	3	2
303	так и	10	2
304	должна была	1	2
305	и другие	1	2
306	что они	2	2
307	во втором	2	2
308	на каком-нибудь	1	2
309	что оно	3	2
310	образом по	1	2
311	в научной	1	2
312	говоря уже	1	2
313	действительности к	1	2
314	и сейчас	4	2
315	должна быть	6	2
316	мы не	1	2
317	время в	1	2
318	несмотря на	6	2
319	к действительности	1	2
320	из того	4	2
321	сильнее чем	4	2
322	о них	2	2
323	следует что	2	2
324	к историческим	1	2
325	он и	1	2
326	или нет	1	2
327	и из	2	2
328	мысли и	1	2
329	если такие	1	2
330	после этого	1	2
331	а затем	2	2
332	не исчерпывается	1	2
333	что несмотря	2	2
334	о которой	2	2
335	и сама	1	2
336	можно представить	1	2
337	него в	2	2
338	у нас	3	2
339	самое что	1	2
340	целом ряде	3	2
341	времени все	1	2
342	и развития	1	2
343	в своих	2	2
344	не было	2	2
345	стоит в	1	2
346	этой точки	1	2
347	этого не	1	2
348	а во-вторых	1	2
349	есть лишь	1	2
350	ее от	1	2
351	ни одна	1	2
352	и с	5	2
353	с ней	1	2
354	будто бы	1	2
355	виде в	1	2
356	это есть	4	2
357	по существу	7	2
358	гораздо ближе	1	2
359	жизни и	2	2
360	том или	1	2
361	например в	1	2
362	тому что	2	2
363	случае не	1	2
364	в наиболее	1	2
365	эта традиция	1	2
366	и без	5	2
367	к таким	2	2
368	в связи	3	2
369	в определенной	1	2
370	первый из	1	2
371	рядом с	1	2
372	и так	2	2
373	другом месте	1	2
374	есть только	2	2
375	следовательно и	2	2
376	к своему	1	2
377	и при	6	2
378	или ином	1	2
379	и со	1	2
380	по признаку	1	2
381	по тем	2	2
382	по его	2	2
383	о которых	7	2
384	и истории	5	2
385	же касается	2	2
386	идет об	1	2
387	к культуре	14	2
388	себе и	1	2
389	те кто	1	2
390	вопрос что	1	2
391	и те	2	2
392	как сказано	4	2
393	в дальнейшем	4	2
394	во всех	10	2
395	этих двух	2	2
396	не говоря	1	2
397	и потому	3	2
398	которые не	3	2
399	но как	2	2
400	мы можем	6	2
401	а с	4	2
402	принять во	2	2
403	а если	1	2
404	дело заключается	1	2
405	можно считать	1	2
406	бы с	1	2
407	на задний	1	2
408	что мы	4	2
409	на свои	1	2
410	само собой	1	2
411	не считал	1	2
412	одно целое	1	2
413	мы уже	4	2
414	ничего не	1	2
415	в свою	2	2
416	задний план	1	2
417	из его	1	2
418	в этот	1	2
419	уже знаем	1	2
420	у них	6	2
421	мы должны	4	2
422	быть и	5	2
423	не мог	1	2
424	что если	3	2
425	из таких	2	2
426	народов и	6	2
427	увидим что	1	2
428	в прошлом	1	2
429	если же	3	2
430	и сведений	1	2
431	точно так	1	2
432	из него	2	2
433	чем больше	4	2
434	в тех	3	2
435	а между	8	2
436	факт что	4	2
437	и до	3	2
438	этой стороны	1	2
439	котором идет	5	2
440	лишь как	1	2
441	тогда как	6	2
442	это может	2	2
443	каждый из	3	2
444	свою очередь	2	2
445	наука не	1	2
446	состоит в	1	2
447	таким путем	1	2
448	одной и	2	2
449	проблемы и	1	2
450	смысл что	1	2
451	как известная	1	2
452	может ли	1	2
453	одно и	1	2
454	кто так	1	2
455	если это	2	2
456	что следовательно	1	2
457	но вместе	2	2
458	одна от	1	2
459	должно быть	5	2
460	это делает	1	2
461	одного и	3	2
462	с соответствующими	1	2
463	а так	1	2
464	том же	4	2
465	тем более	3	2
466	чаще всего	1	2
467	что именно	1	2
468	на то	9	2
469	только после	1	2
470	в создании	1	2
471	его к	1	2
472	разделения труда	1	2
473	на котором	1	2
474	надо было	1	2
475	этого слова	2	2
476	конце концов	4	2
477	его можно	1	2
478	большей степени	1	2
479	бы в	3	2
480	имеет свою	1	2
481	в который	1	2
482	применительно к	1	2
483	т.д в	1	2
484	не к	1	2
485	можно только	1	2
486	на время	1	1
487	общей историей	1	1
488	все в	2	1
489	русской истории	1	1
490	всего в	1	1
491	были бы	1	1
492	иначе говоря	4	1
493	то в	2	1
494	считать не	1	1
495	из врожденных	2	1
496	всех отношениях	1	1
497	она имеет	1	1
498	только тогда	2	1
499	отношении всегда	1	1
500	все что	10	1
501	свою цель	1	1
502	котором они	1	1
503	мы видим	1	1
504	в гораздо	2	1
505	то очевидно	3	1
506	и многие	1	1
507	выдающуюся роль	1	1
508	народов в	1	1
509	та же	4	1
510	народов не	1	1
511	за ним	1	1
512	самих себя	3	1
513	то увидим	1	1
514	она и	1	1
515	а наоборот	3	1
516	народа в	15	1
517	они не	2	1
518	может не	3	1
519	различие между	1	1
520	разница только	1	1
521	силу указанных	1	1
522	бы то	3	1
523	себя совершенно	1	1
524	же направлении	1	1
525	похожи на	1	1
526	внешним образом	1	1
527	ли они	1	1
528	чтобы быть	2	1
529	как культура	1	1
530	основной цели	1	1
531	цивилизации в	3	1
532	нескольких поколений	1	1
533	с известным	1	1
534	что каждый	1	1
535	как к	5	1
536	за исключением	1	1
537	в общих	1	1
538	том числе	1	1
539	которых мы	4	1
540	но еще	1	1
541	гораздо менее	2	1
542	для себя	2	1
543	оно было	1	1
544	прогресса но	1	1
545	у каждого	1	1
546	для всякого	2	1
547	мы знаем	10	1
548	отношения к	1	1
