N	4gram	Voloshinov	PoTuStor
1	ни в чем не	4	3
2	фрейд и его ученики	4	3
3	с его все позволено	2	2
4	только в переводе на	1	2
5	по аналогии с сознанием	1	2
6	и пр и пр	2	2
7	испытание с точки зрения	2	2
8	на протяжении всей жизни	4	2
9	мир по ту сторону	2	2
10	сущность его сводится к	1	2
11	к матери и к	1	2
12	матери и к отцу	1	2
13	протяжении всей жизни человека	3	2
14	цензурой цензура лежит на	1	1
15	оно в историю не	1	1
16	имеющие отношения к сновидению	1	1
17	фрейда об эрогенных зонах	1	1
18	его галлюцинаторным удовлетворением желаний	1	1
19	материнское лоно мы раздеты	1	1
20	образования этих символов замещающих	1	1
21	совокупность усилий превратить внешний	1	1
22	психологии и практикующимся в	1	1
23	связанных как с вытесненным	1	1
24	не может быть даже	1	1
25	жизнь человека и все	1	1
26	такое галлюцинаторное удовлетворение желаний	1	1
27	подразделить на две группы	1	1
28	социальный класс находится в	1	1
29	и ссылаются только друг	1	1
30	очевидно экономически и социально	1	1
31	и процессам их удовлетворения	1	1
32	возврат в инфантильный рай	1	1
33	состояния все события взрослой	1	1
34	фрейд ни разу не	1	1
35	подавленных энергий творчество символов	1	1
36	только греческий человек пластики	1	1
37	учение фрейда об эрогенных	1	1
38	может наконец мы критикуем	1	1
39	попытались выяснить сколько-нибудь точно	1	1
40	на первый план выдвигается	1	1
41	в полумраке изображает для	1	1
42	покинуть арену истории его	1	1
43	разложения характерна жизненная и	1	1
44	современной им психологии и	1	1
45	ними уже не может	1	1
46	анализу некоторых образований сознания	1	1
47	смерти ужас и боль	1	1
48	редко желает чего-нибудь меньше	1	1
49	социальное рождение и все	1	1
50	матери сексуализуя каждый акт	1	1
51	в более позднее время	1	1
52	исследование фрейда посвящено сновидениям	1	1
53	полное органическое единство с	1	1
54	телами недвусмысленно выдают положение	1	1
55	и выдержать точку зрения	1	1
56	но в общем яркой	1	1
57	мы раздеты мы укутываемся	1	1
58	познание ощущения представления мысли	1	1
59	всей жизни человека совершается	1	1
60	есть там бесспорно есть	1	1
61	свободно и беспрепятственно рождаются	1	1
62	культурного сознания хорошая шутка	1	1
63	так как примат гениталий	1	1
64	к отцу так называемый	1	1
65	во всяком случае имеют	1	1
66	перенесением эмоций и аффектов	1	1
67	для всех эпох социального	1	1
68	убеждены но так ли	1	1
69	одной стороны сохранить какую-нибудь	1	1
70	обойти реальность освободить от	1	1
71	возможного влияния на последующую	1	1
72	непристойности как ее эстетическая	1	1
73	душевных явлений на волю	1	1
74	не нуждается в объекте	1	1
75	стремящееся пробиться в сознание	1	1
76	труда дифференцировать эту остальную	1	1
77	в болезненных симптомах в	1	1
78	мифы образы художественного творчества	1	1
79	сновидения эта сила тормозит	1	1
80	перенося на них свои	1	1
81	начали цитировать еще шопенгауэра	1	1
82	к этим скрытым мыслям	1	1
83	бы социализировать грех в	1	1
84	замещающих представлений тот же	1	1
85	рая и золотого века	1	1
86	этих влечениях маленького эдипа	1	1
87	о действительно бывшем рае	1	1
88	объявляется высшим мерилом и	1	1
89	очищать психику от накопившихся	1	1
90	точности выполнила приказанное прошла	1	1
91	в глубине ее подавленных	1	1
92	и потому причиняющим страдание	1	1
93	ни фрейд ни фрейдисты	1	1
94	обхода легального путем слияния	1	1
95	находится в стадии разложения	1	1
96	скрытым мыслям т.е как	1	1
97	метод свободного фантазирования freie	1	1
98	иным как изживанием и	1	1
99	классическими и образцовыми для	1	1
100	только частичной компенсацией потерянного	1	1
101	подыскать биологическую метафору приятно	1	1
102	как совокупность усилий превратить	1	1
103	убедиться надо только не	1	1
104	больной должен освободиться от	1	1
105	и дать выход вытесненным	1	1
106	новых и новых вытеснений	1	1
107	своим врагам ребенок редко	1	1
108	агрессивным сексуальные остроты родились	1	1
109	всех его многообразных проявлениях	1	1
110	пробиться к скрытым мыслям	1	1
111	и позиция фрейда в	1	1
112	раздражениями организма внутренние раздражения	1	1
113	выполнил в ранний инфантильный	1	1
114	фрейд понимает бессознательное перемещение	1	1
115	те же законы которые	1	1
116	и в высшей степени	1	1
117	сплошная сексуализация семьи и	1	1
118	позиция фрейда в знаменитом	1	1
119	остроты родились из непристойности	1	1
120	всяком случае имеют какое-либо	1	1
121	любой участок тела может	1	1
122	стали классическими и образцовыми	1	1
123	ребенка органически влечет к	1	1
124	неизбежно соперником в этих	1	1
125	двусмысленности перенесения значения из	1	1
126	эти две группы влечений	1	1
127	и мало говорящей сердцу	1	1
128	алтаря его веры и	1	1
129	ученики цитируют только себя	1	1
130	отношение к интроспективному методу	1	1
131	рассеяно по всему организму	1	1
132	ко дню его рождения	1	1
133	попыткам объективных методов так	1	1
134	жизни но вместе с	1	1
135	но libido все снова	1	1
136	равным которому будет только	1	1
137	обмануть его сектантской но	1	1
138	от матери разрыва единства	1	1
139	мы уже знаем что	1	1
140	угол и раскрыла зонтик	1	1
141	стали организующим соматическим центром	1	1
142	быть самостоятельным обходиться без	1	1
143	важный показатель где оно	1	1
144	него что такое пещера	1	1
145	искренности не всегда соответствует	1	1
146	мессер и др к	1	1
147	о психическом к сожалению	1	1
148	сновидения мифы образы художественного	1	1
149	и недозволенного она управляется	1	1
150	их действительных объектов на	1	1
151	снова разыгрываем это состояние	1	1
152	все люди распадаются прежде	1	1
153	противоположных по смыслу образов	1	1
154	продолжается на протяжении всей	1	1
155	все эти компромиссные образования	1	1
156	жизни человек разыгрывает все	1	1
157	неприятные последствия такие желания	1	1
158	на другие безразличные подробности	1	1
159	присутствие хотя бы воображаемое	1	1
160	только одним принципом принципом	1	1
161	приемлемую для сознания форму	1	1
162	взятая асоциальная его сторона	1	1
163	разрыва единства с нею	1	1
164	бесспорно есть и вытесненное	1	1
165	лечения воспроизводит травму рождения	1	1
166	удовлетворения непристойность рассчитана на	1	1
167	могут быть объяснены и	1	1
168	в свои построения все	1	1
169	к сексуальному возбуждению это	1	1
170	всякому другому человеку инфантильное	1	1
171	мотивах ее поступка она	1	1
172	явно выдают черты своего	1	1
173	половой голод присуще ребенку	1	1
174	т.е воссоздаем положение зародыша	1	1
175	в замену в суррогат	1	1
176	мир в замену в	1	1
177	его все позволено и	1	1
178	в науке фрейд и	1	1
179	не позволяет брать его	1	1
180	остается и позиция фрейда	1	1
181	прямо противоположных по смыслу	1	1
182	сопротивление во всех его	1	1
183	человеку инфантильное самодовление таким	1	1
184	агрессивных остротах находит себе	1	1
185	и любой участок тела	1	1
186	творчество является по ранку	1	1
187	таким образом дать им	1	1
188	uterus и пути в	1	1
189	бессознательному и им управляется	1	1
190	и познание ощущения представления	1	1
191	мысли и образы по-видимому	1	1
192	этих символов замещающих объекты	1	1
