N	3gram	Nazirov_Tv	Literetu
1	в том что	8	21
2	в то же	19	21
3	то же время	18	21
4	по отношению к	3	12
5	с одной стороны	1	12
6	не может быть	2	11
7	в данном случае	2	11
8	в отличие от	2	11
9	в конечном счете	4	10
10	о том что	6	10
11	на наш взгляд	1	9
12	с другой стороны	2	7
13	в том числе	1	6
14	к тому же	1	6
15	не только в	2	6
16	едва ли не	2	6
17	тем не менее	2	5
18	в соответствии с	7	5
19	в русской литературе	2	5
20	в связи с	2	5
21	но при этом	1	4
22	и прежде всего	1	4
23	то ни было	1	4
24	бы то ни	1	4
25	и наконец в	1	3
26	и т п	4	3
27	в самом деле	2	3
28	в том же	3	3
29	ничего общего с	1	3
30	не сводится к	1	3
31	особое место в	2	3
32	то же самое	1	3
33	той или иной	1	3
34	в свою очередь	2	3
35	на самом деле	2	3
36	по крайней мере	4	3
37	ту или иную	1	3
38	в целом ряде	1	3
39	том же году	2	3
40	в одном из	2	3
41	русской классической литературы	1	3
42	во всяком случае	2	3
43	том числе и	1	3
44	дело не только	1	2
45	в художественном мире	1	2
46	в xix веке	3	2
47	в первый раз	1	2
48	не так как	2	2
49	в отношении к	1	2
50	а во второй	1	2
51	а с другой	1	2
52	потому что не	1	2
53	в целом и	1	2
54	имел в виду	1	2
55	к тому что	1	2
56	только то что	1	2
57	в другом месте	1	2
58	в этой связи	2	2
59	в мире не	1	2
60	за то что	1	2
61	чуть ли не	1	2
62	вместе с тем	1	2
63	и в самом	1	2
64	что он сам	1	2
65	в стихах и	1	2
66	все та же	1	2
67	я не могу	1	2
68	дело в том	4	2
69	можно было бы	1	2
70	литературного процесса в	1	2
71	это уже не	2	2
72	это прежде всего	3	2
73	на первый взгляд	1	2
74	друг для друга	1	2
75	что же касается	1	2
76	к жизни в	1	2
77	потому что я	1	1
78	и как раз	1	1
79	войне и мире	2	1
80	на этой почве	1	1
81	одного из них	1	1
82	что он не	1	1
83	у достоевского всегда	1	1
84	может быть назван	2	1
85	человека в мире	1	1
86	это как бы	3	1
87	на том или	1	1
88	в эпилоге преступления	1	1
89	с большой буквы	1	1
90	восприятие художественного произведения	1	1
91	при этом с	1	1
92	решающую роль в	1	1
93	нет ничего кроме	1	1
94	не менее чем	1	1
95	но отнюдь не	1	1
96	то что в	1	1
97	в основе всех	1	1
98	но кто же	1	1
99	хотя бы и	1	1
100	в году когда	1	1
101	так и от	1	1
102	себя самого в	1	1
103	на свете есть	1	1
104	писал в году	1	1
105	вот некоторые из	1	1
106	именно в этом	1	1
107	что ведет к	1	1
108	до сих пор	1	1
109	все более и	1	1
110	именно потому что	1	1
111	в глубине души	1	1
112	к человеку и	1	1
113	в конце концов	1	1
114	начале xix века	1	1
115	мы никогда не	1	1
116	в бою и	1	1
117	что в конечном	1	1
118	том что этот	1	1
119	мы все время	1	1
120	и в то	3	1
121	пред вами как	1	1
122	том что в	3	1
123	нет не только	1	1
124	в финале рассказа	1	1
125	вот в чем	1	1
126	было в том	1	1
127	и того же	1	1
128	при этом он	2	1
129	в первой главе	1	1
130	в частности в	1	1
131	по сути дела	5	1
132	в наше время	4	1
133	у него не	1	1
134	во всей ее	1	1
135	вырождается и умирает	1	1
136	лишь в диалоге	1	1
137	о том как	1	1
138	не в силах	1	1
139	одного и того	1	1
140	некоторые из них	1	1
141	но это не	2	1
142	преступления и наказания	5	1
143	и в том	1	1
144	и в этом	1	1
145	в диалоге с	1	1
146	а как бы	1	1
147	и тем не	1	1
148	в основе этой	1	1
149	не только для	1	1
150	все тот же	1	1
151	эпилоге преступления и	1	1
152	кто из них	1	1
153	в году и	1	1
154	и вот в	1	1
155	ипполит в романе	1	1
156	же время он	2	1
157	с той же	1	1
158	в чем он	1	1
159	не может и	1	1
160	как и сам	1	1
161	может быть в	1	1
162	но уже в	1	1
163	в медном всаднике	1	1
164	как один из	1	1
165	только в качестве	1	1
166	в начале xix	1	1
167	нужна была не	1	1
168	не что иное	1	1
169	более и более	1	1
170	он не может	1	1
171	такой же как	1	1
172	хотя и не	1	1
173	во всей русской	1	1
174	в одной из	4	1
175	в войне и	1	1
176	это еще не	1	1
177	но в то	5	1
178	нам представляется что	1	1
179	в творчестве чехова	1	1
180	время у достоевского	2	1
181	только потому что	1	1
182	в году он	2	1
183	подлинного а не	1	1
184	является все произведение	1	1
185	с самого начала	3	1
186	в году писал	1	1
187	в первую очередь	1	1
188	не могут быть	2	1
189	стихах и прозе	1	1
190	в романе достоевского	5	1
191	есть по преимуществу	1	1
192	каждой личности в	1	1
193	в мире и	1	1
194	и в литературе	1	1
195	что может быть	1	1
196	что иное как	1	1
197	о ком другом	1	1
198	и в году	2	1
199	характерный для этой	1	1
200	и не может	2	1
201	что однако не	1	1
202	а нередко и	1	1
203	является одним из	3	1
204	это и есть	1	1
205	в литературной традиции	2	1
206	по нашему мнению	9	1
207	нет и не	1	1
208	всей русской литературе	1	1
209	как уже говорилось	1	1
210	в этот день	1	1
211	поняв это мы	1	1
