N	2gram	Losev_Prob	SlovoVZh
1	не может	18	16
2	может быть	29	14
3	точки зрения	5	14
4	как бы	18	13
5	и его	3	13
6	таким образом	9	12
7	и в	64	12
8	в нашем	3	11
9	и не	63	10
10	так как	16	9
11	если бы	8	9
12	прежде всего	17	8
13	для нас	11	7
14	сказать что	33	7
15	художественного произведения	1	7
16	все время	3	6
17	в ней	1	6
18	слова и	5	6
19	в том	19	6
20	в процессе	1	6
21	только в	19	6
22	в нем	14	6
23	при этом	8	6
24	и др	2	5
25	можно сказать	9	5
26	что мы	23	5
27	хотя бы	15	5
28	должна быть	2	5
29	то же	10	5
30	к предмету	3	5
31	а не	21	5
32	в виду	10	5
33	то что	72	5
34	мы ни	3	5
35	в жизни	3	5
36	как и	7	5
37	как в	5	5
38	отнюдь не	15	5
39	том что	26	5
40	и следовательно	6	5
41	но в	19	5
42	никогда не	8	5
43	в самом	10	4
44	и к	2	4
45	в литературе	4	4
46	и на	11	4
47	не только	37	4
48	ни было	1	4
49	и является	9	4
50	на самом	9	4
51	за пределы	6	4
52	от того	2	4
53	его в	9	4
54	литературы и	5	4
55	мы все	1	4
56	с другой	8	4
57	не в	6	4
58	дело в	3	4
59	отношение к	1	4
60	что не	8	4
61	так и	17	4
62	уже не	9	4
63	жизни и	1	4
64	в этом	30	4
65	все же	7	4
66	зависимости от	2	4
67	к нему	5	4
68	бы то	2	3
69	и с	12	3
70	только ему	1	3
71	ее и	1	3
72	до сих	6	3
73	и более	4	3
74	в содержание	1	3
75	в котором	5	3
76	и по	3	3
77	и пр	4	3
78	мы не	6	3
79	то ни	3	3
80	или не	5	3
81	между тем	3	3
82	для него	2	3
83	с ним	4	3
84	не должна	1	3
85	того что	18	3
86	быть и	5	3
87	и уже	4	3
88	тем не	25	3
89	в некоторых	1	3
90	все это	11	3
91	он должен	2	3
92	ни в	13	3
93	в пределах	2	3
94	сколько бы	2	3
95	конечно не	3	3
96	по себе	20	3
97	так же	12	3
98	в них	8	3
99	в каком	7	3
100	самом деле	10	3
101	только на	13	3
102	но для	3	3
103	в себе	16	3
104	слово в	2	3
105	ясно что	7	3
106	художественном произведении	1	3
107	все эти	15	3
108	о том	25	3
109	в своей	8	3
110	здесь не	9	3
111	не менее	26	3
112	из этого	2	3
113	в художественном	1	3
114	в такой	3	3
115	да и	11	3
116	но и	23	3
117	бы мы	5	3
118	ведь и	2	3
119	и для	10	3
120	художественное произведение	1	3
121	и ее	9	3
122	и наконец	3	3
123	сих пор	6	3
124	и вообще	13	3
125	не к	1	3
126	еще не	18	3
127	ни анализировали	1	2
128	что в	21	2
129	этих двух	2	2
130	все они	2	2
131	нет ничего	12	2
132	перестает быть	3	2
133	но это	11	2
134	не так	1	2
135	и потому	3	2
136	вместе со	1	2
137	смысл и	3	2
138	ни на	5	2
139	и то	15	2
140	выражение в	1	2
141	нечто само	1	2
142	ясность и	1	2
143	опираясь на	1	2
144	мы можем	8	2
145	и самое	1	2
146	в данном	16	2
147	в душе	1	2
148	в то	7	2
149	находит в	1	2
150	которые мы	3	2
151	не сможем	2	2
152	сливается с	1	2
153	на один	2	2
154	данном случае	10	2
155	в момент	2	2
156	нас и	1	2
157	в основном	1	2
158	поскольку они	2	2
159	с одной	4	2
160	совпадает с	2	2
161	уже в	6	2
162	в его	12	2
163	с этой	1	2
164	или события	3	2
165	она не	5	2
166	это не	7	2
167	одной стороны	4	2
168	относится к	6	2
169	как уже	1	2
170	с точки	3	2
171	мы имеем	3	2
172	была бы	2	2
173	искусства и	3	2
174	несколько подробнее	1	2
175	словом и	1	2
176	вещи и	13	2
177	нашего сознания	3	2
178	тем как	1	2
179	кроме того	7	2
180	тогда когда	4	2
181	от всех	2	2
182	и слово	1	2
183	но тем	1	2
184	как это	7	2
185	но все	5	2
186	но зато	3	2
187	мы в	4	2
188	если же	4	2
189	содержания и	2	2
190	одно и	1	2
191	и та	2	2
192	из него	1	2
193	и что	21	2
194	что и	2	2
195	в отношении	7	2
196	же самое	9	2
197	и значение	4	2
198	конечно в	2	2
199	на примере	1	2
200	другой стороны	7	2
201	но отнюдь	4	2
202	и вполне	6	2
203	но что	3	2
204	и те	2	2
205	как не	1	2
206	в этих	7	2
207	есть уже	1	2
208	тому же	1	2
209	оно не	6	2
210	бы даже	2	2
211	как же	6	2
212	и притом	6	2
213	но этот	1	2
214	на это	1	2
215	контекста в	1	2
216	имеем в	1	2
217	к ним	1	2
218	и здесь	8	2
219	но конечно	1	2
220	как на	3	2
221	эти моменты	1	2
222	и все	9	2
223	но не	13	2
224	общего с	10	2
225	быть только	3	2
226	его как	2	2
227	допустим что	2	2
228	не есть	49	2
229	могут быть	2	2
230	значения и	11	2
231	с другими	6	2
232	в самое	1	2
233	до конца	1	2
234	стороны и	3	2
235	в своем	7	2
236	в корне	2	2
237	в какой	1	2
238	имеет место	1	2
239	вместе с	4	2
240	место в	2	2
241	в зависимости	2	2
242	к его	2	2
243	может стать	1	2
244	настоящее время	17	2
245	такой же	1	2
246	мы никогда	3	2
247	бы оно	3	2
248	и так	2	2
249	можем сказать	1	2
250	в психике	1	2
251	всех актов	2	2
252	до известной	1	2
253	с его	3	2
254	себя и	1	2
255	его к	1	2
256	является для	3	2
257	известной степени	2	2
258	к этому	1	2
259	бы не	4	2
260	между собой	5	2
261	он не	5	2
262	определить его	1	2
263	в условиях	2	2
264	независимо от	2	2
265	эта последняя	3	2
266	что слово	2	2
267	в чем	3	2
268	в настоящее	17	2
269	делает его	2	2
270	но мы	3	2
271	как только	3	2
272	едва ли	10	2
273	содержанию и	1	2
274	ничего не	20	2
275	он пользуется	1	1
276	мы теряем	1	1
277	бесконечное количество	4	1
278	творчестве и	1	1
279	та общность	1	1
280	уже сказали	1	1
281	остается в	1	1
282	уже во	2	1
283	они являются	1	1
284	то в	6	1
285	слова это	2	1
286	одним и	3	1
287	же деле	1	1
288	события и	1	1
289	одной точки	1	1
290	во всяком	18	1
291	от него	1	1
292	в стиле	1	1
293	что они	5	1
294	его и	1	1
295	и такой	1	1
296	является в	3	1
297	и оба	1	1
298	каждый элемент	1	1
299	но можно	2	1
300	и теоретическая	1	1
301	то он	3	1
302	случае оно	1	1
303	в искусстве	3	1
304	получилось бы	1	1
305	во всех	9	1
306	в окончательном	2	1
307	не зная	1	1
308	нами выше	1	1
309	или он	1	1
310	только из	1	1
311	не является	12	1
312	слово есть	1	1
313	анализа если	1	1
314	а с	1	1
315	поэтому не	1	1
316	только к	1	1
317	если оно	2	1
318	что оно	4	1
319	к другу	2	1
320	мы могли	2	1
321	по преимуществу	4	1
322	общения в	1	1
323	с самого	3	1
324	на нечто	8	1
325	его форме	1	1
326	своей изоляции	1	1
327	что совсем	1	1
328	друг к	2	1
329	отношения которые	1	1
330	выходит за	1	1
331	опирается на	1	1
332	свои права	1	1
333	является ее	1	1
334	основе своей	1	1
335	каких бы	1	1
336	отражение в	2	1
337	на этом	1	1
338	не отвечает	1	1
339	те три	1	1
340	она должна	3	1
341	теория искусства	1	1
342	них в	1	1
343	которой он	4	1
344	впервые как	1	1
345	не имеют	6	1
346	может дать	1	1
347	и было	1	1
348	само собой	3	1
349	то есть	61	1
350	предметы и	2	1
351	человеческая речь	5	1
352	нельзя было	3	1
353	оторвано от	2	1
354	вещью или	1	1
355	его смыслу	2	1
356	языка в	3	1
357	близкого к	2	1
358	это последнее	1	1
359	должно быть	3	1
360	мы уже	8	1
361	к одной	1	1
362	ли он	2	1
363	нас не	5	1
364	значение и	7	1
365	указанных нами	1	1
366	и уж	6	1
367	мы увидим	3	1
368	что называется	1	1
369	и который	3	1
370	даже и	18	1
371	и того	5	1
372	предмет в	2	1
373	вполне понятно	1	1
374	отношение как	1	1
375	но при	2	1
376	является только	3	1
377	может идти	1	1
378	особого рода	3	1
379	в значительной	2	1
380	нам удалось	1	1
381	входит в	4	1
382	только и	5	1
383	только как	2	1
384	и почти	1	1
385	случае мы	1	1
386	того чтобы	10	1
387	сознание и	2	1
388	определенным образом	4	1
389	в основе	4	1
390	и их	4	1
391	часто в	1	1
392	его содержание	2	1
393	не должно	1	1
394	ту же	1	1
395	в другом	2	1
396	не вводя	2	1
397	такой степени	1	1
398	и менее	4	1
399	тому как	3	1
400	несмотря на	6	1
401	но то	1	1
402	но эти	1	1
403	это только	4	1
404	на что	3	1
405	усвоить себе	1	1
406	что всякий	7	1
407	признать что	1	1
408	в теории	4	1
409	на протяжении	1	1
410	бы за	1	1
411	к общему	1	1
412	во многих	4	1
413	большим трудом	2	1
414	для всего	2	1
415	или может	4	1
416	что это	4	1
417	обычно не	1	1
418	отношении он	1	1
419	хотя и	8	1
420	собой разумеющееся	1	1
421	разумеющееся и	1	1
422	здесь вовсе	1	1
423	оно является	1	1
424	и тогда	2	1
425	только его	4	1
426	пространстве и	2	1
427	этом отношении	2	1
428	его внутренней	1	1
429	она будет	1	1
430	о чем	11	1
431	мы должны	5	1
432	точно и	1	1
433	в ее	3	1
434	и тем	16	1
435	она стала	1	1
436	кажется что	2	1
437	нашем случае	1	1
438	сам по	7	1
439	не требует	2	1
440	проникает в	1	1
441	бы только	1	1
442	в частности	5	1
443	говорит о	4	1
444	для нее	1	1
445	и больше	2	1
446	внутренним моментом	1	1
447	не как	2	1
448	литературе и	4	1
449	ни его	5	1
450	и вся	1	1
451	должны быть	2	1
452	в качестве	3	1
453	и некоторые	1	1
454	или иных	2	1
455	каждое слово	1	1
456	же нам	2	1
457	ее нет	1	1
458	вступает в	1	1
459	те определения	1	1
460	не хочет	3	1
461	то мы	2	1
462	в науке	4	1
463	самом же	1	1
464	нас остается	1	1
465	в области	8	1
466	одно из	2	1
467	у нас	31	1
468	я знаю	1	1
469	было говорить	4	1
470	кто же	1	1
471	что каждый	1	1
472	переходить в	1	1
473	отказывается от	1	1
474	частности в	2	1
475	можно было	8	1
476	которая только	1	1
477	вещами и	1	1
478	виду и	3	1
479	и делает	3	1
480	бы они	1	1
481	кто не	1	1
482	однако он	1	1
483	а между	1	1
484	же не	1	1
485	в результате	6	1
486	и это	13	1
487	позицию в	1	1
488	же он	1	1
489	мы ощущаем	1	1
490	как нечто	10	1
491	ни были	1	1
492	бы отдаленно	1	1
493	лишенным всякого	1	1
494	сводится к	3	1
495	для них	5	1
496	по мере	1	1
497	этом смысле	8	1
498	подобно тому	2	1
499	и тот	2	1
500	том и	1	1
501	природу и	1	1
502	далеко не	9	1
503	только то	6	1
504	и которые	6	1
505	в идиоте	1	1
506	уже и	6	1
507	не вполне	4	1
508	стороны как	1	1
509	без того	1	1
510	понять ее	1	1
511	не на	4	1
512	в истории	6	1
513	не могут	6	1
514	все равно	7	1
515	что например	1	1
516	не существует	12	1
517	говорить и	1	1
518	и ясность	1	1
519	при помощи	21	1
520	в виде	20	1
521	чего же	1	1
522	из одного	1	1
523	к которой	1	1
524	с метафорой	1	1
525	уверенность в	1	1
526	речь но	1	1
527	и независимо	2	1
528	отношения между	2	1
529	очень узко	1	1
530	самого начала	2	1
531	еще один	1	1
532	не нужным	1	1
533	всей его	1	1
534	мы здесь	4	1
535	смыслу в	1	1
536	не было	7	1
537	когда мы	10	1
538	идет речь	2	1
539	связи с	8	1
540	не совпадает	2	1
541	поэзии во	1	1
542	им в	2	1
543	связанных с	1	1
544	сами по	5	1
545	более или	7	1
546	бы по	1	1
547	между людьми	1	1
548	он имеет	1	1
549	что является	1	1
550	здесь мы	1	1
551	то общее	1	1
552	с ее	1	1
553	время как	2	1
554	мы понимаем	1	1
555	было бы	16	1
556	это же	1	1
557	момента и	1	1
558	не знает	4	1
559	образом не	1	1
560	оно ни	1	1
561	к тому	5	1
562	нем и	1	1
563	именно и	1	1
564	может претендовать	1	1
565	нами и	1	1
566	же определения	1	1
567	в свои	1	1
568	является поэтому	1	1
569	и можно	3	1
570	из нее	1	1
571	что здесь	4	1
572	ведь это	4	1
573	и глубоко	1	1
574	историк литературы	1	1
575	смысл какого-нибудь	1	1
576	и мы	1	1
577	только об	1	1
578	меняет и	1	1
579	его для	2	1
580	все моменты	1	1
581	как мы	10	1
582	пусто и	1	1
