N	3gram	Vygotskiy_	Analitik
1	в том что	41	25
2	не может быть	5	19
3	по отношению к	3	18
4	о том что	3	15
5	в данном случае	1	14
6	в отличие от	8	14
7	той или иной	2	14
8	в конечном счете	1	11
9	того или иного	2	9
10	с другой стороны	5	9
11	в свою очередь	3	9
12	в том чтобы	2	9
13	подобно тому как	1	9
14	с одной стороны	8	9
15	состоит в том	4	8
16	с точки зрения	11	8
17	как и в	3	8
18	не только в	1	8
19	в этом отношении	9	8
20	в свое время	2	7
21	во всяком случае	10	7
22	что иное как	2	7
23	тем не менее	6	6
24	одного и того	5	6
25	так или иначе	1	6
26	и того же	5	6
27	не что иное	2	6
28	не только не	1	5
29	есть не что	1	5
30	но и в	1	5
31	том или ином	1	5
32	в этом случае	4	5
33	имеем дело с	1	5
34	в самом начале	1	4
35	в самом деле	4	4
36	для того чтобы	14	4
37	не сводится к	1	4
38	тех или иных	1	4
39	и тем самым	3	4
40	и в этом	2	4
41	в этом смысле	7	4
42	в известном смысле	2	4
43	из того что	3	4
44	с той или	1	4
45	в значительной степени	1	4
46	том что он	1	4
47	сама по себе	1	4
48	и тот же	6	3
49	и как бы	2	3
50	и то что	3	3
51	одни и те	3	3
52	хотя бы и	2	3
53	в том числе	3	3
54	далеко не всегда	1	3
55	сам по себе	2	3
56	сами по себе	4	3
57	бы то ни	1	3
58	речь идет о	2	3
59	в зависимости от	6	3
60	между тем как	4	3
61	то ни было	1	3
62	в связи с	8	3
63	то же самое	9	3
64	при этом как	1	3
65	и те же	3	3
66	и в самом	1	3
67	можно сказать что	1	3
68	и той же	5	3
69	имеем дело не	1	3
70	и все же	1	3
71	включает в себя	2	3
72	содержит в себе	2	3
73	одной и той	5	3
74	и т.д в	1	3
75	не могут быть	1	3
76	в результате чего	1	3
77	тот или иной	1	3
78	что он не	2	2
79	на всем протяжении	1	2
80	те же слова	1	2
81	не только к	1	2
82	в применении к	1	2
83	такой же мере	1	2
84	отнюдь не является	1	2
85	и тогда когда	1	2
86	по своему происхождению	1	2
87	с этой точки	4	2
88	более или менее	3	2
89	можно было бы	8	2
90	одних и тех	1	2
91	еще не гарантирует	1	2
92	друг с другом	10	2
93	до сих пор	3	2
94	и тех же	1	2
95	в обоих случаях	2	2
96	в такой же	2	2
97	смысле этого слова	10	2
98	тому или иному	4	2
99	а с другой	4	2
100	и то же	6	2
101	принимает на себя	1	2
102	это означает что	2	2
103	как если бы	2	2
104	к тому что	1	2
105	так и на	1	2
106	могли бы быть	1	2
107	они могут быть	1	2
108	никогда не бывает	2	2
109	на то что	5	2
110	в противоречие с	1	2
111	заключается в том	18	2
112	один и тот	6	2
113	здесь как и	1	2
114	этой точки зрения	4	2
115	как и сам	1	2
116	есть в сущности	1	2
117	не в состоянии	1	2
118	того и другого	2	2
119	здесь мы имеем	2	2
120	на этот вопрос	2	2
121	как и на	1	2
122	означает что в	1	2
123	одно и то	6	2
124	при этом он	1	2
125	по своей природе	1	2
126	в поле зрения	1	2
127	предполагает не только	1	2
128	в переносном смысле	1	2
129	с этого момента	1	2
130	как говорит сам	1	1
131	в целом ряде	1	1
132	в готовом виде	3	1
133	как и во	1	1
134	а отнюдь не	2	1
135	в дальнейшем мы	1	1
136	роль по отношению	1	1
137	этого слова в	1	1
138	что она не	1	1
139	это имеет место	1	1
140	как в этом	1	1
141	не подлежит никакому	2	1
142	и даже не	1	1
143	нам известно из	2	1
