N	3gram	Voloshinov	VerxiiNi
1	с одной стороны	2	7
2	с точки зрения	2	6
3	во всяком случае	1	6
4	по крайней мере	1	5
5	до сих пор	3	5
6	более или менее	1	5
7	но все же	1	4
8	о том что	1	4
9	к тому же	1	4
10	в том что	4	3
11	и таким образом	1	3
12	так же как	1	3
13	тем не менее	3	3
14	ничего общего с	1	2
15	с самого начала	1	2
16	то ни было	3	2
17	этой точки зрения	3	2
18	то же самое	2	2
19	можно сказать что	5	2
20	бы то ни	3	2
21	в этом отношении	1	2
22	то же время	1	2
23	в то же	1	2
24	но все это	1	2
25	и в этом	1	2
26	может быть и	3	2
27	сами по себе	1	1
28	сих пор не	1	1
29	совершенно ясно что	1	1
30	особенно важное значение	1	1
31	все более и	1	1
32	в свою очередь	1	1
33	и тот же	1	1
34	а между тем	1	1
35	в настоящее время	2	1
36	на одну доску	1	1
37	том что все	1	1
38	но в то	1	1
39	как на нечто	1	1
40	в этом направлении	1	1
41	но для этого	1	1
42	до известной степени	2	1
43	не может быть	7	1
44	по отношению к	11	1
45	поскольку они являются	1	1
46	в данном случае	2	1
47	мы имеем в	1	1
48	между формой и	1	1
49	один и тот	1	1
50	случае мы имеем	1	1
51	имеем в виду	2	1
52	в самом деле	1	1
53	жизни он должен	1	1
54	в так называемой	1	1
55	только то что	1	1
56	и что она	1	1
57	с другой стороны	2	1
58	но тем не	2	1
59	к нему в	1	1
60	если бы удалось	1	1
61	не совпадает с	1	1
62	в то время	1	1
63	здесь таким образом	1	1
64	более и более	1	1
65	формой и содержанием	1	1
66	у нас остается	1	1
67	друг к другу	1	1
