N	2gram	Losev_Prob	PoTuStor
1	может быть	29	17
2	и в	64	16
3	и пр	4	12
4	таким образом	9	9
5	в этом	30	9
6	прежде всего	17	9
7	мы можем	8	9
8	и только	7	9
9	в психике	1	8
10	совершенно не	7	8
11	точки зрения	5	8
12	и с	12	8
13	не может	18	8
14	и его	3	8
15	не только	37	7
16	сказать что	33	7
17	с его	3	7
18	и к	2	6
19	при этом	8	6
20	для него	2	6
21	самом деле	10	6
22	я и	2	6
23	и это	13	6
24	конечно не	3	6
25	с точки	3	6
26	что такое	23	5
27	ни в	13	5
28	все эти	15	5
29	только для	3	5
30	в чем	3	5
31	еще не	18	5
32	сознание и	2	5
33	как бы	18	5
34	отношение к	1	5
35	в него	3	5
36	а потому	2	4
37	все что	2	4
38	для всех	3	4
39	и на	11	4
40	так как	16	4
41	все это	11	4
42	в его	12	4
43	жизни человека	1	4
44	мысли и	2	4
45	так и	17	4
46	на самом	9	4
47	его в	9	4
48	и даже	19	4
49	и все	9	4
50	только в	19	4
51	и не	63	4
52	но мы	3	4
53	можно сказать	9	4
54	с самого	3	4
55	но и	23	4
56	хотя бы	15	4
57	и может	2	4
58	и их	4	4
59	самого начала	2	4
60	в этой	14	4
61	как мы	10	4
62	отнюдь не	15	4
63	в нем	14	4
64	с ее	1	4
65	и ее	9	4
66	и наконец	3	4
67	но в	19	4
68	до сих	6	3
69	на язык	2	3
70	в основном	1	3
71	в том	19	3
72	мы знаем	1	3
73	с другими	6	3
74	с их	1	3
75	на этой	4	3
76	их в	6	3
77	отношения к	2	3
78	этом смысле	8	3
79	учение о	5	3
80	и как	10	3
81	что в	21	3
82	и она	1	3
83	том что	26	3
84	вместе с	4	3
85	на этом	1	3
86	в этих	7	3
87	мира и	1	3
88	во всех	9	3
89	но оно	2	3
90	быть это	1	3
91	во всяком	18	3
92	и потому	3	3
93	реальности и	1	3
94	в основе	4	3
95	и притом	6	3
96	только как	2	3
97	по крайней	8	3
98	и теперь	1	3
99	как это	7	3
100	только на	13	3
101	и значение	4	3
102	даже не	3	3
103	а в	7	3
104	то что	72	3
105	и др	2	3
106	могут быть	2	3
107	и есть	7	3
108	сих пор	6	3
109	в общем	5	3
110	жизни и	1	3
111	в области	8	3
112	всяком случае	11	3
113	во время	1	3
114	крайней мере	8	3
115	едва ли	10	3
116	в самом	10	2
117	об его	4	2
118	мы видим	2	2
119	рождение и	1	2
120	что оно	4	2
121	и этот	4	2
122	и мы	1	2
123	к другим	2	2
124	на протяжении	1	2
125	они не	1	2
126	мы не	6	2
127	с этой	1	2
128	ни было	1	2
129	что это	4	2
130	ее в	2	2
131	и говорить	1	2
132	в область	3	2
133	может иметь	3	2
134	для нас	11	2
135	но как	11	2
136	что и	2	2
137	сознания и	4	2
138	этой ступени	1	2
139	сводится к	3	2
140	не на	4	2
141	не могут	6	2
142	со всеми	2	2
143	в душе	1	2
144	в них	8	2
145	а на	1	2
146	существует только	3	2
147	поэтому и	2	2
148	и других	1	2
149	чувства и	1	2
150	не знает	4	2
151	что не	8	2
152	и чувств	1	2
153	и действительно	1	2
154	вообще не	5	2
155	между собою	9	2
156	в жизни	3	2
157	можно назвать	1	2
158	из тех	1	2
159	но ведь	6	2
160	как и	7	2
161	что он	11	2
162	есть в	9	2
163	же как	2	2
164	конечно мы	1	2
165	не есть	49	2
166	только то	6	2
167	в своей	8	2
168	и так	2	2
169	в одно	5	2
170	связанные с	1	2
171	меньше всего	3	2
172	по своему	14	2
173	себя и	1	2
174	с историей	2	2
175	только и	5	2
176	войти в	3	2
177	знаем что	2	2
178	не менее	26	2
179	в каком	7	2
180	и таким	1	2
181	на первый	5	2
182	и вообще	13	2
183	с этим	7	2
184	при всей	1	2
185	к этому	1	2
186	все и	1	2
187	оно не	6	2
188	не существует	12	2
189	между собой	5	2
190	что мы	23	2
191	это нечто	1	2
192	в историю	1	2
193	это последнее	1	2
194	мы уже	8	2
195	связанных с	1	2
196	другими словами	8	2
197	да еще	1	2
198	из этих	5	2
199	на друга	1	2
200	ту же	1	2
201	совсем не	9	2
202	а может	3	2
203	он не	5	2
204	кажется что	2	2
205	в частности	5	2
206	не будет	11	2
207	оно и	3	2
208	для меня	1	2
209	не существовало	1	2
210	но зато	3	2
211	и вся	1	2
212	говорить о	14	2
213	есть и	4	2
214	в науке	4	2
215	не стали	1	2
216	за пределы	6	2
217	в начале	1	2
218	но отнюдь	4	2
219	в пределах	2	2
220	как не	1	2
221	так же	12	2
222	момента в	1	2
223	друг на	1	2
224	потому и	2	2
225	этой теории	4	2
226	было бы	16	2
227	к ним	1	2
228	его целом	1	2
229	нет и	5	2
230	и о	11	2
231	если мы	16	2
232	в систему	1	2
233	с нею	2	2
234	находится в	2	2
235	что на	4	2
236	о том	25	2
237	во всей	4	2
238	момент в	2	2
239	можем сказать	1	2
240	один из	7	2
241	и по	3	2
242	с ним	4	2
243	определить как	1	2
244	только психический	1	2
245	нет никаких	2	2
246	но это	11	2
247	существовало бы	1	2
248	и для	10	2
249	для этого	5	2
250	того же	3	2
251	нам кажется	2	2
252	понятия и	2	2
253	то же	10	2
254	не можем	2	2
255	никогда не	8	2
256	быть даже	2	1
257	о смерти	1	1
258	что было	2	1
259	к сожалению	6	1
260	науки о	1	1
261	мир не	1	1
262	с большими	1	1
263	бы то	2	1
264	они являются	1	1
265	несколько слов	1	1
266	на почве	2	1
267	события и	1	1
268	дает нам	2	1
269	можно получить	1	1
270	что они	5	1
271	этой работе	1	1
272	философии и	4	1
273	и то	15	1
274	никак нельзя	5	1
275	заметим что	2	1
276	и вместо	1	1
277	образом и	3	1
278	только из	1	1
279	в более	1	1
280	которая была	1	1
281	мышления в	2	1
282	этих принципов	1	1
283	и здесь	8	1
284	перевести на	1	1
285	мы и	8	1
286	этот мир	1	1
287	все оттенки	1	1
288	к их	1	1
289	самым существенным	1	1
290	мир в	1	1
291	а наоборот	3	1
292	же и	4	1
293	о двух	2	1
294	конечно есть	1	1
295	со всем	2	1
296	нельзя сказать	3	1
297	как нам	2	1
298	сознании а	1	1
299	не сознавая	1	1
300	данном случае	10	1
301	в момент	2	1
302	только что	2	1
303	никаких сомнений	2	1
304	на первой	1	1
305	сознания с	2	1
306	широких кругах	1	1
307	которая в	1	1
308	время и	2	1
309	за собою	1	1
310	сделали ее	1	1
311	и того	5	1
