N	2gram	Tiupa_Anal	Komedia
1	и в	36	77
2	в комедии	1	58
3	и не	14	47
4	в том	16	44
5	том что	19	42
6	о том	9	33
7	т е	2	33
8	в г	1	33
9	едва ли	6	32
10	но и	26	32
11	может быть	19	30
12	из них	4	29
13	таким образом	4	29
14	в то	8	28
15	и его	18	28
16	в этом	19	27
17	потому что	1	27
18	что он	5	26
19	молодого человека	1	26
20	к тому	10	26
21	тому же	7	25
22	не только	40	25
23	вместе с	3	25
24	как и	27	23
25	в доме	2	23
26	что в	15	23
27	в самом	7	22
28	что и	10	22
29	если бы	2	22
30	то же	7	21
31	в конце	6	21
32	так и	19	21
33	а в	17	21
34	в его	12	20
35	к этому	3	19
36	во время	2	19
37	со стороны	12	19
38	в этой	10	18
39	тем что	3	17
40	же время	7	17
41	в нем	3	17
42	и здесь	4	17
43	и т	1	17
44	еще не	7	17
45	при этом	19	16
46	все же	6	16
47	не менее	9	16
48	у него	2	16
49	сих пор	1	16
50	до нас	1	16
51	он не	9	16
52	и сам	8	16
53	до сих	1	16
54	тот же	3	16
55	не в	9	15
56	в своем	7	15
57	точки зрения	3	15
58	его в	4	15
59	в которой	1	15
60	на себя	5	15
61	между тем	8	15
62	один из	6	15
63	и на	5	15
64	было бы	6	15
65	прежде всего	7	15
66	и с	1	14
67	столь же	7	14
68	в свою	9	14
69	все это	5	14
70	ли не	5	14
71	об этом	3	14
72	самом деле	2	13
73	о чем	5	13
74	в них	4	13
75	в одном	4	13
76	что она	3	13
77	того же	7	13
78	как раз	8	13
79	мы можем	2	13
80	так что	2	13
81	то что	5	13
82	того чтобы	1	13
83	но в	8	13
84	для того	1	12
85	так же	1	12
86	с другой	10	12
87	несмотря на	2	12
88	хотя и	4	12
89	в качестве	22	12
90	как это	7	12
91	комедии и	1	12
92	из которых	2	12
93	как в	9	12
94	уже в	5	12
95	в истории	1	12
96	не по	1	12
97	нового времени	4	12
98	в начале	10	12
99	не может	3	12
100	но не	13	12
101	и даже	12	11
102	с тем	2	11
103	по отношению	9	11
104	по имени	1	11
105	с ним	2	11
106	то время	1	11
107	должны были	1	11
108	речь идет	3	11
109	как мы	4	11
110	на этот	1	11
111	и для	4	11
