N	2gram	Losev_Dial	VeschiIm
1	т е	72	81
2	не есть	95	79
3	и не	50	57
4	вещи есть	2	55
5	не только	35	48
6	то что	25	48
7	не может	29	46
8	и в	34	45
9	вещи и	3	40
10	это –	39	40
11	и есть	24	40
12	и т	41	39
13	может быть	30	39
14	т д	38	38
15	а не	39	37
16	значит что	29	32
17	это значит	29	30
18	что я	3	26
19	общения с	2	25
20	потому что	21	25
21	не просто	20	24
22	было бы	13	24
23	только в	10	23
24	по себе	31	23
25	что она	13	23
26	в себе	8	23
27	с вещью	1	22
28	сказать что	7	22
29	в смысле	4	22
30	и что	21	22
31	как бы	19	20
32	что такое	25	20
33	и следовательно	2	20
34	что это	20	19
35	что же	12	19
36	с нею	1	19
37	но и	14	19
38	и ее	8	19
39	в этом	14	18
40	все же	4	18
41	есть только	13	18
42	так как	12	17
43	что мы	10	17
44	прежде всего	20	17
45	и это	12	17
46	и –	14	17
47	есть не	11	17
48	таким образом	14	16
49	оно есть	4	16
50	самой вещи	1	16
51	того что	22	16
52	как раз	11	16
53	от всего	6	15
54	как и	14	15
55	уже не	9	15
56	в том	17	15
57	вещи с	2	15
58	в ней	4	15
59	– в	15	14
60	но это	10	14
61	и то	7	14
62	сущности и	6	14
63	вещь есть	2	14
64	не в	11	14
65	в самом	9	13
66	не будет	5	13
67	том что	18	13
68	и больше	5	13
69	есть и	14	13
70	и для	5	13
71	это и	12	13
72	в себя	4	13
73	и явление	1	13
74	то ни	4	13
75	что в	12	12
76	и с	10	12
77	бы то	3	12
78	то же	9	12
79	больше ничего	6	12
80	и даже	21	12
81	есть нечто	26	12
82	есть то	9	12
83	о том	11	12
84	еще не	7	12
85	есть ни	14	12
86	не что	6	12
87	что вещь	1	12
88	если мы	5	12
89	точки зрения	43	12
90	но если	11	12
91	она есть	17	12
92	ничего не	29	12
93	что они	2	12
94	что иное	6	12
95	ни было	1	12
96	не значит	5	12
97	совершенно не	6	12
98	что и	8	12
99	между собою	3	12
100	и как	13	12
101	смысл и	2	12
102	вещей и	6	12
103	если она	4	12
104	иное как	6	12
105	и их	1	11
106	содержит в	2	11
107	не менее	11	11
108	себя в	3	11
109	д и	8	11
110	и пр	16	11
111	еще и	2	11
112	тем не	10	11
113	ни в	20	11
114	что не	8	11
115	вовсе не	18	11
116	– не	11	11
117	также и	6	11
118	в то	9	11
119	и только	6	11
120	вещи не	2	11
121	вещи в	3	10
122	по крайней	10	10
123	учение об	1	10
124	в чем	11	10
125	крайней мере	10	10
126	что оно	9	10
127	сама вещь	1	10
128	ясно что	16	10
129	вещь не	2	10
130	с ее	10	10
131	сущность есть	2	10
132	есть ли	8	10
133	я и	2	9
134	с ним	3	9
135	в результате	7	9
136	со стороны	5	9
137	бы и	2	9
138	то и	5	9
139	хотя бы	9	9
140	нисколько не	4	9
141	говорить о	13	9
142	в своем	7	9
143	ни с	4	9
144	сущность и	4	9
145	должно быть	7	9
146	это не	13	9
147	у нас	7	9
148	есть явление	6	9
149	но что	11	9
150	бы в	5	9
151	если оно	4	9
152	ли это	1	9
153	она не	10	9
154	другими словами	8	9
155	так что	11	9
156	но не	3	9
157	на то	5	9
158	и его	8	9
159	как с	2	8
160	должна быть	11	8
161	это есть	19	8
162	если бы	10	8
163	смысла и	3	8
164	с тем	4	8
165	что он	18	8
166	себя и	3	8
167	отличается от	9	8
168	– как	6	8
169	в свете	3	8
170	по сравнению	1	8
171	что тут	8	8
172	но в	3	8
173	тут не	4	8
174	мы не	11	8
175	что значит	1	8
176	мы имеем	3	8
177	для него	4	8
178	в ее	5	8
179	все это	13	8
180	с другими	1	8
181	в отношении	1	8
182	его в	2	8
183	в явление	1	8
184	всего прочего	5	8
185	только и	3	8
186	и потому	6	8
187	в философии	1	8
188	не с	1	8
189	даже не	8	8
190	с другой	5	8
191	и явления	1	8
192	можно сказать	5	8
193	что есть	6	8
194	отнюдь не	16	8
195	значит ли	1	7
196	есть вещь	1	7
197	с этой	7	7
198	в сущности	10	7
199	то не	2	7
200	оно не	7	7
201	самом деле	7	7
202	все эти	4	7
203	тем что	5	7
204	сравнению с	1	7
205	ни на	5	7
206	и тогда	6	7
207	слова и	1	7
208	тут –	5	7
209	не потому	2	7
210	можно ли	6	7
211	без всякого	2	7
212	мог бы	2	7
213	никак не	3	7
214	и тут	5	7
215	или не	10	7
216	вообще не	3	7
217	сама по	11	7
218	я не	11	7
219	есть именно	6	7
220	вещь но	3	7
221	и тем	3	7
222	е в	4	7
223	ни от	6	7
224	от того	9	7
225	а в	3	7
