N	2gram	Vygotskiy_	SlovoVZh
1	не может	30	16
2	может быть	35	14
3	точки зрения	32	14
4	как бы	11	13
5	и его	14	13
6	таким образом	38	12
7	и в	55	12
8	в нашем	1	11
9	и не	24	10
10	так как	28	9
11	если бы	10	9
12	прежде всего	5	8
13	для нас	5	7
14	сказать что	12	7
15	художественного произведения	22	7
16	все время	6	6
17	в ней	3	6
18	слова и	1	6
19	с помощью	1	6
20	в том	55	6
21	художественную форму	3	6
22	в процессе	7	6
23	только в	18	6
24	в нем	5	6
25	при этом	28	6
26	к содержанию	1	6
27	и др	1	5
28	можно сказать	2	5
29	что мы	9	5
30	хотя бы	4	5
31	должна быть	3	5
32	то же	17	5
33	поэтическое произведение	2	5
34	художественной формы	17	5
35	а не	18	5
36	в виду	6	5
37	то что	47	5
38	в жизни	5	5
39	как и	25	5
40	как в	17	5
41	отнюдь не	11	5
42	том что	30	5
43	и следовательно	4	5
44	но в	5	5
45	никогда не	13	5
46	в самом	18	4
47	и к	5	4
48	к автору	1	4
49	в литературе	1	4
50	и на	6	4
51	свое выражение	1	4
52	к материалу	1	4
53	материала и	2	4
54	не только	25	4
55	ни было	2	4
56	и является	1	4
57	на самом	6	4
58	как если	1	4
59	за пределы	2	4
60	от того	6	4
61	его в	3	4
62	литературы и	1	4
63	мы все	3	4
64	с другой	7	4
65	не в	19	4
66	дело в	2	4
67	отношение к	3	4
68	что не	2	4
69	так и	6	4
70	уже не	3	4
71	жизни и	5	4
72	в этом	21	4
73	все же	9	4
74	зависимости от	7	4
75	к нему	3	4
76	поэтического произведения	3	3
77	бы то	3	3
78	как к	2	3
79	и с	5	3
80	ее и	2	3
81	до сих	8	3
82	и более	3	3
83	в котором	5	3
84	автору и	1	3
85	и по	7	3
86	в поэзии	5	3
87	и пр	1	3
88	мы не	15	3
89	то ни	2	3
90	или не	2	3
91	между тем	6	3
92	для него	1	3
93	отношении к	3	3
94	с ним	2	3
95	не должна	1	3
96	того что	15	3
97	и уже	2	3
98	когда он	11	3
99	тем не	6	3
100	имеет в	3	3
101	все это	11	3
102	он должен	1	3
103	ни в	9	3
104	в пределах	1	3
105	сколько бы	1	3
106	конечно не	2	3
107	по себе	21	3
108	так же	29	3
109	в них	4	3
110	из общего	1	3
111	в каком	3	3
112	в творчестве	5	3
113	этой точки	7	3
114	самом деле	19	3
115	только на	7	3
116	но для	1	3
117	в себе	6	3
118	слово в	1	3
119	произведения и	2	3
120	ясно что	22	3
121	художественном произведении	8	3
122	все эти	7	3
123	о том	11	3
124	в своей	6	3
125	не менее	9	3
126	из этого	5	3
127	в художественном	9	3
128	художественного творчества	6	3
129	и проч	1	3
130	в такой	2	3
131	нуждается в	3	3
132	но и	12	3
133	бы мы	3	3
134	ведь и	1	3
135	и для	9	3
136	точек зрения	3	3
137	точка зрения	6	3
138	художественное произведение	16	3
139	и ее	4	3
140	и наконец	2	3
141	сих пор	8	3
142	и вообще	3	3
143	формы и	11	3
144	не к	2	3
145	еще не	2	3
146	в особенности	3	2
147	что в	39	2
148	этих двух	4	2
149	истории литературы	1	2
150	нет ничего	1	2
151	слова так	1	2
152	но это	3	2
153	не так	2	2
154	и потому	2	2
155	действия и	4	2
156	и другие	5	2
157	смысл и	2	2
158	ни на	3	2
159	какой степени	2	2
160	и то	4	2
161	выражение в	1	2
162	социальной жизни	1	2
163	мы можем	6	2
164	и самое	1	2
165	в данном	1	2
166	произведение и	2	2
167	в то	8	2
168	еще раз	1	2
169	которые мы	4	2
170	как форма	2	2
171	и содержания	2	2
172	на один	2	2
173	данном случае	1	2
174	зависит от	2	2
175	с одной	6	2
176	совпадает с	4	2
177	уже в	3	2
178	там где	5	2
179	в его	8	2
180	с этой	8	2
181	она не	6	2
182	это не	1	2
183	одной стороны	7	2
184	автора и	1	2
185	относится к	4	2
186	как уже	1	2
187	дело с	10	2
188	с точки	12	2
189	мы имеем	7	2
190	и дает	1	2
191	была бы	2	2
192	является попытка	1	2
193	искусства и	24	2
194	с чисто	1	2
195	вещи и	1	2
196	нашего сознания	3	2
197	на него	2	2
198	тем как	2	2
199	тогда когда	7	2
200	в себя	3	2
201	автором и	1	2
202	от всех	3	2
203	как это	8	2
204	те же	9	2
205	но все	1	2
206	от этой	2	2
207	мы в	3	2
208	если же	3	2
209	содержания и	3	2
210	одно и	1	2
211	и та	1	2
212	и что	28	2
213	что и	27	2
214	в отношении	3	2
215	же самое	8	2
216	и значение	2	2
217	конечно в	1	2
218	на примере	5	2
219	другой стороны	7	2
220	но что	3	2
221	что поэт	1	2
222	и те	5	2
223	как не	2	2
224	в этих	6	2
225	можно найти	1	2
226	данного коллектива	1	2
227	тому же	4	2
228	форма должна	1	2
229	оно не	2	2
230	а к	1	2
231	форма в	3	2
232	ко всем	1	2
233	на это	2	2
234	для других	1	2
235	к ним	4	2
236	и здесь	3	2
237	как на	6	2
238	эти моменты	1	2
239	что форма	5	2
240	и все	8	2
241	но не	5	2
242	форму и	4	2
243	быть только	1	2
244	его как	1	2
245	не есть	4	2
246	могут быть	15	2
247	и оценки	1	2
248	героев и	1	2
249	с другими	2	2
250	в самое	1	2
251	до конца	9	2
252	не остается	2	2
253	стороны и	3	2
254	в своем	3	2
255	той социальной	1	2
256	в корне	1	2
257	в какой	6	2
258	имеет место	2	2
259	вместе с	10	2
260	между ними	2	2
261	место в	1	2
262	в зависимости	6	2
263	может стать	3	2
264	настоящее время	2	2
265	такой же	9	2
266	мы никогда	5	2
267	и так	7	2
268	в психике	1	2
269	с его	3	2
270	форму как	1	2
271	себя и	3	2
272	на все	6	2
273	формы то	3	2
274	его к	2	2
275	является для	1	2
276	к этому	5	2
277	бы не	1	2
278	между собой	1	2
279	он не	8	2
280	не поймем	2	2
281	в условиях	1	2
282	независимо от	3	2
283	предметом исследования	1	2
284	эта последняя	1	2
285	на материале	1	2
286	в чем	5	2
287	в настоящее	2	2
288	и совершенно	7	2
289	но мы	3	2
290	точку зрения	3	2
291	как только	3	2
292	едва ли	5	2
293	ничего не	4	2
294	или иным	2	1
295	такой взгляд	1	1
296	все в	2	1
297	мы указывали	1	1
298	попытка наметить	1	1
299	и мир	1	1
300	мы обратимся	1	1
301	сказать то	2	1
302	в русской	1	1
303	художественного восприятия	2	1
304	к одному	5	1
305	это на	1	1
306	жизнь и	3	1
307	было на	1	1
308	именно эту	1	1
309	не ту	1	1
310	нам придется	2	1
311	то в	2	1
312	слова это	1	1
313	индивидуальная психика	1	1
314	одним и	1	1
315	именно такой	1	1
316	во всяком	9	1
317	нам не	1	1
318	от него	2	1
319	это и	3	1
320	форма все	1	1
321	что они	7	1
322	его и	4	1
323	является в	1	1
324	каково бы	1	1
325	и теоретическая	1	1
326	строй и	1	1
327	то он	1	1
328	в искусстве	24	1
329	во всех	4	1
330	или он	1	1
331	стороны к	1	1
332	восприятия и	1	1
333	до степени	1	1
334	только из	9	1
335	но сами	1	1
336	не является	5	1
337	в индивидуальной	1	1
338	а с	2	1
339	человеческого тела	2	1
340	если оно	3	1
341	что оно	4	1
342	к другу	1	1
343	коем случае	1	1
344	мы могли	1	1
345	та же	4	1
346	по преимуществу	2	1
347	бы показать	1	1
348	художественное значение	1	1
349	было в	1	1
350	особом объяснении	1	1
351	близости к	1	1
352	с самого	1	1
353	зрения на	2	1
354	образом мы	1	1
355	приближается к	1	1
356	его форме	1	1
357	в обществе	3	1
358	друг к	1	1
359	произведения с	4	1
360	выходит за	2	1
361	можем мы	2	1
362	является ее	1	1
363	основе своей	2	1
364	для художественного	2	1
365	на эти	2	1
366	на этом	3	1
367	найти их	1	1
368	мысли чувства	1	1
369	в коем	1	1
370	она должна	2	1
371	теория искусства	2	1
372	как зеркало	1	1
373	которой он	2	1
374	мы воспринимаем	1	1
375	не имеют	1	1
376	может дать	2	1
377	и было	1	1
378	само собой	1	1
379	не ради	1	1
380	то есть	44	1
381	но из	1	1
382	интонация в	1	1
383	и сейчас	4	1
384	материала в	2	1
385	должно быть	2	1
386	удалось объяснить	1	1
387	этих моментов	1	1
388	нас не	2	1
389	значение и	3	1
390	указанных нами	1	1
391	говорящих как	1	1
392	мы увидим	4	1
393	самим автором	1	1
394	и того	1	1
395	путем анализа	1	1
396	и вот	5	1
397	конечно ни	1	1
398	в произведении	7	1
399	но при	1	1
400	является только	1	1
401	она в	2	1
402	художественным произведением	3	1
403	таком понимании	3	1
404	дать только	1	1
405	в свою	3	1
406	в значительной	1	1
407	только и	1	1
408	поэтому можно	1	1
409	только как	3	1
410	случае мы	1	1
411	что уже	1	1
412	того чтобы	13	1
413	осознавать себя	1	1
414	он как	1	1
415	определенным образом	1	1
416	ритме в	1	1
417	в основе	13	1
418	и их	4	1
419	часто в	2	1
420	одна и	1	1
421	между теорией	1	1
422	еще более	2	1
423	как некая	1	1
424	ту же	6	1
425	на основе	2	1
426	содержание с	1	1
427	в другом	1	1
428	как свое	1	1
429	воззрений которые	1	1
430	такой степени	2	1
431	тому как	10	1
432	несмотря на	8	1
433	но то	1	1
434	но эти	1	1
435	это только	4	1
436	творчества для	1	1
437	на что	1	1
438	для теоретической	1	1
439	в ритме	1	1
440	теряет свой	1	1
441	и должна	1	1
442	признать что	1	1
443	части и	1	1
444	в прежней	2	1
445	степени не	1	1
446	и согласно	1	1
447	во многих	1	1
448	что это	12	1
449	хотя и	3	1
450	же самому	2	1
451	и тогда	3	1
452	этом отношении	7	1
453	она будет	1	1
454	в новой	2	1
455	явления в	1	1
456	изучать только	1	1
457	о чем	2	1
458	мы должны	4	1
459	в согласии	3	1
460	оно начинает	1	1
461	точно и	4	1
462	в ее	7	1
463	и тем	5	1
464	мимо цели	1	1
465	в руках	2	1
466	сам по	4	1
467	от социального	2	1
468	можно определить	1	1
469	один шаг	1	1
470	бы только	1	1
471	в частности	6	1
472	говорит о	4	1
473	нашего времени	1	1
474	с чрезвычайно	2	1
475	для нее	1	1
476	здесь на	1	1
477	и художественно	1	1
478	и больше	2	1
479	в изучении	2	1
480	не как	3	1
481	нельзя все	1	1
482	аналогии с	2	1
483	только отдельные	1	1
484	со всей	1	1
485	увидим что	3	1
486	ни его	2	1
487	совпадают с	3	1
488	должны быть	6	1
489	в качестве	3	1
490	весь круг	1	1
491	или иных	2	1
492	для другой	1	1
493	есть форма	1	1
494	произведения но	2	1
495	потому не	4	1
496	всех других	2	1
497	идеологических форм	3	1
498	то мы	1	1
499	точками зрения	1	1
500	в науке	2	1
501	всего тем	1	1
502	последняя является	1	1
503	поэта в	1	1
504	далее мы	1	1
505	в одном	4	1
506	в области	12	1
507	одно из	2	1
508	искусством и	3	1
509	они пытаются	1	1
510	у нас	4	1
511	на которой	1	1
512	теряет свою	1	1
513	что каждый	1	1
514	можно было	4	1
515	творчества с	2	1
516	виду и	1	1
517	и делает	2	1
518	кто не	1	1
519	однако он	1	1
520	а между	1	1
521	же не	1	1
522	в результате	4	1
523	и это	6	1
524	ни одной	1	1
525	искусства этот	1	1
526	мы ощущаем	1	1
527	психологического и	1	1
528	находят свое	1	1
529	как нечто	3	1
530	формы является	1	1
531	сводится к	3	1
532	от изменения	1	1
533	данной группы	1	1
534	не бывает	1	1
535	деле и	1	1
536	этом смысле	3	1
537	в поэтическом	2	1
538	подобно тому	7	1
539	только социологией	1	1
540	и тот	4	1
541	том и	4	1
542	что поэтическое	1	1
543	природу и	1	1
544	далеко не	7	1
545	только то	3	1
546	и которые	2	1
547	уже и	2	1
548	не вполне	1	1
549	у него	4	1
550	так не	1	1
551	не на	2	1
552	не могут	6	1
553	как чисто	1	1
554	все равно	1	1
555	по мнению	2	1
556	же время	2	1
557	не существует	4	1
558	при помощи	27	1
