N	3gram	Propp_Russ	FransuaR
1	как мы уже	2	28
2	в том что	27	27
3	в большинстве случаев	2	22
4	с точки зрения	3	20
5	в этом отношении	1	20
6	для того чтобы	6	17
7	о том что	6	17
8	в связи с	4	16
9	как мы видели	1	16
10	но и в	1	15
11	не может быть	1	13
12	с одной стороны	1	13
13	на самом деле	1	13
14	в другом месте	1	12
15	в отличие от	4	11
16	можно сказать что	1	11
17	на весь мир	1	11
18	самом же деле	2	10
19	как и в	1	10
20	на самом же	2	10
21	в данном случае	7	10
22	не только в	1	10
23	мы видим что	1	9
24	по отношению к	1	9
25	таким образом в	1	8
26	более или менее	1	8
27	мы видели что	1	8
28	после того как	3	8
29	были связаны с	1	7
30	в то время	3	7
31	можно было бы	2	7
32	и в других	7	7
33	в своей книге	1	7
34	в настоящее время	3	7
35	подобно тому как	3	7
36	во всех этих	1	7
37	как мы видим	1	7
38	но все же	2	6
39	в этой же	1	6
40	в свою очередь	2	6
41	в применении к	1	5
42	некоторые из них	1	5
43	друг с другом	1	5
44	не было ни	1	5
45	во всяком случае	1	5
46	в том же	1	5
47	все же в	1	5
48	потому что он	2	5
49	в это время	3	5
50	это и есть	1	5
51	то что в	1	4
52	том что в	7	4
53	в собственном смысле	1	4
54	сказать что в	1	4
55	в одном из	1	4
56	не только для	1	4
57	на этот вопрос	1	4
58	так же как	5	4
59	как мы увидим	5	4
60	во второй половине	1	4
61	что и в	1	4
62	и связанные с	2	4
63	может быть и	3	4
64	так например в	1	4
65	в других местах	9	4
66	а следовательно и	1	4
67	влияние и на	1	4
68	и как бы	1	3
69	по улицам и	3	3
70	в предыдущей главе	1	3
71	и все это	1	3
72	потому что в	1	3
73	в эти дни	4	3
74	в особенности же	1	3
75	тесно связаны с	1	3
76	можно говорить о	1	3
77	и у других	1	3
78	и того же	1	3
79	к новому от	1	3
80	но это не	3	3
81	вместе с тем	10	3
82	еще и в	1	3
83	как мы знаем	1	3
84	в себе и	1	3
85	в целом ряде	1	3
86	все же не	2	3
87	ни с одним	1	3
88	во время которого	2	3
89	одного и того	1	3
90	те и другие	1	3
91	один из самых	1	3
92	и в том	2	3
93	и в этом	2	3
94	одним из самых	1	3
95	с одним из	1	3
96	не что иное	3	3
97	так как они	2	3
98	с таким же	2	3
99	еще далеко не	2	3
100	что иное как	3	3
101	в одном и	1	2
102	том что это	2	2
103	мы уже знаем	2	2
104	никак не может	1	2
105	быть и не	1	2
106	потому что она	1	2
107	в этой роли	1	2
108	говорит о том	1	2
109	и некоторые другие	2	2
110	но не только	1	2
111	в день св	1	2
112	из них в	1	2
113	не потому что	1	2
114	второй половине xix	1	2
115	что в основе	1	2
116	по этому поводу	3	2
117	во всех других	1	2
118	из того что	1	2
119	на другой день	2	2
120	имея в виду	1	2
121	в том чтобы	2	2
122	так как он	1	2
123	с новым годом	1	2
124	там же с	1	2
125	может быть правильно	1	2
126	то есть когда	1	2
127	в них в	1	2
128	два раза в	1	2
129	мы можем судить	1	2
130	в праздничные дни	1	2
131	но и на	2	2
132	начиная с xvii	1	2
133	и не только	1	2
134	целом ряде других	1	2
135	на новый год	3	2
136	а именно в	1	2
137	только тогда когда	3	2
138	для этой цели	2	2
139	со смехом и	1	2
140	что во время	1	2
141	не может так	1	2
142	в ряде мест	1	2
143	связанные с ним	1	2
144	более широкой и	1	2
145	на части и	2	2
146	ничего общего с	1	2
147	о чем свидетельствует	1	2
148	и та же	1	2
149	что здесь в	1	2
150	же в этой	1	2
151	в этом случае	9	2
152	же как и	3	2
153	одна и та	1	2
154	мы не можем	5	2
155	мы не будем	4	2
156	главным образом на	1	2
157	на две части	1	2
158	потому что они	1	2
159	друг к другу	2	2
160	как и всем	1	1
161	независимо от него	1	1
162	это не значит	2	1
163	как будто бы	1	1
164	в точности соответствует	1	1
165	все же она	1	1
166	очень интересный и	1	1
167	одном ряду с	1	1
168	с тем он	1	1
169	этом мы можем	1	1
170	такое же значение	1	1
171	и многие другие	2	1
172	одно из наиболее	1	1
173	только в целях	1	1
174	один из них	3	1
175	в этом ряду	1	1
176	в определенные дни	1	1
177	связан и другой	1	1
178	в течение всего	1	1
179	она как мы	1	1
180	это приводит к	1	1
181	на этом кончается	1	1
182	может так как	1	1
183	же деле эти	1	1
184	но есть и	1	1
185	и каким образом	1	1
186	идет не о	1	1
187	об этом так	1	1
188	слово для обозначения	1	1
189	в году под	1	1
190	заставляет видеть в	1	1
191	и через них	1	1
192	том чтобы установить	1	1
193	в течение первых	1	1
194	от земли и	1	1
