N	4gram	Propp_Isto	Myshleni
1	в то время как	3	20
2	состоит в том что	1	17
3	с этой точки зрения	2	16
4	так же как и	4	16
5	одно и то же	2	12
6	в том числе и	2	10
7	с одной стороны и	1	10
8	но вместе с тем	4	9
9	только в том что	1	8
10	не что иное как	1	6
11	точно так же как	2	6
12	и вместе с тем	1	5
13	в том смысле что	1	5
14	совершенно так же как	3	5
15	в тех случаях когда	1	4
16	одни и те же	1	4
17	указывает на то что	1	4
18	в тот момент когда	1	4
19	есть не что иное	1	4
20	указывают на то что	1	3
21	как мы видели выше	1	3
22	в том что она	1	3
23	ответить на этот вопрос	1	3
24	внимание на то что	1	3
25	но тем не менее	1	2
26	не только то что	1	2
27	не потому что он	1	2
28	в то же время	1	2
29	вместе с тем мы	1	2
30	смысле этого слова а	1	2
31	как мы увидим ниже	3	2
32	же как и в	1	2
33	что в этом случае	1	2
34	и в меньшей мере	1	2
35	но мы знаем что	3	2
36	чтобы ответить на этот	1	2
37	даже если бы мы	2	2
38	мы видели что в	1	2
39	которые не могут быть	1	2
40	только для того чтобы	1	2
41	есть одно и то	2	1
42	мы должны будем остановиться	1	1
43	может быть достигнуто только	1	1
44	таким образом мы видим	1	1
45	и с другой стороны	1	1
46	мы знаем что в	1	1
47	что они представляют собой	1	1
48	на этот вопрос так	1	1
49	с другой стороны в	1	1
50	что для того чтобы	1	1
51	между небом и землей	1	1
52	дело не в количестве	1	1
53	на первый план выдвигается	1	1
54	в том что там	1	1
55	это происходит потому что	1	1
56	вопрос о том что	1	1
57	приводит нас к той	1	1
58	то здесь мы имеем	2	1
59	это приводит нас к	3	1
60	в силу присущих ему	2	1
61	беда только в том	1	1
62	выше мы видели что	1	1
63	он не может быть	1	1
64	только после того как	1	1
65	а в связи с	1	1
66	в этом случае мы	2	1
67	и то что он	1	1
68	самом деле представляет собой	1	1
69	точно так же в	1	1
70	вместе с тем это	2	1
71	мы до сих пор	2	1
72	мы знаем что это	2	1
73	основана на том что	2	1
74	ни у одного из	1	1
75	об этом мы скажем	1	1
76	на самом деле представляет	1	1
77	по мере того как	3	1
78	в свою противоположность и	1	1
79	состоят в том что	1	1
80	являются с одной стороны	1	1
81	это может быть достигнуто	1	1
82	так же как он	2	1
83	и целый ряд других	2	1
84	во всех этих случаях	2	1
85	само по себе но	1	1
86	могут быть определены как	1	1
