N	2gram	Vygotskiy_	Formalny
1	и в	65	95
2	и не	20	78
3	может быть	33	66
4	в этом	37	61
5	не может	17	57
6	вовсе не	11	53
7	таким образом	21	52
8	и его	8	51
9	так и	3	50
10	точки зрения	19	47
11	в нем	8	42
12	в его	11	42
13	прежде всего	2	41
14	с точки	11	40
15	как и	12	39
16	и т	19	37
17	художественного произведения	2	36
18	в самом	41	35
19	не в	12	35
20	а не	11	34
21	но и	6	33
22	то же	17	32
23	самом деле	33	32
24	не только	16	30
25	в том	46	26
26	отнюдь не	2	26
27	если бы	22	26
28	то что	61	25
29	при этом	10	24
30	в своей	6	24
31	на самом	3	24
32	было бы	22	23
33	связи с	2	23
34	в ней	23	23
35	в то	5	22
36	и ее	4	22
37	поэтический язык	1	22
38	и с	4	21
39	что в	36	21
40	в истории	3	21
41	как бы	29	21
42	между ними	1	20
43	с тем	14	20
44	не менее	1	20
45	как мы	12	20
46	и от	1	20
47	место в	6	20
48	в их	3	20
49	по себе	5	19
50	художественное произведение	2	19
51	хотя бы	3	19
52	т д	6	19
53	не могут	2	19
54	все это	12	19
55	все же	10	18
56	в связи	1	18
57	т п	7	18
58	должна быть	5	18
59	только в	9	18
60	и все	14	18
61	с его	2	18
62	все эти	7	18
63	и их	2	18
64	именно как	3	17
65	как раз	14	17
66	как в	8	17
67	во всяком	6	16
68	с другой	8	16
69	так же	12	16
70	всяком случае	6	16
71	в искусстве	2	16
72	совершенно не	8	16
73	потому что	26	16
74	именно в	3	15
75	все время	36	15
76	должно быть	1	15
77	с другими	1	15
78	его в	5	15
79	бы в	3	15
80	во всех	4	15
81	и на	7	15
82	так как	13	15
83	но в	5	15
84	в поэзии	1	15
85	в жизни	6	14
86	только на	3	14
87	в своем	8	14
88	в ее	9	14
89	в этой	20	14
90	что он	23	14
91	вместе с	10	14
92	еще не	3	14
93	если мы	19	14
94	произведения и	1	14
95	и потому	1	14
96	жизни и	6	14
97	в целом	8	14
98	в результате	3	13
99	тем что	7	13
100	что и	7	13
101	говорит он	3	13
102	ни в	6	13
103	как его	1	13
104	независимо от	2	13
105	для них	1	13
106	сводится к	1	13
107	со стороны	4	13
108	что же	3	13
109	до конца	5	13
110	того что	9	13
111	как ее	1	13
112	она не	10	13
113	а в	9	13
114	поэтического произведения	2	12
115	там где	7	12
116	уже не	2	12
117	к тому	18	12
118	в действительности	3	12
119	как это	13	12
120	и здесь	9	12
121	оно не	1	12
122	того чтобы	21	12
123	и для	4	12
124	в корне	1	11
125	никогда не	9	11
126	что они	9	11
127	так сказать	6	11
128	между тем	10	11
129	зависимости от	1	11
130	они не	2	11
131	это и	4	11
132	для него	4	11
133	этом отношении	1	11
134	в основе	5	11
135	в общем	4	11
136	но не	3	11
137	слова и	3	11
138	не как	1	10
139	другой стороны	5	10
140	в своих	6	10
141	в первом	3	10
142	в художественном	1	10
143	в дальнейшем	1	10
144	конечно не	6	10
145	в зависимости	1	10
146	бы то	1	10
147	не было	4	10
148	не есть	1	10
149	действительности и	1	10
150	он не	11	10
151	если же	3	10
152	главным образом	6	10
153	материала в	3	10
154	с ее	5	10
155	мы видели	7	10
156	как о	1	10
157	в слове	1	10
158	дело идет	2	10
159	не является	2	10
160	тем же	1	10
161	друг друга	1	10
162	формы и	1	10
163	мы не	7	10
164	материала и	2	10
165	по существу	4	10
166	и как	10	10
167	не о	1	10
168	еще более	2	9
169	и даже	4	9
170	говорить о	3	9
171	для понимания	1	9
172	не могло	1	9
173	мы знаем	3	9
174	совсем не	3	9
175	одним словом	2	9
176	литературы и	1	9
177	бы ни	1	9
178	или иного	2	9
179	в языке	1	9
180	отношения к	3	9
181	язык и	1	9
182	в свою	6	9
183	и до	4	9
184	здесь не	3	9
185	но это	6	9
186	ничего не	4	9
187	от всех	1	9
188	менее всего	1	9
189	у нас	4	9
190	быть и	1	9
191	и может	5	9
192	и к	5	8
193	в них	4	8
194	и те	2	8
195	в данном	5	8
196	одной стороны	6	8
197	задачи и	1	8
198	всего этого	3	8
199	была бы	5	8
200	следует что	2	8
201	с одной	7	8
202	ясно что	11	8
203	же как	3	8
204	между собой	2	8
205	в сторону	2	8
206	в других	1	8
207	сих пор	6	8
208	поэтическое произведение	1	8
209	и является	1	8
210	из этого	10	8
211	всех этих	2	8
212	до сих	7	8
213	что это	19	8
214	с этим	11	8
215	роль в	2	8
216	на основе	1	8
217	в поэтическом	1	8
218	не должна	2	8
219	это не	7	8
220	должен быть	4	8
221	не следует	3	8
222	для того	18	8
223	для этого	9	8
224	в той	8	7
225	же и	1	7
226	его от	1	7
227	более или	1	7
228	но все	2	7
229	применении к	1	7
230	мы увидим	14	7
231	в применении	1	7
232	свою очередь	3	7
233	сказать что	14	7
234	что именно	3	7
235	к этому	5	7
236	вот как	2	7
237	в сущности	16	7
238	из них	10	7
239	время в	5	7
240	художественном произведении	1	7
241	от этого	4	7
242	смысл и	8	7
243	в себе	9	7
244	столь же	5	7
245	бы быть	2	7
246	искусства в	1	7
247	самое понятие	1	7
248	не на	1	7
249	сами по	3	7
250	смысла и	3	7
251	жизни в	1	7
252	том что	28	7
253	а вовсе	2	7
254	высшей степени	1	7
255	ничем не	3	7
256	в первый	2	7
257	он и	1	7
258	и более	4	7
259	и всякое	1	7
260	в литературу	1	7
261	в какой	8	7
262	или менее	1	7
263	в одной	2	7
264	того или	2	7
265	в понимании	1	7
266	как к	6	7
267	в высшей	1	7
268	и только	8	7
269	за счет	1	7
270	и наконец	2	7
271	к действительности	3	6
272	кроме того	2	6
273	те же	2	6
274	в этих	3	6
275	как она	8	6
276	если он	5	6
277	например в	5	6
278	их в	4	6
279	при таком	4	6
280	отличается от	2	6
281	о том	17	6
282	он был	3	6
283	материал в	1	6
284	жизнь и	2	6
285	только не	3	6
286	по преимуществу	2	6
287	от его	1	6
288	и других	5	6
