N	2gram	Propp_Isto	RusskieA
1	и в	43	79
2	в том	13	64
3	том что	12	59
4	что в	29	57
5	т е	36	54
6	не только	28	41
7	во время	8	38
8	так как	13	34
9	и другие	6	33
10	в этом	25	33
11	состоит в	4	32
12	как бы	5	31
13	но и	24	31
14	в других	6	30
15	в и	1	30
16	как и	9	28
17	и на	7	28
18	может быть	22	28
19	в этот	6	26
20	одна из	2	24
21	о том	4	23
22	и т	33	23
23	при этом	4	22
24	т д	30	21
25	там же	2	20
26	это не	10	20
27	е в	2	20
28	а в	13	20
29	как мы	11	20
30	из них	7	19
31	представляют собой	5	18
32	все это	4	18
33	с тем	3	17
34	таким образом	15	17
35	то что	20	17
36	вместе с	12	17
37	об этом	8	17
38	показывает что	13	17
39	потому что	8	17
40	д к	6	17
41	во многих	2	16
42	мы не	3	16
43	или на	1	15
44	будто бы	1	15
45	один из	7	15
46	в них	6	14
47	и с	10	14
48	не менее	6	14
49	тем не	6	14
50	в другие	1	14
51	как это	5	14
52	и что	6	14
53	мы видели	18	14
54	и не	16	14
55	для нас	6	14
56	у нас	7	14
57	уже не	11	13
58	к этому	10	13
59	в некоторых	9	13
60	так что	8	13
61	и по	6	13
62	к зеленин	5	13
63	как в	6	13
64	в которых	7	13
65	еще не	15	13
66	не может	8	13
67	тем что	8	12
68	между собой	2	12
69	полагает что	1	12
70	этом случае	8	12
71	этот обряд	2	12
72	мы имеем	24	12
73	в виде	2	12
74	в дом	13	11
75	а затем	6	11
76	мы увидим	6	11
77	в лесу	39	11
78	другие сроки	1	11
79	следующим образом	3	11
80	не имеет	3	11
81	но это	5	11
82	а на	5	11
83	далеко не	3	11
84	что на	6	11
85	все же	13	10
86	так например	3	10
87	представляет собой	6	10
88	том чтобы	1	10
89	его в	7	10
90	между тем	2	10
91	что и	17	10
92	в течение	6	10
93	так и	6	10
94	или в	14	10
95	а также	5	10
96	по существу	3	10
97	и других	1	10
98	то же	11	9
99	о чем	1	9
100	на части	1	9
101	видно что	5	9
102	что они	14	9
103	к жизни	2	9
104	с ней	6	9
105	и все	4	9
106	данном случае	6	9
107	того как	3	9
108	земли и	2	9
109	на голову	5	9
110	но в	15	9
111	в русском	3	9
112	но не	10	9
113	одно из	2	8
