N	2gram	Voloshinov	Sotsiolo
1	все это	4	7
2	в том	13	5
3	в этом	27	5
4	социологический метод	1	4
5	не только	18	3
6	как же	5	3
7	не в	13	3
8	и в	32	3
9	и только	2	3
10	социологического метода	3	3
11	но ведь	4	3
12	в его	10	3
13	что в	5	2
14	ведь это	1	2
15	то что	12	2
16	таким образом	29	2
17	том что	12	2
18	или даже	2	2
19	как бы	31	2
20	в результате	9	2
21	было бы	8	2
22	в смысле	11	2
23	это зависит	1	2
24	в частности	2	2
25	по природе	1	2
26	но и	17	2
27	конце концов	3	2
28	может быть	50	2
29	по существу	1	2
30	она может	3	2
31	главным образом	2	2
32	и что	2	2
33	это и	3	2
34	нашей науки	1	2
35	за пределы	8	2
36	по отношению	10	2
37	в конце	5	2
38	как только	1	2
39	отношению к	9	2
40	должна быть	6	2
41	далеко не	5	2
42	тем более	3	2
43	только в	14	2
44	к которому	1	2
45	то же	19	2
46	еще не	7	2
47	система не	1	1
48	как то	1	1
49	марксистской литературе	2	1
50	а в	5	1
51	что он	5	1
52	какие же	1	1
53	образом в	1	1
54	в конечном	1	1
55	столь же	2	1
56	в специфическую	1	1
57	науки о	6	1
58	быть не	2	1
59	в целом	2	1
60	в силу	1	1
61	на этот	3	1
62	и темы	1	1
63	это значит	1	1
64	что эти	1	1
65	все эти	8	1
66	не было	6	1
67	представить себе	1	1
68	остается в	2	1
69	связи с	22	1
70	систему его	1	1
71	точке зрения	2	1
72	только то	1	1
73	нет а	1	1
74	к субъекту	1	1
75	в своей	5	1
76	во всяком	8	1
77	и потому	7	1
78	переходим к	3	1
79	дает нам	1	1
80	все же	13	1
81	что это	3	1
82	или не	1	1
83	еще и	2	1
84	от друга	1	1
85	по крайней	1	1
86	иначе и	1	1
87	с другой	6	1
88	ни на	1	1
89	мы понимаем	1	1
90	мы должны	4	1
91	с каким-либо	1	1
92	в соответствующих	1	1
93	это же	2	1
94	данный человек	1	1
95	единства и	1	1
96	с ним	1	1
97	к вопросам	1	1
98	противном случае	2	1
99	между тем	8	1
100	собой не	1	1
101	как совокупность	1	1
102	именно и	1	1
103	и более	6	1
104	но как	3	1
105	в этой	3	1
106	вопросов в	1	1
107	и его	33	1
108	не должна	1	1
109	они ни	1	1
110	ли не	2	1
111	нашей работы	5	1
112	в данном	8	1
113	на все	2	1
114	только для	1	1
115	этих вопросов	1	1
116	в марксистской	2	1
117	в области	3	1
118	и по	1	1
119	существуют два	1	1
120	подвести итоги	1	1
121	первый план	2	1
122	с помощью	11	1
123	же самое	9	1
124	так и	21	1
125	в противном	2	1
126	только тогда	1	1
127	в то	7	1
128	бы они	2	1
129	темы и	4	1
130	наука о	1	1
131	слова но	3	1
132	в котором	6	1
133	внутреннего единства	1	1
134	те же	5	1
135	именно на	3	1
136	не выходит	1	1
137	между собой	3	1
138	мы переходим	1	1
139	должно было	2	1
140	родиться и	1	1
141	отнюдь не	14	1
142	и не	42	1
143	со своими	1	1
144	выходит за	1	1
145	но она	1	1
146	опорой для	1	1
147	всяком случае	4	1
148	эти два	2	1
149	и школа	1	1
150	только научная	1	1
151	с социальной	1	1
152	тем именно	1	1
153	же по	1	1
154	он ни	2	1
155	применения социологического	1	1
156	оставаясь на	1	1
157	настоящее время	6	1
158	или нет	1	1
159	это вовсе	1	1
160	и история	1	1
161	вступает в	2	1
162	но не	2	1
163	может служить	1	1
164	они не	2	1
165	осложняется еще	1	1
166	в него	1	1
167	благодаря этому	2	1
168	диалектического материализма	2	1
169	для этого	1	1
170	прежде всего	19	1
171	тем что	3	1
172	что она	1	1
173	тем же	4	1
174	в систему	3	1
175	в каждом	8	1
176	на тех	1	1
177	друг от	1	1
178	в чем	2	1
179	не из	1	1
180	на основании	1	1
181	а с	1	1
182	мы еще	1	1
183	ними в	1	1
184	методы и	3	1
185	а между	1	1
186	же не	2	1
187	но только	1	1
188	и будет	1	1
189	не дает	4	1
190	в лучшем	1	1
191	в сущности	17	1
192	психологии и	7	1
193	конечном счете	1	1
194	марксизма в	3	1
195	его в	7	1
196	в наше	1	1
197	зависит от	2	1
198	крайней мере	1	1
199	из современных	1	1
200	же этот	1	1
201	в процессе	31	1
202	между собою	1	1
203	ни были	2	1
204	вовсе не	15	1
205	с одной	2	1
206	и наконец	1	1
207	дает никаких	1	1
208	для изучения	1	1
209	конечно не	9	1
210	о том	4	1
211	мы не	6	1
212	не объединены	1	1
213	тому что	6	1
214	в заключение	1	1
215	но именно	4	1
216	мысли в	3	1
217	и затем	1	1
218	наше время	1	1
219	эти вопросы	1	1
220	в этих	2	1
221	означает только	1	1
222	сама по	2	1
223	какой же	1	1
224	у него	2	1
225	своих мыслей	1	1
226	по себе	5	1
227	на первый	2	1
228	без этого	1	1
229	бы он	3	1
230	в любой	1	1
231	вот в	2	1
232	все то	1	1
233	хотя бы	8	1
234	же время	7	1
235	это не	5	1
236	чуть ли	2	1
237	одной стороны	2	1
238	в связи	12	1
239	бы в	4	1
240	и должно	1	1
241	конечно только	1	1
242	в виде	1	1
243	в настоящее	6	1
244	именно в	6	1
245	никогда не	7	1
246	и есть	3	1
247	не может	40	1
248	между ними	6	1
249	и как	8	1
250	принять его	1	1
251	и какие	1	1
252	что все	3	1
253	место в	5	1
254	не без	1	1
255	для наших	1	1
256	как и	19	1
257	ничего не	9	1
