N	4gram	Tiupa_Teor	Literetu
1	в то же время	8	21
2	состоит в том что	5	8
3	с этой точки зрения	2	5
4	первых десятилетий хх века	1	4
5	бы то ни было	2	4
6	исходит из того что	1	4
7	одухотворить пресуществить нашу действительную	1	3
8	пресуществить нашу действительную жизнь	1	3
9	с одной стороны и	1	3
10	в одном воображении а	1	3
11	совокупность факторов художественного впечатления	2	3
12	может быть это точка	1	3
13	не в одном воображении	1	3
14	в том числе и	2	3
15	быть это точка безумия	1	3
16	должно одухотворить пресуществить нашу	1	3
17	как совокупность факторов художественного	2	3
18	чтения становится не менее	1	2
19	нам роды искусства и	1	2
20	воображении а и в	1	2
21	между писателем и читателем	1	2
22	не менее важным чем	1	2
23	искусство чтения становится не	1	2
24	ощущение исчерпанности оснований и	1	2
25	субъекта объекта и адресата	1	2
26	а и в самом	1	2
27	соучастие читателя искусство чтения	1	2
28	дело в том что	1	2
29	но в отличие от	1	2
30	новоевропейские народы уже исчерпали	1	2
31	на активное соучастие читателя	1	2
32	становится не менее важным	1	2
33	одном воображении а и	1	2
34	оказывается рассчитана на активное	1	2
35	рассчитана на активное соучастие	1	2
36	классический реализм xix века	1	2
37	и в самом деле	2	2
38	факторов художественного впечатления бахтин	1	2
39	креативного и рецептивного сознаний	1	2
40	модернизма оказывается рассчитана на	1	2
41	вся поэтика модернизма оказывается	1	2
42	поскольку он и сам	1	2
43	поэтика модернизма оказывается рассчитана	1	2
44	важным чем искусство писания	1	2
45	исчерпанности оснований и возможностей	1	2
46	одно и то же	2	2
47	известные нам роды искусства	1	2
48	читателя искусство чтения становится	1	2
49	активное соучастие читателя искусство	1	2
50	менее важным чем искусство	1	2
51	в связи с чем	1	2
52	что новоевропейские народы уже	1	2
53	может совершенствоваться но само	1	1
54	историк реконструирует скрытые причины	1	1
55	подобно тому как формирование	1	1
56	в различные периоды его	1	1
57	и позволяет толковать о	1	1
58	доминировало на предыдущей стадии	1	1
59	но в силу своей	1	1
60	способ присутствия в мире	1	1
61	а в сознании адресата	1	1
62	в отдельных достижениях когда	1	1
63	этих субпарадигм статус художественного	1	1
64	возможности заметить в его	1	1
65	сознании адресата именно так	1	1
66	искусство в том числе	1	1
67	таких парадигм подобно развитию	1	1
68	стороны эстетического выражаемой законом	1	1
69	художественная деятельность мыслится отныне	1	1
70	новой такой парадигмы совершается	1	1
71	оно мыслится субъективной новой	1	1
72	художественного сознания доминировавшего в	1	1
73	черта ее не перейти	1	1
74	смену мастерству вкусу оригинальности	1	1
75	тексте необходима еще и	1	1
76	мыслится как человек со	1	1
77	становится для читателя предлогом	1	1
78	нет не тебя так	1	1
79	я избывал свое одиночество	1	1
80	и самоутверждающаяся в этом	1	1
81	водяным бесом паном господином	1	1
82	карамзин средоточием художественной деятельности	1	1
83	эстетическая цель изображать красоту	1	1
84	вкусу оригинальности в качестве	1	1
85	периоды его бытования несмотря	1	1
86	исканий и проб научной	1	1
87	в общественном сознании каждой	1	1
88	ее адресат а не	1	1
89	текст основа не подвергаемого	1	1
90	художественности питается радикальным открытием	1	1
91	речевого материала и преобразовании	1	1
92	произведение искусства более не	2	1
93	устранены из искусства но	1	1
94	в его организации ничего	1	1
95	ведет к построению исторически	1	1
96	реальное многообразие этих субпарадигм	1	1
97	само оно исторической динамикой	1	1
98	какое-то утверждение о жизни	1	1
99	в виду не только	3	1
100	развитию биологического мира представляет	1	1
101	для читателя становиться самим	1	1
102	персонажу автор относится как	1	1
103	истины о жизни на	1	1
104	ничего недостающего или избыточного	1	1
105	воображении и самоутверждающаяся в	1	1
106	стать самостоятельным внутренним высказыванием	1	1
107	изображать красоту гармонию и	1	1
108	первой парадигмы художественности состоит	1	1
109	который бы позволял ему	1	1
110	ведущей парадигмы художественности предполагает	1	1
111	императиву мастерства приходит императив	1	1
112	восприниматься как факультативный признак	1	1
113	работа с собственным воображением	1	1
114	принципиальное свойство данной стадии	1	1
115	чтобы такое событие состоялось	1	1
116	ценностных ориентиров художественного сознания	1	1
117	воображением не могли быть	1	1
118	представляет собой однонаправленный и	1	1
119	я героя как суверенное	1	1
120	на предыдущей стадии и	1	1
121	определяющим отношением художественности становится	1	1
122	остановилась приобретя достодолжную и	1	1
123	только на воображаемого героя	1	1
124	текст становится для читателя	1	1
125	освоенного ранее гипертрофируя вновь	1	1
126	современности которая обретает при	1	1
127	что доминировало на предыдущей	1	1
128	традиционализма в различные периоды	1	1
129	после гегеля художественная деятельность	1	1
130	нормативного художественного сознания доминировавшего	1	1
131	творческой рефлексии художественное сознание	1	1
132	его целях задачах возможностях	1	1
133	незавершенности открытости конструктивной неполноты	1	1
134	во всей своей полноте	1	1
135	человек со специфически повышенной	1	1
136	его жизни подобно тому	1	1
137	искусства в жизни человека	1	1
138	то что доминировало на	1	1
139	трагическое есть рассказ о	1	1
140	глубже проникает в природу	1	1
141	приобретаемого научением мастерства в	1	1
142	параметрам ведет к построению	1	1
143	воспринимающее сознание творческий акт	1	1
144	предполагает существенное изменение статусов	1	1
145	но само оно исторической	1	1
146	более не сводится к	2	1
147	а для постсимволиста становится	1	1
148	не что иное как	1	1
149	к настоящему другому силится	1	1
150	не просто связанной так	1	1
151	представлений о месте искусства	1	1
152	парадигмы художественности предполагает существенное	1	1
153	гипертрофируя вновь открытое она	1	1
154	озабоченный вычислением пропорций коробки	1	1
155	концентрироваться в отдельных достижениях	1	1
156	на территории собственного сознания	1	1
157	а не объект воображения	1	1
158	в сознании адресата именно	1	1
159	субъекта художественной деятельности искусство	1	1
160	это может показаться исходя	1	1
161	и вполне присущую ей	1	1
162	сознание творческий акт художника	1	1
163	в этом втором случае	1	1
164	жизни на основании литературного	1	1
165	в суверенность чужого я	1	1
