N	2gram	Propp_Isto	Marksizm
1	точки зрения	4	69
2	может быть	19	64
3	и в	41	63
4	и не	12	55
5	как бы	8	53
6	не может	19	47
7	с точки	1	46
8	и пр	2	42
9	и его	11	41
10	в этом	19	39
11	таким образом	15	38
12	как мы	6	32
13	не только	30	29
14	то же	12	28
15	в нем	12	28
16	но и	20	27
17	связи с	3	25
18	самом деле	1	25
19	в самом	2	24
20	как и	8	24
21	прежде всего	6	24
22	только в	10	23
23	так и	8	23
24	в том	14	22
25	то что	12	22
26	а не	9	22
27	при этом	7	20
28	если мы	1	20
29	на почве	1	19
30	не в	12	19
31	если бы	3	19
32	том что	18	19
33	в его	4	19
34	в ее	3	18
35	но в	7	18
36	вовсе не	6	18
37	все же	14	17
38	по отношению	3	16
39	ни было	1	16
40	и как	3	16
41	в то	6	16
42	во всех	8	15
43	в связи	3	15
44	что он	29	15
45	русском языке	1	15
46	отношению к	3	15
47	в данном	8	14
48	хотя бы	1	14
49	в своей	4	13
50	так же	6	13
51	то ни	1	13
52	что в	21	13
53	и здесь	13	13
54	того чтобы	1	13
55	было бы	4	13
56	ничего не	7	13
57	мы не	10	13
58	для того	2	12
59	того же	3	12
60	бы то	1	12
61	в результате	1	12
62	он не	8	12
63	в основе	2	12
64	а в	12	12
65	не столько	4	11
66	к нему	8	11
67	мы уже	10	11
68	и что	15	11
69	и от	5	11
70	в немецком	1	11
71	до сих	4	11
72	и на	12	11
73	и все	6	11
74	как в	17	11
75	еще не	13	11
76	друг друга	2	11
77	так как	21	11
78	все эти	8	11
79	в ней	4	11
80	сих пор	5	11
81	именно в	2	10
82	во всяком	3	10
83	с другой	20	10
84	сказать что	5	10
85	к этому	5	10
86	никогда не	16	10
87	в своем	3	10
88	его в	7	10
89	в таком	1	10
90	одна из	7	10
91	в каждом	1	10
92	в основном	2	10
93	здесь мы	11	10
94	в большинстве	1	10
95	конечно не	2	10
96	с его	4	10
97	здесь в	1	10
98	и потому	1	10
99	отличие от	1	10
100	бытия в	1	10
101	быть и	1	9
102	к тому	4	9
103	только на	2	9
104	в себе	3	9
105	большинстве случаев	1	9
106	рядом с	1	9
107	и это	9	9
108	а как	2	9
109	мы видели	17	9
110	что это	6	9
111	ни в	4	9
112	не имеет	6	9
113	и более	2	9
114	это не	14	9
115	как если	1	9
116	одной из	4	9
117	и эта	5	9
118	же самое	1	9
119	кроме того	6	8
120	не как	1	8
121	другой стороны	17	8
122	но что	2	8
123	и даже	3	8
124	и с	4	8
125	на этой	1	8
126	мы знаем	4	8
127	что и	13	8
128	у него	16	8
129	не было	3	8
130	что не	3	8
131	тому что	2	8
132	ясно что	2	8
133	мы можем	11	8
134	не будет	6	8
135	в форме	4	8
136	сводится к	3	8
137	к другому	2	8
138	перед нами	4	8
139	в свою	1	8
140	этого слова	1	8
141	с этим	3	8
142	у нас	4	8
143	смысле этого	1	8
144	в их	4	8
145	в прямой	2	8
146	и их	1	8
147	в науке	1	8
148	и ее	6	8
149	на то	5	8
150	от него	6	7
151	в этих	16	7
152	не существует	1	7
153	в котором	3	7
154	и те	2	7
155	и формы	3	7
156	те же	2	7
157	в качестве	5	7
158	бы в	1	7
159	в этой	2	7
160	могут быть	3	7
161	оно может	3	7
162	там где	7	7
163	как такой	2	7
164	с ними	2	7
165	на основе	1	7
166	по себе	2	7
167	о том	15	7
168	того что	7	7
169	в начале	2	7
170	далеко не	3	7
171	бы он	1	7
172	по мере	1	6
173	от одного	1	6
174	теперь мы	1	6
175	уже не	8	6
176	входит в	1	6
177	одной стороны	12	6
178	в другом	2	6
179	в различных	3	6
180	для понимания	1	6
181	характерно что	2	6
182	с одной	12	6
183	здесь же	3	6
184	между ними	1	6
185	не есть	1	6
186	из одного	3	6
187	всяком случае	3	6
188	должны быть	4	6
189	этот вопрос	3	6
190	с ее	1	6
191	то есть	1	6
192	должна быть	3	6
193	от своего	2	6
194	зависимости от	4	6
195	не имеют	3	6
196	что же	2	6
197	тем же	1	6
198	для всего	1	6
199	тот же	2	6
200	этот процесс	1	6
201	он и	3	6
202	все это	9	6
203	в какой	1	6
204	вопрос о	6	6
205	как ее	1	6
206	мы должны	7	6
207	из этих	6	6
208	же в	1	6
209	еще более	1	5
210	формы в	1	5
211	о чем	2	5
212	в одном	2	5
213	нами в	2	5
214	не менее	5	5
215	связано с	7	5
216	был бы	1	5
217	как на	3	5
218	от того	4	5
219	должно быть	1	5
220	что такое	2	5
221	xix века	1	5
222	все время	2	5
223	от этого	2	5
224	и у	3	5
225	но как	4	5
226	в целях	2	5
227	и тем	4	5
228	этих форм	1	5
229	же он	1	5
230	в конце	4	5
231	то в	1	5
232	для себя	1	5
233	вместе с	17	5
234	и вот	2	5
235	ее в	3	5
236	связана с	4	5
237	хотя и	3	5
238	из него	3	5
239	формы и	2	5
240	этом случае	4	5
241	в более	3	5
242	или в	11	5
243	но не	8	5
244	в условиях	1	5
245	тем более	2	5
246	она не	3	5
247	в особенности	2	5
248	и к	1	4
249	мы постараемся	1	4
250	же и	1	4
251	только что	1	4
252	в них	4	4
253	связь с	7	4
254	но все	5	4
255	тем что	11	4
256	из всего	3	4
257	здесь происходит	1	4
258	он является	1	4
259	к другой	2	4
260	он был	2	4
261	этой связи	2	4
262	перед ним	2	4
263	следующим образом	4	4
264	как от	1	4
265	в зависимости	3	4
266	во всей	1	4
267	из них	2	4
268	что они	5	4
269	и он	8	4
270	она и	3	4
271	что все	1	4
272	не знает	2	4
273	в которой	2	4
274	именно здесь	1	4
275	из сознания	1	4
276	одним из	1	4
277	что она	6	4
278	но для	3	4
279	следовательно и	1	4
280	в других	6	4
281	находит свое	1	4
282	для его	1	4
283	не дает	1	4
284	в работе	1	4
285	но при	2	4
286	между двумя	2	4
287	так что	6	4
288	если же	1	4
289	всех других	2	4
290	в тех	8	4
291	и тот	3	4
292	из этого	2	4
293	его к	2	4
294	независимо от	3	4
295	от нее	2	4
296	уже знаем	5	4
297	не могут	3	4
298	и действительно	4	4
299	можно назвать	1	4
300	может получить	1	4
301	автора и	1	4
302	именно на	2	4
303	и до	2	4
304	что здесь	10	4
305	мог бы	1	4
306	но именно	1	4
307	только при	1	4
308	в чужую	2	4
309	и то	3	4
310	только с	1	4
311	нас не	2	4
312	уже в	4	4
313	не будем	2	4
314	можно сказать	3	4
315	как она	1	4
316	или даже	3	4
317	к своему	4	4
318	в одной	3	4
319	другими словами	3	4
320	может идти	2	4
321	как он	11	4
322	относится к	2	4
323	стороны и	4	4
324	в каких	2	4
325	и вне	1	4
326	к пониманию	1	4
327	жизни и	3	4
328	в области	3	4
329	эти два	1	4
330	они являются	1	3
331	с героем	3	3
332	языке и	1	3
333	не могло	2	3
334	и другую	2	3
335	однако и	1	3
336	даже в	2	3
337	не сможет	1	3
338	с тем	8	3
339	так в	10	3
340	на первый	6	3
341	определяется не	1	3
342	в дальнейшем	3	3
343	в действительности	2	3
344	и история	1	3
345	мы увидим	6	3
346	даже и	1	3
347	в этот	1	3
348	в руках	2	3
349	но они	4	3
350	находится в	2	3
351	увидим в	1	3
352	момент в	1	3
353	с ним	9	3
354	друг с	1	3
355	мы видим	14	3
356	все его	3	3
357	на протяжении	1	3
358	от его	2	3
359	здесь нет	4	3
360	к себе	4	3
361	тем не	4	3
362	обстоит дело	1	3
363	этими двумя	1	3
364	лежит в	2	3
365	такое понимание	2	3
366	не о	1	3
367	между этими	1	3
368	между собой	1	3
369	в русской	8	3
370	ли это	1	3
371	более или	3	3
372	и обеспечивает	1	3
373	как это	6	3
374	что эта	1	3
375	не приходится	1	3
376	и та	1	3
377	неотделим от	1	3
378	быть именно	1	3
379	по своей	1	3
380	по вопросу	1	3
381	могла бы	1	3
382	выходят за	1	3
383	что во	2	3
384	и др	4	3
385	в достаточной	2	3
386	вне этого	1	3
387	и есть	2	3
388	и пытается	1	3
389	в какой-то	1	3
390	как знак	1	3
391	были бы	1	3
392	не так	4	3
393	вступить в	1	3
394	и этот	1	3
395	мы встречаем	1	3
396	они и	1	3
397	если он	5	3
398	тогда когда	3	3
399	и при	2	3
400	учение о	1	3
401	в другой	3	3
402	из которых	3	3
403	можно было	3	3
404	должен был	2	3
405	поэтому и	1	3
406	еще в	3	3
407	но вот	2	3
408	они дают	1	3
409	и они	2	3
410	в которых	2	3
411	приводит к	1	3
412	со стороны	3	3
413	его становления	1	3
414	его и	1	3
415	к нашему	1	3
416	то он	2	3
417	потому что	13	3
418	этот случай	16	3
419	в мир	1	3
420	и той	1	3
421	людей так	1	3
422	самого героя	1	3
423	на этот	4	3
424	он может	4	3
425	здесь не	4	3
426	но если	2	3
427	главным образом	3	3
428	у них	3	3
429	но это	5	3
430	мы возьмем	1	3
431	подойти к	1	3
432	находятся в	1	3
433	ответ на	6	3
434	что оно	1	3
435	они не	4	3
436	того как	5	3
437	бы на	1	3
438	она будет	2	3
439	однако не	1	3
440	или иначе	2	3
441	на нее	1	3
442	в ту	1	3
443	есть только	1	3
444	к единству	1	3
445	а иногда	1	3
446	на все	1	3
447	один и	1	3
448	с другом	1	3
449	в виде	5	3
450	должен быть	2	3
451	или менее	3	3
452	не все	4	3
453	связаны с	4	3
454	на них	1	3
455	и по	7	3
456	этих двух	1	3
457	человека в	1	3
458	и других	2	3
459	первый план	1	3
460	как ни	1	3
461	действительности но	1	3
462	совпадает с	1	3
463	ту или	1	3
464	иногда и	1	3
465	когда он	5	3
466	а по	2	3
467	не с	2	3
468	или как	1	3
469	со своими	1	3
470	и о	2	3
471	и значения	1	3
472	все более	1	3
473	и только	4	3
474	в целом	2	3
475	и тогда	1	3
476	еще несколько	1	2
477	мы наблюдаем	1	2
478	во всем	2	2
479	и другие	10	2
480	вообще не	4	2
481	к этой	2	2
482	его за	2	2
483	с этой	7	2
484	дело с	2	2
485	вопросу о	1	2
486	глаза и	1	2
487	это значит	3	2
488	в разных	1	2
489	этот момент	1	2
490	тем как	1	2
491	и по-видимому	2	2
492	правда это	1	2
493	более широкий	1	2
494	этом направлении	1	2
495	связи нет	1	2
496	на смену	2	2
497	как они	1	2
498	героя как	1	2
499	небо и	5	2
500	но по	2	2
501	мы и	1	2
502	превращается в	10	2
503	например в	6	2
504	в жизни	2	2
505	находятся под	1	2
506	его на	2	2
507	на определенной	1	2
508	к самому	2	2
509	их в	3	2
510	а именно	12	2
511	отличается от	4	2
512	так например	5	2
513	искусство и	1	2
514	случай когда	2	2
515	ответить на	2	2
516	у такого	1	2
517	мы рассмотрим	6	2
518	говорящих на	1	2
519	то этот	1	2
520	отсюда и	1	2
521	она могла	1	2
522	этом мы	2	2
523	уже у	1	2
524	оно так	1	2
525	мы все	1	2
526	тем самым	3	2
527	не вполне	5	2
528	теперь к	1	2
529	к ним	3	2
530	исторические корни	2	2
531	в голове	1	2
532	него не	1	2
533	ее как	2	2
534	за него	4	2
535	такая же	1	2
536	на него	3	2
537	стороны оно	1	2
538	согласиться с	2	2
539	от них	2	2
540	от себя	1	2
541	не просто	3	2
542	эта работа	1	2
543	и во	1	2
544	всего в	1	2
545	и весь	1	2
546	действительно ли	2	2
547	видели что	4	2
548	ее и	2	2
549	собой и	1	2
550	мы как	1	2
551	мышления и	1	2
552	которое он	1	2
553	и всей	1	2
554	это будет	1	2
555	она в	4	2
556	в состоянии	4	2
557	отношения к	2	2
558	далеко за	1	2
559	после этого	8	2
560	и за	1	2
561	дочь в	1	2
562	или иную	1	2
563	и современная	1	2
564	на стадии	1	2
565	бы что	2	2
566	эта форма	4	2
567	тому же	1	2
568	говорит он	1	2
569	но он	4	2
570	ее от	1	2
571	связи со	3	2
572	что его	2	2
573	под его	1	2
574	не остается	1	2
575	их он	1	2
576	также в	1	2
577	эти три	3	2
578	и именно	1	2
579	же как	6	2
580	между прочим	3	2
581	развивается и	2	2
582	должно было	2	2
583	себе и	3	2
584	а только	1	2
585	в чем	5	2
586	что как	1	2
587	всех своих	1	2
588	именно как	1	2
589	в знак	1	2
590	а с	3	2
591	если оно	1	2
592	того в	1	2
593	превращаясь в	2	2
594	только путем	1	2
595	мысль и	1	2
596	героя и	5	2
597	самый вопрос	1	2
598	эти слова	1	2
599	другом и	1	2
600	связь и	2	2
601	ту же	3	2
602	совсем не	1	2
603	здесь она	1	2
604	не могла	1	2
605	где в	1	2
606	также не	3	2
607	в современной	2	2
608	вот в	2	2
609	в нее	1	2
610	в новое	1	2
611	сравнительно с	1	2
612	мы здесь	3	2
613	когда мы	2	2
614	нем и	1	2
615	ни одной	2	2
616	его как	2	2
617	друг другу	1	2
618	части в	1	2
619	речь может	2	2
620	это делает	1	2
621	всех сторон	1	2
622	не значит	1	2
623	или может	1	2
624	на большой	1	2
625	же мы	6	2
626	во время	7	2
627	всех этих	6	2
628	случае это	1	2
629	так или	2	2
630	и нельзя	1	2
631	в частности	3	2
632	все в	2	2
633	та же	5	2
634	в самый	1	2
635	которые он	1	2
636	переносится в	2	2
637	к выводу	1	2
638	видели как	4	2
639	оно не	2	2
640	сами по	1	2
641	мы понимаем	1	2
642	оказывается в	1	2
643	смысла и	1	2
644	это положение	2	2
645	с целью	2	2
646	превращаются в	2	2
647	к царю	1	2
648	как о	1	2
649	при более	1	2
650	и так	2	2
651	никто не	2	2
652	направление в	1	2
653	себя и	1	2
654	ему и	1	2
655	нет в	2	2
656	он также	3	2
657	он же	2	2
658	где нет	1	2
659	что мы	3	2
660	которых будет	1	2
661	с переходом	1	2
662	из простых	1	2
663	нет даже	1	2
664	и если	4	2
665	и поэтому	1	2
666	тех пор	1	2
667	для нее	2	2
668	и вся	1	2
669	вступает в	4	2
670	в совершенно	1	2
671	этой же	1	2
672	на которые	1	2
673	или вообще	1	2
674	не совсем	3	2
675	и небо	1	2
676	впервые в	1	2
677	с громадным	1	2
678	значение имеет	1	2
679	им к	1	2
680	в сознании	1	2
681	это одно	1	2
682	стороны эти	1	2
683	мы еще	2	2
684	в самой	1	2
685	к лицу	1	2
686	их к	1	2
687	на языке	1	2
688	же стороны	1	2
689	нет ни	2	2
690	данном случае	7	2
691	зависит от	1	2
692	он делает	1	2
693	оно само	1	2
694	одна и	1	2
695	в определенных	1	2
696	в литературе	2	2
697	лицом к	1	2
698	же не	2	2
699	из форм	1	2
700	а все	1	2
701	два раза	1	2
702	но с	2	2
703	и где	1	2
704	указывает на	1	2
705	сама по	1	2
706	с той	1	2
707	один момент	1	2
708	есть в	1	2
709	эти две	1	2
710	язык и	1	2
711	мира и	2	2
712	этого вопроса	2	2
713	по его	2	2
714	достаточной степени	2	2
715	но уже	1	2
716	пока не	1	2
717	на его	6	2
718	всегда связано	1	2
719	что эти	4	2
720	они все	2	2
721	и тех	1	2
722	искать в	1	2
