N	3gram	Tiupa_Anal	KulturaY
1	и т п	3	93
2	для того чтобы	3	38
3	с точки зрения	6	36
4	в том что	13	33
5	в самом деле	3	29
6	можно было бы	1	25
7	тем не менее	3	19
8	во всяком случае	1	19
9	с другой стороны	2	17
10	в зависимости от	1	16
11	до сих пор	1	14
12	в том чтобы	7	14
13	по отношению к	9	13
14	по крайней мере	4	13
15	в связи с	2	12
16	и в самом	3	11
17	не может быть	17	11
18	в этом отношении	5	11
19	в этом смысле	3	10
20	о том что	8	10
21	вместе с тем	1	9
22	того или иного	3	9
23	не в том	3	8
24	не только в	3	8
25	в этом случае	4	8
26	тех пор пока	1	7
27	мере в какой	2	7
28	в той мере	2	7
29	той мере в	2	7
30	в том случае	1	7
31	до тех пор	1	7
32	а с другой	1	7
33	в свою очередь	1	7
34	только в том	1	7
35	с одной стороны	6	7
36	хотя бы и	1	6
37	в отличие от	8	6
38	к тому же	6	6
39	то же время	7	6
40	только тогда когда	1	6
41	той или иной	8	6
42	этой точки зрения	2	6
43	в то же	9	6
44	не говоря уже	1	6
45	что же до	1	6
46	в первую очередь	1	6
47	в свое время	3	6
48	то или иное	1	5
49	говоря уже о	1	5
50	дело не в	2	5
51	с этой точки	2	5
52	речь идет о	1	5
53	более или менее	2	5
54	в соответствии с	2	5
55	в данном случае	3	5
56	и в этом	4	5
57	что же касается	1	5
58	на этот вопрос	1	5
59	лишь в том	3	4
60	в конечном счете	5	4
61	так или иначе	1	4
62	сам по себе	1	4
63	том что он	2	4
64	в первом случае	2	4
65	смысле этого слова	1	4
66	и того же	2	4
67	а в том	1	4
68	к тому что	2	4
69	состоит в том	6	4
70	одного и того	2	4
71	в том и	2	4
72	на то что	2	4
73	заключается в том	1	4
74	о том как	1	3
75	в той же	1	3
76	и тогда когда	2	3
77	все той же	2	3
78	в таком случае	5	3
79	и вместе с	1	3
80	тех или иных	3	3
81	точки зрения в	1	3
82	тех случаях когда	1	3
83	того что в	2	3
84	как раз и	2	3
85	не случайно и	1	3
86	в известном смысле	2	3
87	в тех случаях	1	3
88	или меньшей степени	1	3
89	сама по себе	1	3
90	большей или меньшей	4	3
91	не только для	1	3
92	в том смысле	1	3
93	в виду не	1	3
94	на себя внимание	3	3
95	и не в	4	3
96	на точку зрения	1	3
97	в большей или	1	3
98	в противном случае	1	3
99	широком смысле этого	1	3
100	состоит не в	1	3
101	только для того	1	3
102	не могут быть	2	3
103	в таких случаях	1	3
104	том случае если	1	3
105	потому что я	1	2
106	в той или	3	2
107	в применении к	1	2
108	том смысле что	1	2
109	несмотря на то	1	2
110	имеется в виду	1	2
111	самом деле в	1	2
112	внимание на то	1	2
113	в собственном смысле	1	2
114	обращает на себя	3	2
115	в том числе	3	2
116	и тот же	2	2
117	по природе своей	3	2
118	и то же	2	2
119	по своему содержанию	1	2
120	уже потому что	1	2
121	сами по себе	3	2
122	и если бы	1	2
123	в особенности же	1	2
124	между тем как	2	2
125	по себе они	1	2
126	во все времена	1	2
127	это всего лишь	1	2
128	а не с	2	2
129	что даже в	1	2
130	бы то ни	3	2
131	из того что	3	2
132	быть не может	3	2
133	собственном смысле слова	1	2
134	а то и	1	2
135	самом деле не	1	2
136	а вместе с	1	2
137	на тех же	1	2
138	и тем же	1	2
139	в данный момент	2	2
140	так и не	5	2
141	один и тот	1	2
142	том или ином	4	2
143	прежде всего в	2	2
144	можно сказать что	1	2
145	в стилистическом отношении	1	2
146	то что мы	1	2
147	и той же	1	2
148	того чтобы быть	1	2
149	до некоторой степени	1	2
150	не более чем	4	2
151	не что иное	5	2
152	одним и тем	1	2
153	одной и той	1	2
154	мы имеем в	1	2
155	в широком смысле	2	2
156	а вовсе не	1	2
157	что иное как	6	2
158	едва ли не	1	2
159	также и в	1	2
160	бы не может	1	1
161	уже не с	1	1
162	в сочетании с	7	1
163	в действительности и	1	1
164	и на все	1	1
165	никак не может	1	1
166	как раз не	1	1
167	отнюдь не является	1	1
168	а всего лишь	1	1
169	непременно должен быть	1	1
170	и целым рядом	1	1
171	ничего не говорит	1	1
172	но и на	1	1
173	для науки о	1	1
174	выходят за рамки	1	1
175	не сам по	1	1
176	могла бы послужить	1	1
177	ровным счетом ничего	1	1
178	в коем случае	2	1
179	в силу своей	3	1
180	крайней мере в	1	1
181	не говоря о	1	1
182	свидетельствует о том	1	1
183	на вопрос о	1	1
184	во внутреннюю связь	1	1
185	тех же основаниях	1	1
186	во втором случае	1	1
187	язык есть не	1	1
188	в чем дело	1	1
189	в совокупности своей	1	1
190	постановку вопроса о	1	1
191	иметь дело не	1	1
192	конечно далеко не	1	1
193	отнюдь не только	1	1
194	том и состоит	1	1
195	лишь в самом	1	1
196	есть не что	4	1
197	поэтического творчества и	1	1
198	ни в коем	2	1
199	и даже в	1	1
200	по аналогии с	1	1
201	который не может	1	1
202	не о том	3	1
203	и тем самым	2	1
204	в том или	3	1
205	в акте понимания	1	1
206	что мы наблюдаем	1	1
207	виду не только	1	1
208	ставит себе целью	1	1
209	и остается в	1	1
210	не только не	2	1
211	то ни было	3	1
212	бы и в	1	1
213	то же самое	3	1
214	на этот раз	1	1
215	значении этого слова	7	1
216	в самом тексте	1	1
217	себе ничего не	1	1
218	это своего рода	1	1
219	могут и должны	1	1
220	следует думать что	1	1
221	отвечает на вопрос	1	1
222	в равной мере	2	1
223	все без исключения	1	1
224	в значительной степени	1	1
225	же самое что	1	1
226	никоим образом не	1	1
227	и не может	4	1
228	в этом последнем	1	1
229	в этом понимании	1	1
230	в этих случаях	1	1
231	и на тех	1	1
232	а не материальное	1	1
233	есть не более	1	1
234	но прежде всего	1	1
235	в поэзии где	1	1
236	в ходе повествования	1	1
237	так как если	1	1
238	вместе с ним	2	1
239	языка и в	1	1
240	и что же?	1	1
241	не удивительно что	2	1
242	не следует думать	1	1
243	в первой же	1	1
244	по себе ничего	1	1
245	дело не с	2	1
246	не столько в	1	1
247	можно утверждать что	1	1
248	но и в	3	1
249	в одном лице	1	1
250	только в его	1	1
251	не последнюю роль	1	1
252	имеет место лишь	1	1
253	имеем в виду	1	1
254	в последние десятилетия	1	1
255	может быть использован	1	1
256	а своего рода	1	1
257	не только такие	1	1
258	как и в	2	1
259	какой бы то	2	1
260	что с ними	1	1
261	есть в сущности	2	1
262	можно сказать на	1	1
263	то и просто	1	1
264	это также не	1	1
265	и к тому	2	1
266	слова легко можно	1	1
267	тому или иному	2	1
268	с легкой руки	2	1
269	не должен быть	2	1
270	может быть как	1	1
271	так как будто	1	1
272	не выходят за	1	1
273	в несколько ином	1	1
274	и тем что	1	1
275	в области литературной	1	1
276	и в частности	1	1
277	именно в этом	2	1
278	можно обозначить как	1	1
279	далеко не все	1	1
280	ответ на этот	1	1
281	одно и то	2	1
282	языка но в	1	1
283	всех этих случаях	1	1
284	как и следовало	1	1
285	приводит к тому	1	1
286	по меньшей мере	1	1
287	п таким образом	1	1
288	во всех этих	1	1
289	которые могут быть	1	1
290	содержат в себе	1	1
291	и то что	1	1
292	и при этом	1	1
293	и не могут	1	1
294	имеет в своем	1	1
295	культуры в целом	1	1
296	конечно может быть	1	1
297	выходит за пределы	1	1
298	или иной форме	1	1
299	самом деле как	1	1
300	но и для	1	1
301	и все же	2	1
302	это отнюдь не	1	1
303	еще ничего не	1	1
304	здесь не более	1	1
305	в этой плоскости	1	1
306	между прочим и	1	1
307	т п таким	1	1
308	еще не решает	1	1
309	в том виде	1	1
310	и состоит что	1	1
311	но и как	1	1
312	далеко не всегда	2	1
313	вообще и тем	1	1
314	если бы он	1	1
315	один в другом	1	1
316	в сущности говоря	1	1
