N	2gram	Propp_Isto	Otkroven
1	у него	4	22
2	и в	43	19
3	и не	16	13
4	но и	24	13
5	в этом	25	12
6	человека в	2	11
7	а не	13	11
8	не только	28	11
9	не в	9	11
10	может быть	22	11
11	вопрос о	4	10
12	человека и	1	10
13	и все	4	10
14	в нем	11	10
15	потому что	8	9
16	прежде всего	3	9
17	не было	2	9
18	никогда не	9	9
19	и он	2	8
20	он был	1	8
21	нет ничего	3	7
22	от него	3	7
23	ни с	1	7
24	в его	7	7
25	он всегда	1	7
26	он не	11	7
27	но он	8	7
28	в глубине	1	7
29	человек не	1	7
30	все это	4	6
31	как и	9	6
32	в самом	1	5
33	в том	13	5
34	в этой	7	5
35	а в	13	5
36	отношение к	4	5
37	о его	2	5
38	то что	20	5
39	что в	29	4
40	т е	36	4
41	не может	8	4
42	него и	2	4
43	что не	3	4
44	человек и	1	4
45	все эти	8	4
46	на земле	2	4
47	и его	10	4
48	он сам	2	4
49	с его	1	4
50	только одно	1	3
51	в русской	5	3
52	и от	3	3
53	до самой	1	3
54	все что	4	3
55	что человек	1	3
56	и вот	3	3
57	хотя бы	3	3
58	это за	1	3
59	это не	10	3
60	с ним	1	3
61	когда он	2	3
62	в этих	18	3
63	в своих	1	3
64	как бы	5	3
65	было бы	5	3
66	могут быть	9	3
67	в себе	2	3
68	и есть	3	3
69	что он	17	3
70	никто не	2	3
71	это было	1	3
72	и ее	3	3
73	о том	4	3
74	того что	8	3
75	к нему	12	3
76	еще не	15	3
77	человека к	1	2
78	и к	4	2
79	как к	2	2
80	и потому	2	2
81	так и	6	2
82	что они	14	2
83	и то	4	2
84	но никогда	1	2
85	все же	13	2
86	что у	4	2
87	не могли	1	2
88	так как	13	2
89	и очень	2	2
90	к этой	2	2
91	к ней	4	2
92	его не	3	2
93	уже в	1	2
94	в человеческом	2	2
95	в другом	11	2
96	так что	8	2
97	в своем	2	2
98	в этот	6	2
99	с тем	3	2
100	отношений это	1	2
101	с которой	1	2
102	в которой	1	2
103	ее в	3	2
104	не все	7	2
105	и этим	1	2
106	одно из	2	2
107	что и	17	2
108	для человека	1	2
109	к черту	1	2
110	у кого	1	2
111	можно ли	3	2
112	его в	7	2
113	должен был	5	2
114	чем в	1	2
115	он весь	2	2
116	не очень	1	2
117	этого мира	1	2
118	и с	10	2
119	что же	2	2
120	то к	1	2
121	и там	6	2
122	он в	3	2
123	и о	2	2
124	сказать что	5	2
125	тем что	8	2
126	что есть	1	2
127	из всего	1	2
128	ничего и	1	2
129	и на	7	2
130	в других	6	2
131	же можно	2	2
132	ничего не	12	2
133	хотя и	4	2
134	не есть	3	2
135	в своей	4	2
136	все еще	7	2
137	по себе	3	2
138	не имеет	3	2
139	к этому	10	2
140	же это	1	2
141	том что	12	2
142	и для	3	2
143	в ее	1	2
144	своей жизни	1	2
145	человек всегда	1	2
146	но в	15	2
147	было у	1	1
148	уже с	3	1
149	что было	3	1
150	понял что	1	1
151	во всем	3	1
152	к одному	1	1
153	это от	1	1
154	один когда	1	1
155	и бессмертие	1	1
156	и весь	1	1
157	если вы	1	1
158	эти существа	1	1
159	во всяком	2	1
160	связан с	5	1
161	бросается в	1	1
162	ко всему	1	1
163	его и	6	1
164	с образом	1	1
165	с обычными	1	1
166	но можно	1	1
167	совершенно не	2	1
168	смерть и	2	1
169	попадает в	14	1
170	то он	1	1
171	все делают	1	1
172	что делается	2	1
173	над ними	2	1
174	для его	1	1
175	еще одну	3	1
176	и скажет	1	1
177	это конечно	1	1
178	не существует	1	1
179	в центре	1	1
180	все его	1	1
181	и других	1	1
182	указывали на	1	1
183	один из	7	1
184	в котором	5	1
185	и здесь	8	1
186	из сторон	1	1
187	виду не	1	1
188	разрушения и	1	1
189	после этого	2	1
190	с душой	2	1
191	они и	3	1
192	ней возвращается	1	1
193	же и	1	1
194	поле битвы	1	1
195	после того	5	1
196	она должна	1	1
197	не имеют	2	1
198	того как	3	1
199	одну особенность	1	1
200	к одной	1	1
201	и пр	19	1
202	этого она	1	1
203	хочет сделать	1	1
204	собой в	1	1
205	его с	2	1
206	она не	4	1
207	есть одно	1	1
208	должна быть	2	1
209	мы не	3	1
210	но еще	1	1
211	больше всего	1	1
212	есть у	2	1
213	связана с	4	1
214	сострадания к	1	1
215	от разрушения	1	1
216	это лишь	1	1
217	еще больше	1	1
218	еще более	3	1
219	с чертом	1	1
220	также и	1	1
221	ту же	2	1
222	но не	10	1
223	это должно	1	1
224	по сравнению	2	1
225	это все	1	1
226	души человеческой	1	1
227	представляет собой	6	1
228	с какой	1	1
229	оба они	1	1
230	был бы	1	1
231	в ней	3	1
232	из всех	1	1
233	борьбе со	1	1
234	на два	1	1
235	и дело	1	1
236	человека как	1	1
237	художественного творчества	1	1
238	он видит	3	1
239	это для	1	1
240	что это	4	1
241	речи и	1	1
242	всяком случае	2	1
243	он и	4	1
244	очень ясно	1	1
245	о чем	1	1
246	из которой	1	1
247	этот случай	15	1
248	его он	3	1
249	у его	2	1
250	но тем	2	1
251	в частности	6	1
252	говорит о	1	1
253	как это	5	1
254	о нем	2	1
255	между двумя	6	1
256	чтобы иметь	1	1
257	что только	1	1
258	чего не	1	1
259	на нем	4	1
260	и тут	1	1
261	как у	2	1
262	идти в	1	1
263	со стороны	3	1
264	и через	1	1
265	он должен	3	1
266	в науке	1	1
267	видеть в	3	1
268	что люди	1	1
269	не с	2	1
270	в огненный	1	1
271	не хочет	3	1
272	ты не	3	1
273	он убивает	1	1
274	с тобой	2	1
275	и кто	1	1
276	и что	6	1
277	но сам	1	1
278	в одном	9	1
279	на самом	2	1
280	они в	2	1
281	у нас	7	1
282	можно было	3	1
283	он за	1	1
284	подходит к	1	1
285	люди а	1	1
286	оказывается что	2	1
287	же не	2	1
288	им самим	1	1
289	и это	5	1
290	а те	1	1
291	это подтверждается	1	1
292	ее с	1	1
293	кто бы	1	1
294	у многих	2	1
295	и отец	1	1
296	смысле этого	3	1
297	там и	1	1
298	и до	1	1
299	нет никакого	1	1
300	доходит до	2	1
301	противоположное ему	1	1
302	по содержанию	1	1
303	обстановка и	1	1
304	не вполне	7	1
305	в русском	3	1
306	за это	2	1
307	по своей	1	1
