N	3gram	Voloshinov	Freidism
1	с точки зрения	31	15
2	не может быть	23	14
3	по отношению к	9	11
4	в самом деле	13	10
5	в том что	9	9
6	как мы видели	4	8
7	во всяком случае	4	8
8	и прежде всего	4	7
9	в то же	7	6
10	в высшей степени	5	6
11	то же время	7	6
12	может быть и	8	6
13	– все это	2	5
14	во внешнем опыте	1	5
15	можем сказать что	1	5
16	в большинстве случаев	7	5
17	с самого начала	9	5
18	можно сказать что	4	5
19	как мы уже	3	5
20	мы можем сказать	2	5
21	в индивидуальную душу	1	5
22	в ее целом	3	4
23	в свою очередь	5	4
24	с помощью которых	1	4
25	это вовсе не	1	4
26	в своей основе	1	4
27	тем не менее	3	4
28	мы уже указывали	1	4
29	на самом деле	5	4
30	в зависимости от	2	4
31	по ту сторону	1	4
32	в таком случае	5	4
33	не могут быть	3	4
34	на первый план	2	4
35	в этом отношении	4	4
36	в последнем счете	1	4
37	и тот же	3	3
38	мы уже знаем	2	3
39	ничего общего не	1	3
40	отнюдь не является	5	3
41	для того чтобы	7	3
42	о том что	2	3
43	один и тот	3	3
44	в собственном смысле	2	3
45	до сих пор	10	3
46	что же касается	1	3
47	и внешней речи	1	3
48	и той же	2	3
49	все это –	1	3
50	во всех своих	1	3
51	бы то ни	11	3
52	на этот вопрос	3	3
53	так и в	2	3
54	мы видели что	1	3
55	внутренней и внешней	1	3
56	что все эти	1	3
57	одной и той	2	3
58	но в то	6	3
59	быть и речи	4	3
60	но во всяком	1	3
61	нам уже приходилось	1	3
62	в конечном счете	1	3
63	в следующей главе	3	3
64	теперь мы должны	2	3
65	нет и не	2	3
66	если бы он	3	3
67	и не может	11	3
68	и есть та	1	2
69	она слагается из	1	2
70	и его школа	1	2
71	ни о каком	1	2
72	все остальное –	1	2
73	точка зрения на	1	2
74	равно как и	1	2
75	одним из наиболее	1	2
76	марксистской точки зрения	1	2
77	в применении к	1	2
78	с объективной точки	3	2
79	снова и снова	1	2
80	ни о какой	1	2
81	– очень важный	1	2
82	в этом смысле	2	2
83	в чем же	2	2
84	то или иное	1	2
85	ни в какой	2	2
86	и его формы	3	2
87	– это вовсе	1	2
88	обстоит дело и	1	2
89	следующей главе глава	1	2
90	хотя бы и	1	2
91	в предыдущей главе	1	2
92	вовсе не в	1	2
93	в конце концов	3	2
94	условиях социальной среды	1	2
95	обратное влияние на	2	2
96	а следовательно и	2	2
97	в какой степени	2	2
98	но если мы	1	2
99	по отношению ко	1	2
100	и с помощью	1	2
101	и пр и	5	2
102	в узком смысле	4	2
103	что же такое	1	2
104	в условиях социальной	1	2
105	его жизни и	1	2
106	не чем иным	1	2
107	но более того	1	2
108	чем иным как	1	2
109	– это и	2	2
110	в этом –	1	2
111	далеко не так	1	2
112	объективной точки зрения	5	2
113	в отличие от	7	2
114	мы полагаем что	2	2
115	том что он	3	2
116	природной и социальной	1	2
117	для него только	1	2
118	таким образом в	1	2
119	то ни было	11	2
120	выходит за пределы	1	2
121	к тому что	4	2
122	самом же деле	5	2
123	это и есть	2	2
124	в подходе к	1	2
125	в другом месте	1	2
126	на самом же	5	2
127	с одной стороны	2	2
128	пр и пр	5	2
129	в его целом	2	2
130	во всех областях	2	2
131	психической жизни в	1	2
132	связанных с ними	1	2
133	и пр –	1	2
134	то же самое	8	2
135	уже приходилось говорить	1	1
136	на этой почве	4	1
137	быть не может	1	1
138	психологии в этом	2	1
139	тесно связана с	3	1
140	все это является	1	1
141	в этом случае	3	1
142	содержание индивидуальной психики	2	1
143	процессы в нервной	1	1
144	и те же	5	1
145	становятся как бы	1	1
146	но ведь как	1	1
147	сих пор не	1	1
148	собственном смысле слова	2	1
149	непосредственно из природы	1	1
150	важный момент в	1	1
151	к нему и	1	1
