N	3gram	Bakhtin_Fr	Morfolog
1	мы видим что	1	11
2	в этом случае	1	10
3	не может быть	5	9
4	в связи с	1	9
5	по отношению к	2	7
6	с точки зрения	6	6
7	подобно тому как	2	5
8	с другой стороны	1	5
9	в том что	6	4
10	в тех же	1	4
11	на самом деле	2	4
12	не могут быть	2	4
13	но все же	3	4
14	может быть названо	1	4
15	на то что	1	3
16	в большинстве случаев	2	3
17	о том что	3	3
18	в собственном смысле	3	3
19	как и в	1	3
20	для того чтобы	2	3
21	и пр и	1	3
22	в настоящее время	1	3
23	до наших дней	1	2
24	имеет огромное значение	1	2
25	это и не	1	2
26	мы имеем в	1	2
27	и в других	2	2
28	тех случаях когда	1	2
29	не входит в	2	2
30	во всяком случае	2	2
31	в тех случаях	1	2
32	с этого момента	1	2
33	с одной стороны	2	2
34	в этом отношении	5	2
35	вне связи с	1	2
36	остановимся лишь на	1	1
37	едой и питьем	1	1
38	и в новой	1	1
39	входит в наши	1	1
40	к тому или	1	1
41	в подземное царство	1	1
42	некоторые из этих	2	1
43	возвращается к себе	1	1
44	он как бы	2	1
45	в применении к	3	1
46	до известной степени	2	1
47	но это и	1	1
48	и может быть	1	1
49	и многие другие	1	1
50	это одна из	1	1
51	в чем же	1	1
52	тому или другому	1	1
53	но как бы	1	1
54	можно сказать что	3	1
55	в какой степени	1	1
56	еще тем что	1	1
57	средство для достижения	1	1
58	далеко не всегда	1	1
59	потому что в	1	1
60	этот вопрос мы	2	1
61	более и более	1	1
62	в то же	5	1
63	тех или иных	1	1
64	и многое другое	1	1
65	на этот вопрос	2	1
66	и ни к	1	1
67	рождаются все эти	1	1
68	одним из основателей	1	1
69	как мы уже	8	1
70	а и в	1	1
71	мы будем говорить	1	1
72	вряд ли можно	1	1
73	во многих отношениях	1	1
74	эти и подобные	1	1
75	прежде всего о	1	1
76	в основе ее	1	1
77	друг с другом	2	1
78	до сих пор	7	1
79	все же в	2	1
80	не потому что	1	1
81	все более и	1	1
82	и в начале	2	1
83	роль в создании	1	1
84	главным образом как	1	1
85	в наши дни	1	1
86	той или иной	5	1
87	бросается в глаза	1	1
88	так например в	1	1
89	в наши задачи	1	1
90	это уже не	3	1
91	во всех этих	2	1
92	этого нельзя утверждать	1	1
93	бы они ни	1	1
94	во всей своей	1	1
95	не стремится к	1	1
96	из них не	1	1
97	том что он	1	1
98	это означает что	1	1
99	по существу и	1	1
100	и в некоторых	1	1
101	между тем в	1	1
102	и где начинается	1	1
103	вплоть до наших	1	1
104	во всех других	2	1
105	один из них	1	1
106	как бы в	1	1
107	и до известной	1	1
108	здесь не место	1	1
109	один из наиболее	1	1
110	или во всяком	1	1
111	то же время	5	1
112	некоторые из них	1	1
113	еще придется остановиться	1	1
114	и этот момент	1	1
115	но это не	1	1
116	говорить не будем	1	1
117	они вступают в	1	1
