N	3gram	Vygotskiy_	VeschiIm
1	это значит что	4	25
2	не может быть	4	24
3	бы то ни	1	12
4	не что иное	2	12
5	то ни было	1	12
6	что иное как	2	12
7	тем не менее	1	11
8	в том что	33	9
9	есть не что	2	8
10	в самом деле	6	7
11	на то что	5	7
12	по сравнению с	9	7
13	сама по себе	4	7
14	ни в каком	1	6
15	с точки зрения	12	6
16	то и другое	2	6
17	и не только	1	6
18	в свою очередь	4	5
19	в то же	1	5
20	и то же	1	5
21	и то что	6	5
22	одно и то	1	5
23	подобно тому как	6	5
24	не только в	1	5
25	не есть просто	1	5
26	равно как и	1	4
27	о том как	3	4
28	то время как	4	4
29	от того что	6	4
30	то что является	1	4
31	этой точки зрения	7	4
32	с этой точки	7	4
33	есть прежде всего	1	4
34	в то время	4	4
35	более или менее	1	4
36	сам по себе	1	4
37	те или другие	1	4
38	не только не	7	4
39	о том что	7	4
40	само по себе	2	4
41	это и значит	1	4
42	мы видели что	2	3
43	вместе с тем	4	3
44	мы говорим что	2	3
45	заключается в том	12	3
46	не только это	1	3
47	именно тем что	1	3
48	что значит что	1	3
49	можно сказать что	7	3
50	из того что	4	3
51	сами по себе	1	3
52	мы не можем	2	3
53	можно было бы	8	3
54	так что в	2	3
55	в собственном смысле	2	3
56	не может не	3	3
57	только то что	2	3
58	с одной стороны	10	3
59	с другой стороны	8	3
60	в данной области	1	2
61	так же как	9	2
62	потому что я	1	2
63	то что он	3	2
64	нечто третье что	1	2
65	то что эта	1	2
66	в одном и	1	2
67	мы находим в	1	2
68	в применении к	1	2
69	мы видим что	2	2
70	бы сказать что	3	2
71	в данном случае	3	2
72	в том чтобы	3	2
73	не говорит о	1	2
74	не имеет никакого	1	2
75	в свое время	2	2
76	было бы сказать	1	2
77	остановиться на этом	2	2
78	и относится к	1	2
79	в этом смысле	5	2
80	для этого нужно	1	2
81	для того чтобы	20	2
82	друг с другом	10	2
83	что только в	2	2
84	и в конце	1	2
85	том что он	3	2
86	сказать что оно	1	2
87	и в частности	3	2
88	что мы имеем	1	2
89	в первом случае	2	2
90	как раз в	1	2
91	в конце концов	2	2
92	той и другой	1	2
93	и не с	1	2
94	тех или иных	2	2
95	и таким образом	1	2
96	по себе без	1	2
97	хотя бы в	2	2
98	по себе совершенно	1	2
99	в связи с	6	2
100	к тому что	5	2
101	но все же	2	2
102	то что я	1	2
103	во всяком случае	2	2
104	в этом отношении	7	2
105	вопрос о том	4	2
106	а не только	1	2
107	только тогда когда	2	2
108	как раз и	1	2
109	в этом и	2	2
110	мы имеем дело	2	2
111	существует в действительности	1	1
112	но если я	1	1
113	что он не	3	1
114	в полной мере	1	1
115	не может понять	1	1
116	психологической точки зрения	2	1
117	распадается на отдельные	1	1
118	одним из основных	2	1
119	в самом начале	2	1
120	то что составляет	2	1
121	как и во	1	1
122	в одинаковой мере	2	1
123	одной стороны и	2	1
124	на этот предмет	1	1
125	до самого последнего	1	1
126	он говорит об	1	1
127	как это и	1	1
128	здесь и там	1	1
129	и как бы	1	1
130	кроме того что	2	1
131	понятие должно быть	1	1
132	это не значит	1	1
133	не то как	1	1
134	в ней нет	1	1
135	то нам станет	1	1
136	и потому что	1	1
137	все дело заключается	1	1
138	в этом понятии	1	1
139	точка зрения на	1	1
140	же самое время	1	1
141	в действительности и	1	1
142	и во всяком	1	1
143	можем ли мы	1	1
144	никак не может	2	1
145	том смысле что	1	1
146	стороны и что	1	1
147	еще и в	1	1
148	в той же	3	1
149	этого вопроса в	1	1
150	и только в	1	1
151	какое бы то	1	1
152	и может быть	1	1
153	но и в	1	1
154	по одному этому	3	1
155	как же это	1	1
156	в интересующей нас	1	1
157	и следовательно от	1	1
158	интересующей нас области	1	1
159	к одному и	3	1
160	в том смысле	1	1
161	не есть нечто	1	1
162	как мы говорили	1	1
163	на отдельные звуки	1	1
164	и тому же	2	1
165	ту же самую	3	1
166	различие между ними	1	1
167	ничего не говорит	1	1
168	но и то	1	1
169	не в состоянии	6	1
170	самого последнего времени	1	1
171	ничего иного кроме	1	1
172	если мы его	2	1
173	эта точка зрения	2	1
174	один и тот	5	1
175	и со стороны	1	1
