N	2gram	Trubetskoy	SlovoVZh
1	не может	18	16
2	может быть	17	14
3	точки зрения	14	14
4	как бы	10	13
5	и его	2	13
6	таким образом	34	12
7	и в	24	12
8	отношению к	11	11
9	по отношению	11	11
10	в нашем	3	11
11	и не	9	10
12	так как	7	9
13	если бы	8	9
14	прежде всего	3	8
15	для нас	3	7
16	сказать что	1	7
17	в ней	3	6
18	в том	31	6
19	в процессе	2	6
20	только в	6	6
21	в нем	3	6
22	при этом	9	6
23	что мы	4	5
24	хотя бы	4	5
25	должна быть	6	5
26	то же	4	5
27	а не	1	5
28	в виду	2	5
29	то что	18	5
30	в жизни	3	5
31	как и	10	5
32	как в	1	5
33	отнюдь не	2	5
34	том что	20	5
35	и следовательно	1	5
36	но в	5	5
37	никогда не	4	5
38	в самом	8	4
39	и к	5	4
40	и на	6	4
41	не только	10	4
42	ни было	3	4
43	социального общения	1	4
44	на самом	7	4
45	от того	3	4
46	его в	5	4
47	мы все	2	4
48	с другой	6	4
49	не в	9	4
50	дело в	1	4
51	отношение к	4	4
52	так и	10	4
53	уже не	1	4
54	жизни и	2	4
55	в этом	13	4
56	все же	15	4
57	зависимости от	2	4
58	к нему	2	4
59	бы то	3	3
60	как к	5	3
61	и с	5	3
62	ее и	4	3
63	до сих	15	3
64	и более	2	3
65	в котором	2	3
66	и по	3	3
67	и пр	1	3
68	мы не	1	3
69	то ни	4	3
70	или не	1	3
71	между тем	12	3
72	для него	2	3
73	с ним	6	3
74	того что	7	3
75	быть и	5	3
76	и уже	2	3
77	тем не	4	3
78	все это	13	3
79	он должен	2	3
80	конечно не	3	3
81	так же	8	3
82	в них	2	3
83	этой точки	1	3
84	самом деле	12	3
85	только на	1	3
86	но для	2	3
87	в себе	5	3
88	ясно что	8	3
89	все эти	19	3
90	о том	7	3
91	социальной группы	1	3
92	в своей	1	3
93	здесь не	1	3
94	не менее	7	3
95	из этого	7	3
96	и проч	4	3
97	в такой	4	3
98	да и	1	3
99	но и	11	3
100	ведь и	1	3
101	и для	6	3
102	художественное произведение	1	3
103	и ее	2	3
104	и наконец	3	3
105	сих пор	15	3
106	и вообще	3	3
107	не к	1	3
108	еще не	6	3
109	что в	9	2
110	этих двух	2	2
111	все они	6	2
112	нет ничего	1	2
113	перестает быть	1	2
114	не так	4	2
115	и потому	3	2
116	и другие	1	2
117	смысл и	1	2
118	ни на	1	2
119	и то	4	2
120	нечто само	1	2
121	социальной жизни	4	2
122	мы можем	6	2
123	в данном	3	2
124	произведение и	1	2
125	в то	6	2
126	данном случае	3	2
127	зависит от	1	2
128	с одной	3	2
129	уже в	1	2
130	в его	5	2
131	с этой	3	2
132	она не	2	2
133	это не	3	2
134	одной стороны	2	2
135	с точки	8	2
136	была бы	1	2
137	на него	2	2
138	тем как	2	2
139	кроме того	1	2
140	тогда когда	3	2
141	в себя	2	2
142	от всех	1	2
143	те же	2	2
144	но все	5	2
145	от этой	1	2
146	если же	3	2
147	одно и	1	2
148	и та	1	2
149	из него	2	2
150	и что	9	2
151	что и	7	2
152	в отношении	1	2
153	же самое	1	2
154	почти исключительно	1	2
155	конечно в	2	2
156	другой стороны	5	2
157	этой стороны	1	2
158	и те	2	2
159	как не	2	2
160	в этих	3	2
161	социальной среды	1	2
162	можно найти	1	2
163	тому же	6	2
164	а к	2	2
165	как же	1	2
166	и притом	1	2
167	ко всем	3	2
168	но этот	1	2
169	к ним	2	2
170	как на	6	2
171	и все	9	2
172	но не	3	2
173	общего с	2	2
174	не есть	4	2
175	слагается из	3	2
176	могут быть	1	2
177	с другими	1	2
178	до конца	1	2
179	в своем	12	2
180	в корне	1	2
181	имеет место	2	2
182	вместе с	7	2
183	между ними	2	2
184	в зависимости	1	2
185	к его	1	2
186	настоящее время	3	2
187	такой же	2	2
188	и так	2	2
189	в психике	7	2
190	подобные им	1	2
191	с его	1	2
192	себя и	2	2
193	на все	5	2
194	его к	1	2
195	к этому	5	2
196	бы не	1	2
197	между собой	4	2
198	каждый момент	1	2
199	он не	4	2
200	независимо от	2	2
201	жизни если	1	2
202	этого положения	1	2
203	в настоящее	3	2
204	делает его	1	2
205	но мы	1	2
206	частной жизни	1	2
207	точку зрения	2	2
208	ничего не	1	2
209	только тех	1	1
210	все в	2	1
211	мы указывали	1	1
212	уже сказали	1	1
213	к одному	1	1
214	остается в	1	1
215	жизнь и	3	1
216	мы попытаемся	1	1
217	они являются	1	1
218	то в	2	1
219	именно такой	1	1
220	во всяком	2	1
221	она имеет	1	1
222	от него	3	1
223	это и	1	1
224	что они	2	1
225	во всех	10	1
226	нами выше	1	1
227	не является	1	1
228	а с	4	1
229	только к	1	1
230	что оно	3	1
231	к другу	2	1
232	которые может	1	1
233	это делает	1	1
234	та же	4	1
235	близости к	1	1
236	с самого	1	1
237	зрения на	1	1
238	образом мы	1	1
239	друг к	2	1
240	разобранные нами	1	1
241	каких бы	1	1
242	на эти	1	1
243	на этом	2	1
244	она должна	1	1
245	них в	2	1
246	которой он	1	1
247	мы воспринимаем	1	1
248	права и	1	1
249	само собой	1	1
250	то есть	2	1
251	но из	1	1
252	и политической	1	1
253	и сейчас	4	1
254	собой ибо	1	1
255	в лучшем	1	1
256	должно быть	5	1
257	мы уже	4	1
258	нас не	1	1
259	т.е к	1	1
260	даже и	1	1
261	и того	3	1
262	что этому	1	1
263	и вот	1	1
264	все остальные	1	1
265	от нее	2	1
266	предметами и	1	1
267	вполне понятно	1	1
268	но при	1	1
269	является только	1	1
270	в свою	2	1
271	в значительной	1	1
272	нам удалось	1	1
273	входит в	1	1
274	случае мы	1	1
275	часть его	1	1
276	себя даже	1	1
277	того чтобы	8	1
278	в основе	2	1
279	и их	5	1
280	часто в	1	1
281	еще более	1	1
282	ту же	2	1
283	ее до	1	1
284	в другом	2	1
285	а из	1	1
286	несмотря на	6	1
287	собою разумеющееся	1	1
288	конечно на	1	1
289	признать что	4	1
290	обстоит дело	1	1
291	части и	1	1
292	и согласно	1	1
293	во многих	1	1
294	большим трудом	1	1
295	или может	1	1
296	что это	5	1
297	хотя и	4	1
298	эта же	1	1
299	мы должны	4	1
300	точно и	1	1
301	в ее	1	1
302	это по	1	1
303	и тем	1	1
304	в руках	1	1
305	кажется что	1	1
306	остается при	1	1
307	нашем случае	2	1
308	или просто	1	1
309	не требует	1	1
310	в частности	2	1
311	степени их	1	1
312	другой только	1	1
313	увидим что	1	1
314	окружающей его	1	1
315	два человека	2	1
316	должны быть	3	1
317	в качестве	1	1
318	и некоторые	2	1
319	для другой	1	1
320	потому не	1	1
321	ее нет	1	1
322	вступает в	1	1
323	всех других	2	1
324	точками зрения	1	1
325	в науке	1	1
326	пор не	5	1
327	в области	4	1
328	одно из	3	1
329	у нас	3	1
330	на которой	1	1
331	что каждый	1	1
332	отказывается от	1	1
333	можно было	1	1
334	для их	1	1
335	однако он	1	1
336	а между	8	1
337	же не	3	1
338	ценности и	2	1
339	в результате	9	1
340	к делу	1	1
341	и это	3	1
342	же он	1	1
343	стороны его	1	1
344	этом направлении	1	1
