N	2gram	Vygotskiy_	Formalny
1	и в	37	95
2	и не	15	78
3	может быть	19	66
4	в этом	32	61
5	не может	16	57
6	и пр	2	53
7	вовсе не	5	53
8	таким образом	39	52
9	и его	10	51
10	так и	12	50
11	точки зрения	49	47
12	в нем	2	42
13	в его	16	42
14	прежде всего	12	41
15	с точки	34	40
16	как и	20	39
17	и т	1	37
18	в самом	16	35
19	не в	9	35
20	а не	5	34
21	в процессе	19	34
22	но и	23	33
23	то же	12	32
24	самом деле	8	32
25	не только	29	30
26	в пределах	1	28
27	в том	47	26
28	отнюдь не	2	26
29	если бы	10	26
30	то что	32	25
31	при этом	6	24
32	в своей	7	24
33	лишь в	9	24
34	на самом	4	24
35	с помощью	16	23
36	было бы	12	23
37	связи с	7	23
38	в ней	2	23
39	в то	7	22
40	и ее	9	22
41	и с	10	21
42	что в	25	21
43	в истории	7	21
44	как бы	16	21
45	между ними	2	20
46	с тем	8	20
47	не менее	1	20
48	входит в	1	20
49	как мы	11	20
50	и от	4	20
51	же время	2	20
52	место в	1	20
53	в их	5	20
54	по себе	9	19
55	хотя бы	7	19
56	т д	1	19
57	не могут	1	19
58	социального общения	1	19
59	все это	9	19
60	все же	6	18
61	в связи	3	18
62	только в	8	18
63	и все	7	18
64	с его	7	18
65	все эти	6	18
66	и их	5	18
67	именно как	1	17
68	как раз	8	17
69	социальной жизни	1	17
70	как в	7	17
71	более того	2	17
72	во всяком	6	16
73	с другой	16	16
74	так же	18	16
75	всяком случае	5	16
76	совершенно не	1	16
77	потому что	11	16
78	именно в	8	15
79	все время	8	15
80	должно быть	4	15
81	с другими	5	15
82	бы в	5	15
83	во всех	4	15
84	и на	8	15
85	так как	11	15
86	но в	9	15
87	в жизни	2	14
88	только на	1	14
89	в своем	10	14
90	в ее	3	14
91	в этой	13	14
92	что он	16	14
93	вместе с	14	14
94	еще не	1	14
95	языка и	3	14
96	если мы	8	14
97	и потому	3	14
98	жизни и	2	14
99	в целом	29	14
100	в результате	7	13
101	тем что	7	13
102	что и	3	13
103	говорит он	27	13
104	ни в	6	13
105	как его	2	13
106	могут быть	5	13
107	независимо от	10	13
108	как таковой	2	13
109	для них	1	13
110	сводится к	1	13
111	со стороны	4	13
112	что же	3	13
113	до конца	1	13
114	того что	28	13
115	она не	3	13
116	а в	4	13
117	там где	8	12
118	уже не	2	12
119	к тому	10	12
120	в действительности	1	12
121	по отношению	12	12
122	как это	6	12
123	и здесь	1	12
124	оно не	1	12
125	того чтобы	23	12
126	и для	3	12
127	отношению к	11	12
128	никогда не	8	11
129	что они	5	11
130	так сказать	1	11
131	лишь для	1	11
132	то ни	1	11
133	между тем	10	11
134	зависимости от	8	11
135	для него	5	11
136	этом отношении	6	11
137	в основе	9	11
138	в общем	5	11
139	но не	6	11
140	слова и	5	11
141	другой стороны	10	10
142	в своих	6	10
143	в первом	2	10
144	в дальнейшем	1	10
145	раз и	1	10
146	конечно не	1	10
147	в зависимости	8	10
148	бы то	1	10
149	не было	1	10
150	не есть	1	10
151	здесь и	3	10
152	действительности и	4	10
153	он не	11	10
154	главным образом	2	10
155	материала в	1	10
156	с ее	3	10
157	мы видели	8	10
158	как о	2	10
159	в слове	2	10
160	дело идет	1	10
161	не является	16	10
162	и теперь	2	10
163	друг друга	5	10
164	и др	5	10
165	мы не	13	10
166	материала и	1	10
167	по существу	8	10
168	и как	7	10
169	еще более	1	9
170	и даже	5	9
171	говорить о	4	9
172	для понимания	1	9
173	не могло	5	9
174	мы знаем	3	9
175	ни было	1	9
176	но ведь	2	9
177	одним словом	1	9
178	отношения к	3	9
179	язык и	1	9
180	в свою	4	9
181	и до	5	9
182	здесь не	1	9
183	ничего не	6	9
184	от всех	3	9
185	у нас	1	9
186	и к	9	8
187	без исключения	1	8
188	в них	5	8
189	и те	2	8
190	в данном	5	8
191	одной стороны	15	8
192	следует что	1	8
193	как такового	2	8
194	с одной	14	8
195	ясно что	2	8
196	же как	8	8
197	между собой	5	8
198	в сторону	1	8
199	в других	2	8
200	сих пор	4	8
201	и речи	45	8
202	и является	2	8
203	из этого	6	8
204	всех этих	2	8
205	до сих	4	8
206	и должно	1	8
207	что это	8	8
208	с этим	8	8
209	на основе	7	8
210	это не	5	8
211	первый период	1	8
212	должен быть	6	8
213	не следует	1	8
214	для того	19	8
215	в области	4	8
216	для этого	7	8
217	в той	1	7
218	его от	1	7
219	но все	3	7
220	является для	6	7
221	применении к	1	7
222	мы увидим	3	7
223	в применении	2	7
224	свою очередь	3	7
225	сказать что	16	7
226	что именно	3	7
227	к этому	7	7
228	вот как	1	7
229	в сущности	13	7
230	из них	4	7
231	говорит в	2	7
232	следовательно и	1	7
233	от этого	4	7
234	совершается в	1	7
235	в себе	8	7
236	столь же	8	7
237	бы быть	1	7
238	направления в	1	7
239	в особенности	1	7
240	самое понятие	1	7
241	не на	1	7
242	жизни в	1	7
243	том что	42	7
244	не входит	2	7
245	чем же	2	7
246	высшей степени	7	7
247	ничем не	3	7
248	единства и	1	7
249	и более	6	7
250	в какой	5	7
251	и понимания	2	7
252	только и	1	7
253	войти в	1	7
254	в одной	3	7
255	того или	1	7
256	стороны и	3	7
257	пр и	1	7
258	как их	1	7
259	в понимании	1	7
260	как к	1	7
261	в высшей	7	7
262	как таковое	1	7
263	и только	2	7
264	и наконец	3	7
265	к действительности	13	6
266	кроме того	1	6
267	те же	2	6
268	в этих	3	6
269	как она	1	6
270	например в	1	6
271	их в	6	6
272	отличается от	1	6
273	о том	14	6
274	действительности в	1	6
