N	3gram	Voloshinov	VerxiiNi
1	с одной стороны	2	7
2	с точки зрения	31	6
3	во всяком случае	4	6
4	друг с другом	2	5
5	по крайней мере	1	5
6	до сих пор	10	5
7	для того чтобы	7	5
8	в том числе	3	5
9	более или менее	3	5
10	том числе и	3	4
11	но все же	4	4
12	о том что	2	4
13	к тому же	2	4
14	в том что	9	3
15	в конце концов	3	3
16	так же как	2	3
17	в связи с	12	3
18	тем не менее	3	3
19	так или иначе	2	3
20	ничего общего с	2	2
21	той или иной	5	2
22	еще только в	1	2
23	между этими двумя	2	2
24	на то что	2	2
25	таким образом в	1	2
26	с самого начала	9	2
27	с одним из	1	2
28	то или иное	1	2
29	то ни было	11	2
30	этой точки зрения	1	2
31	то же самое	8	2
32	так и от	3	2
33	к одной из	1	2
34	не как на	1	2
35	по сравнению с	1	2
36	можно сказать что	4	2
37	бы то ни	11	2
38	в этом отношении	4	2
39	то же время	7	2
40	в то же	7	2
41	с этой точки	1	2
42	может быть и	8	2
43	мы видели что	1	1
44	не совсем так	1	1
45	сами по себе	1	1
46	так и в	2	1
47	но при этом	2	1
48	сих пор не	1	1
49	в первом случае	3	1
50	все более и	2	1
51	хотя бы с	1	1
52	в свою очередь	5	1
53	и тот же	3	1
54	а между тем	1	1
55	в настоящее время	6	1
56	не только не	1	1
57	может быть по	1	1
58	чуть ли не	2	1
59	смысле этого слова	6	1
60	а как на	1	1
61	но в то	6	1
62	в этом направлении	1	1
63	из одного и	2	1
64	к чему не	1	1
65	тем что в	1	1
66	с нашей точки	1	1
67	до известной степени	2	1
68	в соответствии с	1	1
69	о каждом из	1	1
70	с целью найти	1	1
71	не может быть	23	1
72	что оно является	1	1
73	по отношению к	9	1
74	в отличие от	7	1
75	а в том	1	1
76	ясно что все	1	1
77	до настоящего времени	7	1
78	и в результате	1	1
79	в себе не	1	1
80	не менее совершенно	1	1
81	того же материала	1	1
82	своей индивидуальности и	1	1
83	в первую очередь	1	1
84	тем или иным	1	1
85	и того же	9	1
86	нашей точки зрения	1	1
87	один и тот	3	1
88	что один и	1	1
89	что все эти	1	1
90	с тем что	1	1
91	в широком смысле	2	1
92	и в сущности	1	1
93	может быть в	1	1
94	в самом деле	13	1
95	найти в нем	1	1
96	в таком случае	5	1
97	подойти к этой	1	1
98	а следовательно и	2	1
99	в этом процессе	1	1
100	совершенно так же	1	1
101	лицом к лицу	1	1
102	во всех других	1	1
103	связи с тем	1	1
104	можно говорить лишь	1	1
105	с другой стороны	6	1
106	с ними в	1	1
107	мы уже говорили	1	1
108	но тем не	1	1
109	ни к чему	1	1
110	на нее не	1	1
111	целью найти в	1	1
112	не совпадает с	1	1
113	самом деле если	2	1
114	это и есть	2	1
115	более и более	2	1
116	но они не	1	1
117	сменяют друг друга	1	1
118	между тем этот	1	1
119	одного и того	9	1
120	в этом последнем	2	1
121	и требует от	1	1
