N	4gram	Bakhtin_Fr	Narrotol
1	в то же время	13	8
2	дело в том что	2	3
3	и не может быть	1	2
4	и в то же	2	2
5	одного и того же	1	2
6	в той или иной	2	2
7	как она есть на	1	1
8	хотя они и не	1	1
9	не что иное как	1	1
10	до сих пор еще	2	1
11	не принимает участия в	1	1
12	до поры до времени	1	1
13	который в свою очередь	1	1
14	может быть и не	2	1
15	с одной стороны и	2	1
16	своего рода ключом к	1	1
17	прежде всего тем что	1	1
18	вот и все что	1	1
19	между жизнью и смертью	3	1
20	с большей или меньшей	1	1
21	в первом случае мы	1	1
22	в данном случае в	1	1
23	бы то ни было	1	1
24	имеет дело не с	1	1
25	в то время как	1	1
26	на самом деле в	1	1
27	той или иной степени	1	1
28	один и тот же	3	1
29	к жизни и смерти	1	1
30	о том что в	1	1
31	в том числе и	3	1
32	и в конечном счете	1	1
33	мы еще вернемся к	2	1
34	она есть на самом	1	1
35	в связи с этим	1	1
36	свидетельствует о том что	1	1
37	в том случае если	1	1
38	что в основе этого	1	1
39	одним и тем же	1	1
40	во всяком случае в	1	1
41	то же время они	1	1
42	какой бы то ни	1	1
43	есть не что иное	1	1
