N	2gram	Vygotskiy_	Marksizm
1	точки зрения	32	69
2	может быть	35	64
3	и в	55	63
4	и не	24	55
5	как бы	11	53
6	не может	30	47
7	с точки	12	46
8	и пр	1	42
9	и его	14	41
10	в этом	21	39
11	таким образом	38	38
12	в процессе	7	33
13	как мы	2	32
14	языка и	1	31
15	в пределах	1	31
16	не только	25	29
17	то же	17	28
18	в нем	5	28
19	но и	12	27
20	в языке	3	26
21	связи с	2	25
22	речи и	1	25
23	самом деле	19	25
24	в самом	18	24
25	как и	25	24
26	прежде всего	5	24
27	только в	18	23
28	так и	6	23
29	в том	55	22
30	то что	47	22
31	а не	18	22
32	при этом	28	20
33	для него	1	20
34	если мы	21	20
35	на почве	3	19
36	не в	19	19
37	если бы	10	19
38	том что	30	19
39	в его	8	19
40	в ее	7	18
41	в слове	3	18
42	и для	9	18
43	но в	5	18
44	вовсе не	7	18
45	все же	9	17
46	в сущности	15	17
47	ни было	2	16
48	речь в	1	16
49	слова и	1	16
50	и как	9	16
51	в то	8	16
52	с помощью	1	15
53	индивидуального сознания	1	15
54	во всех	4	15
55	в связи	3	15
56	отнюдь не	11	15
57	что он	17	15
58	же время	2	15
59	русском языке	3	15
60	в русском	4	15
61	в данном	1	14
62	хотя бы	4	14
63	в смысле	3	14
64	в своей	6	13
65	так же	29	13
66	речи мы	1	13
67	то ни	2	13
68	в направлении	1	13
69	что в	39	13
70	и здесь	3	13
71	не является	5	13
72	того чтобы	13	13
73	было бы	14	13
74	ничего не	4	13
75	мы не	15	13
76	слова в	5	13
77	для того	12	12
78	того же	3	12
79	бы то	3	12
80	в результате	4	12
81	выражение в	1	12
82	между тем	6	12
83	он не	8	12
84	в основе	13	12
85	высшей степени	1	12
86	является не	1	12
87	а в	10	12
88	в высшей	1	12
89	не столько	1	11
90	на материале	1	11
91	и того	1	11
92	к нему	3	11
93	и что	28	11
94	и от	4	11
95	в немецком	1	11
96	как система	1	11
97	до сих	8	11
98	и на	6	11
99	и все	8	11
100	как в	17	11
101	еще не	2	11
102	так как	28	11
103	на самом	6	11
104	все эти	7	11
105	в ней	3	11
106	сих пор	8	11
107	именно в	1	10
108	во всяком	9	10
109	самого начала	1	10
110	с другой	7	10
111	сказать что	12	10
112	к этому	5	10
113	никогда не	13	10
114	в своем	3	10
115	его в	3	10
116	в таком	5	10
117	одна из	5	10
118	чужую речь	1	10
119	в каждом	5	10
120	здесь мы	1	10
121	в большинстве	1	10
122	совершенно не	7	10
123	конечно не	2	10
124	в отличие	4	10
125	с его	3	10
126	здесь в	1	10
127	и потому	2	10
128	с самого	1	10
129	отличие от	6	10
130	к тому	8	9
131	одного и	2	9
132	только на	7	9
133	в нашем	1	9
134	точка зрения	6	9
135	в себе	6	9
136	и следовательно	4	9
137	и это	6	9
138	а как	2	9
139	мы видели	2	9
140	что это	12	9
141	ни в	9	9
142	не имеет	3	9
143	и более	3	9
144	отношении к	3	9
145	это не	1	9
146	как если	1	9
147	одной из	1	9
148	и эта	1	9
149	же самое	8	9
150	мысли и	2	8
151	не как	3	8
152	другой стороны	7	8
153	но что	3	8
154	и даже	11	8
155	и с	5	8
156	психики и	1	8
157	направлении к	1	8
158	настоящее время	2	8
159	в данной	1	8
160	мы знаем	8	8
161	что и	27	8
162	у него	4	8
163	не было	5	8
164	что не	2	8
165	тому что	7	8
166	ясно что	22	8
167	мы можем	6	8
168	или же	2	8
169	не будет	4	8
170	за пределы	2	8
171	столь же	6	8
172	в отношении	3	8
173	сводится к	3	8
174	в каком	3	8
175	к другому	1	8
176	перед нами	1	8
177	чем же	2	8
178	в свою	3	8
179	этого слова	5	8
180	в настоящее	2	8
181	с этим	7	8
182	у нас	4	8
183	смысле этого	2	8
184	в их	4	8
185	и их	4	8
186	в науке	2	8
187	и т.д	1	8
188	и ее	4	8
189	речь и	2	8
190	на то	17	8
191	от него	2	7
192	следует что	1	7
193	в этих	6	7
194	значения слова	1	7
195	не существует	4	7
196	в котором	5	7
197	и значение	2	7
198	и те	5	7
199	свою очередь	3	7
200	и формы	1	7
201	он сам	1	7
202	те же	9	7
203	как раз	4	7
204	в качестве	3	7
205	бы в	3	7
206	в этой	5	7
207	могут быть	15	7
208	оно может	1	7
209	там где	5	7
210	психологии и	5	7
211	науки об	1	7
212	с ними	2	7
213	может стать	3	7
214	на основе	2	7
215	по себе	21	7
216	той же	9	7
217	до конца	9	7
218	о том	11	7
219	того что	15	7
220	конечно в	1	7
221	далеко не	7	7
222	место в	1	7
223	в той	2	6
224	является в	1	6
225	точном смысле	1	6
226	от одного	1	6
227	в корне	1	6
228	уже не	3	6
229	одной стороны	7	6
230	в другом	1	6
231	в различных	1	6
232	как оно	2	6
233	для понимания	2	6
234	с одной	6	6
235	с другими	2	6
236	здесь же	1	6
237	между ними	2	6
238	не есть	4	6
239	всяком случае	7	6
240	должны быть	6	6
241	этот вопрос	2	6
242	с ее	3	6
243	то есть	44	6
244	должна быть	3	6
245	смысле слова	4	6
246	переживания и	2	6
247	от своего	1	6
248	в точном	1	6
249	зависимости от	7	6
250	не имеют	1	6
251	и между	1	6
252	общественная психология	1	6
253	что же	4	6
254	тем же	4	6
255	тот же	8	6
256	этот процесс	1	6
257	он и	1	6
258	все это	11	6
259	слово в	1	6
260	в какой	6	6
261	вопрос о	3	6
262	как ее	1	6
263	для нашей	2	6
264	мы должны	4	6
265	из этих	6	6
266	же в	1	6
267	не к	2	6
268	еще более	2	5
269	формы в	6	5
270	о чем	2	5
271	в одном	4	5
272	нами в	1	5
273	в виду	6	5
274	в первом	1	5
275	она является	3	5
276	не менее	9	5
277	связано с	1	5
278	понятно что	3	5
279	был бы	6	5
280	как на	6	5
281	от того	6	5
282	по преимуществу	2	5
283	на язык	1	5
284	должно быть	2	5
285	что такое	2	5
286	все время	6	5
287	в двух	1	5
288	жизни в	1	5
289	и у	6	5
290	но как	4	5
291	и тем	5	5
292	и является	1	5
293	в конце	6	5
294	этой проблемы	2	5
295	то в	2	5
296	для себя	2	5
297	вместе с	10	5
298	дело идет	1	5
299	различие между	5	5
300	существует для	1	5
301	и вот	5	5
302	связана с	1	5
303	громадное значение	1	5
304	хотя и	3	5
305	точку зрения	3	5
306	формы и	11	5
307	форм и	3	5
308	в более	1	5
309	значение в	2	5
310	этом отношении	7	5
311	то мы	1	5
312	таком случае	3	5
313	или в	2	5
314	для других	1	5
315	но не	5	5
316	в условиях	1	5
317	к одному	5	5
318	она не	6	5
319	одни и	3	5
320	в особенности	3	5
321	совершается в	2	5
322	какого бы	1	4
323	и к	5	4
324	же и	2	4
325	только что	3	4
326	развития языка	2	4
327	именно эти	3	4
328	в них	4	4
329	но все	1	4
330	тем что	7	4
331	из всего	1	4
332	выражения и	2	4
333	он является	1	4
334	к другой	1	4
335	правда и	1	4
336	говорит что	10	4
337	перед ним	1	4
338	точке зрения	2	4
339	следующим образом	1	4
340	в зависимости	6	4
341	во всей	1	4
342	исходит из	5	4
343	из них	4	4
344	едва ли	5	4
345	психологии в	3	4
