N	3gram	Vygotskiy_	DiskursI
1	в том что	24	28
2	в отличие от	4	26
3	по отношению к	9	17
4	с одной стороны	7	14
5	не может быть	6	12
6	в данном случае	5	12
7	то же время	1	10
8	той или иной	2	10
9	о том что	4	9
10	в то же	2	8
11	состоит в том	3	8
12	в этом отношении	7	8
13	как и в	4	7
14	в конечном счете	2	6
15	так и в	1	6
16	в соответствии с	1	6
17	к тому же	1	6
18	с точки зрения	31	6
19	одной стороны и	4	5
20	но при этом	1	5
21	то же самое	11	5
22	с другой стороны	3	5
23	в первую очередь	3	5
24	в значительной степени	1	5
25	в свою очередь	3	5
26	по своей природе	4	5
27	и может быть	1	5
28	не только в	2	5
29	подобно тому как	2	5
30	до известной степени	2	4
31	тем не менее	4	4
32	можно сказать что	7	4
33	в силу своей	1	4
34	одного и того	3	4
35	по сути дела	1	4
36	и того же	3	4
37	и не может	2	4
38	в этом случае	15	4
39	в том числе	2	3
40	и вследствие этого	1	3
41	и то же	3	3
42	в обоих случаях	1	3
43	по аналогии с	1	3
44	том числе и	2	3
45	мы имеем дело	2	3
46	в одной из	1	3
47	одно и то	3	3
48	содержит в себе	4	3
49	том что в	3	3
50	во всяком случае	1	3
51	также и в	1	3
52	мере в какой	2	2
53	и столь же	2	2
54	заключать в себе	2	2
55	в той мере	2	2
56	в большинстве случаев	2	2
57	заключает в себе	2	2
58	в предыдущей главе	1	2
59	ни одно из	1	2
60	он не может	1	2
61	не представляет собой	2	2
62	потому что в	1	2
63	не совпадает с	4	2
64	хотя и в	2	2
65	речь идет о	1	2
66	той мере в	2	2
67	в целом и	1	2
68	в том и	3	2
69	и тем же	2	2
70	не удивительно что	1	2
71	не могли быть	1	2
72	из той же	1	2
73	но и в	1	2
74	в том чтобы	1	2
75	здесь как и	1	2
76	у них общая	1	2
77	только в том	2	2
78	и той же	5	2
79	один из важнейших	1	2
80	одним и тем	2	2
81	включает в себя	2	2
82	как и все	1	2
83	как мы видели	7	2
84	одной и той	5	2
85	в одно и	1	2
86	но отнюдь не	1	2
87	с самого начала	13	2
88	и то что	5	2
89	с ней в	1	2
90	тем что он	1	2
91	из того же	1	2
92	это отнюдь не	1	2
93	едва ли не	3	2
94	прежде всего в	2	2
95	что он не	1	1
96	в прошлом она	1	1
97	благодаря тому что	2	1
98	обстоит дело в	1	1
99	в этот период	2	1
100	имеет в виду	3	1
101	в скрытом виде	1	1
102	в этом направлении	1	1
103	в себе в	2	1
104	и тем самым	8	1
105	о том как	1	1
106	такой же мере	3	1
107	а к другому	1	1
108	это не означает	1	1
109	в этом смысле	2	1
110	по сравнению с	20	1
111	в одной и	3	1
112	о чем мы	2	1
113	они и не	1	1
114	так например в	1	1
115	в самом деле	4	1
116	в котором он	1	1
117	для того чтобы	24	1
118	таким же образом	1	1
119	друг от друга	3	1
120	не может существовать	2	1
121	друг на друга	2	1
122	полностью совпадает с	1	1
123	во втором случае	5	1
124	что у него	1	1
125	сам по себе	2	1
126	говорить не только	1	1
127	до сих пор	6	1
128	значение в истории	1	1
129	в такой же	3	1
130	на всем протяжении	4	1
131	в этом пункте	1	1
132	может и должен	1	1
133	как и всякий	1	1
134	одном отношении в	1	1
135	но в случае	1	1
136	всего в том	1	1
137	и таким образом	1	1
138	для этого она	1	1
139	в том или	1	1
140	но также и	1	1
141	можно сказать словами	1	1
142	но не с	1	1
143	к выводу о	1	1
144	не только о	1	1
145	есть не что	1	1
146	но не в	1	1
147	дело в этом	1	1
148	к существенным недоразумениям	1	1
149	не может не	1	1
150	имеет дело с	1	1
151	одновременно с этим	1	1
152	как раз и	1	1
153	связи и отношения	1	1
154	оно представляет собой	2	1
155	и там где	2	1
