N	3gram	Vygotskiy_	TeoriaLi
1	в том что	30	10
2	по отношению к	11	10
3	в то же	2	8
4	то же время	2	8
5	в отличие от	3	7
6	в конечном счете	4	6
7	с другой стороны	10	6
8	состоит в том	4	6
9	не может быть	8	5
10	для того чтобы	19	5
11	в данном случае	5	5
12	в силу своей	1	4
13	в свою очередь	3	3
14	той или иной	2	3
15	с точки зрения	34	3
16	в этом смысле	3	3
17	имеем в виду	1	3
18	в том числе	3	3
19	тем не менее	1	3
20	можно сказать что	5	3
21	подобно тому как	2	3
22	по своей природе	3	3
23	мы имеем в	1	3
24	по сути дела	1	3
25	в связи с	3	3
26	значении этого слова	1	3
27	с одной стороны	14	3
28	тот или иной	1	3
29	в данный момент	1	2
30	человека к действительности	1	2
31	этой точки зрения	2	2
32	и в самом	2	2
33	в единое целое	2	2
34	с этой точки	1	2
35	как и в	2	2
36	в самом деле	5	2
37	в коем случае	1	2
38	во внешнем мире	1	2
39	и то же	2	2
40	ни в коем	1	2
41	лишь в самом	1	2
42	включает в себя	1	2
43	одно и то	2	2
44	том числе и	3	2
45	и тем самым	4	2
46	и в то	1	2
47	в соответствии с	1	2
48	во всей его	1	2
49	а с другой	6	2
50	том что он	2	2
51	не только не	2	2
52	то ни было	1	2
53	не могут быть	1	2
54	сама по себе	3	2
55	к тому что	3	2
56	бы то ни	1	2
57	в известном смысле	3	2
58	ту или иную	1	2
59	коем случае не	1	2
60	приводит к тому	3	2
61	в значительной степени	2	2
62	речи состоит в	1	1
63	что он не	2	1
64	и не быть	1	1
65	отнюдь не оказывается	1	1
66	здесь и теперь	2	1
67	в той или	1	1
68	в том и	1	1
69	в одном и	1	1
70	раз в том	1	1
71	все то что	1	1
72	и потому что	2	1
73	и том же	1	1
74	иметь в виду	1	1
75	не для себя	1	1
76	является как бы	1	1
77	если говорить о	1	1
78	между тем это	1	1
79	этого слова как	1	1
80	больше и больше	1	1
81	фонетической и семантической	1	1
82	мы видим в	1	1
83	всей его сложности	1	1
84	по крайней мере	1	1
85	заключается в том	10	1
86	и теперь в	1	1
87	не в состоянии	2	1
88	о том что	10	1
89	заключает в себе	1	1
90	в свое время	1	1
91	или иной мере	1	1
92	дело не в	1	1
93	в себе и	1	1
94	в целом ряде	1	1
95	отношение между ними	1	1
96	таким же образом	1	1
97	и тем более	2	1
98	как впрочем и	1	1
99	же точно и	1	1
100	тем и другим	2	1
101	который может быть	1	1
102	от этого в	1	1
103	друг от друга	4	1
104	речи от внешней	2	1
105	на вопрос о	4	1
106	и как бы	1	1
107	но на деле	2	1
108	одной стороны и	3	1
109	жизни человека и	1	1
110	отношение человека к	1	1
111	и т.д которая	1	1
112	а по своей	1	1
113	как это ни	2	1
114	и речевой деятельности	1	1
115	дело в том	2	1
116	то что может	1	1
117	именно потому что	1	1
118	в другой своей	1	1
119	и в частности	3	1
120	не сама по	1	1
121	именно в этом	3	1
122	по своей структуре	2	1
123	в то время	5	1
124	в первую очередь	3	1
125	таким образом что	3	1
126	тех же самых	1	1
127	речь идет о	4	1
128	речи как бы	1	1
129	содержит в себе	1	1
130	ибо и в	1	1
131	как раз в	3	1
132	в зависимости от	8	1
133	из того что	7	1
134	точно так же	2	1
135	так же как	6	1
136	на какой бы	1	1
137	по ту сторону	2	1
138	к тому же	1	1
139	и семантической сторон	1	1
140	так же точно	9	1
141	том что в	3	1
142	распространяет и на	1	1
143	другой стороны изучение	1	1
144	то же самое	4	1
145	не входит в	1	1
146	между тем в	1	1
147	что представляет собой	1	1
148	каждая из этих	1	1
149	что даже в	2	1
150	к вопросу о	1	1
151	только то что	2	1
152	не возникает в	1	1
153	едва ли не	1	1
154	в таких случаях	1	1
155	на этом пути	1	1
156	одном и том	1	1
157	таким образом и	3	1
158	все без исключения	1	1
159	чем это может	1	1
160	того же типа	1	1
161	не только переходом	1	1
162	на две части	2	1
163	в чистом виде	1	1
164	это было бы	1	1
