N	3gram	Vygotskiy_	Morfolog
1	и т д	6	60
2	мы видим что	5	11
3	в этом случае	2	10
4	не может быть	4	9
5	таким образом мы	2	7
6	по отношению к	2	7
7	с точки зрения	5	6
8	подобно тому как	1	5
9	с другой стороны	8	5
10	в том что	30	4
11	на самом деле	8	4
12	образом мы видим	2	4
13	не могут быть	1	4
14	к тому что	8	4
15	на то что	25	3
16	о том что	15	3
17	в собственном смысле	2	3
18	для того чтобы	41	3
19	в то время	4	3
20	бы то ни	1	3
21	мы приходим к	1	3
22	состоит в том	2	3
23	в том случае	1	3
24	собственном смысле слова	2	3
25	то время как	4	3
26	но никто не	2	2
27	о том как	1	2
28	но если это	1	2
29	мы увидим что	7	2
30	то что в	4	2
31	более или менее	1	2
32	для наших целей	1	2
33	обращаются с просьбой	1	2
34	он может быть	2	2
35	не что иное	2	2
36	это и не	1	2
37	можно было бы	4	2
38	и таким образом	3	2
39	в данном случае	3	2
40	мы имеем в	1	2
41	если это так	2	2
42	но так как	1	2
43	но для наших	1	2
44	то ни было	1	2
45	во время боя	1	2
46	во всяком случае	1	2
47	что иное как	2	2
48	с одной стороны	15	2
49	в этом отношении	3	2
50	вопрос о том	3	2
51	оно может быть	2	2
52	друг к другу	5	2
53	может быть и	2	2
54	и здесь можно	1	1
55	сих пор не	1	1
56	что это и	1	1
57	в отдельности может	1	1
58	между героем и	1	1
59	т д и	1	1
60	в свою очередь	1	1
61	и тот же	2	1
62	следующим образом объект	1	1
63	действующих лиц должны	1	1
64	действующих лиц от	1	1
65	как один из	1	1
66	вслед за этим	1	1
67	он как бы	1	1
68	если это не	1	1
69	за ним гонятся	1	1
70	в применении к	1	1
71	что они имеют	1	1
72	а на самом	1	1
73	до известной степени	1	1
74	действующих лиц и	1	1
75	то что он	5	1
76	иногда может быть	1	1
77	но и здесь	1	1
78	и может быть	2	1
79	это так то	1	1
80	бы сказать что	2	1
81	правильнее было бы	1	1
82	и заставляет его	1	1
83	то что не	1	1
84	самом деле в	1	1
85	перед нами в	1	1
86	от него герой	1	1
87	один и тот	1	1
88	ни в каких	1	1
89	составные части но	1	1
90	в первый раз	1	1
91	который позволил бы	1	1
92	с этой точки	3	1
93	бы в том	1	1
94	то для того	1	1
95	может войти в	1	1
96	ответить на этот	1	1
97	что они должны	1	1
98	можно сказать что	3	1
99	и когда мы	4	1
100	встречаются на пути	1	1
101	не соответствуют тому	1	1
102	не оказывает никакого	1	1
103	вдруг совершенно неожиданно	1	1
104	то это еще	1	1
105	как таковое не	1	1
106	потому что в	4	1
107	и что следовательно	2	1
108	в то же	1	1
109	решить вопрос о	2	1
110	и то же	4	1
111	на этот вопрос	5	1
112	которых каждый в	1	1
113	между тем мы	1	1
114	и есть то	1	1
115	является то что	2	1
116	она не есть	1	1
117	материала еще не	1	1
118	друг с другом	6	1
119	видим таким образом	2	1
120	с первых же	1	1
121	что совсем не	1	1
122	до сих пор	9	1
123	совершенно ясно что	7	1
124	так как это	6	1
125	ни одна из	2	1
126	на этот сюжет	1	1
127	самом деле он	1	1
128	иметь в виду	3	1
129	показать как в	1	1
130	одно и то	3	1
131	таким образом что	6	1
132	так как та	1	1
133	мы имеем здесь	1	1
134	той или иной	2	1
135	она все же	1	1
136	сомневаться в том	1	1
137	было бы показать	1	1
138	так как они	1	1
139	вместо того чтобы	1	1
140	весь этот материал	1	1
141	таким образом принцип	1	1
142	в этой области	1	1
143	если бы мы	5	1
144	вовсе не необходимо	1	1
145	думается что в	1	1
146	о котором говорит	4	1
147	надо сказать что	2	1
148	во всех этих	2	1
149	в том или	1	1
150	следующим образом если	1	1
151	но если бы	1	1
152	иначе чем это	1	1
153	мы должны будем	3	1
154	следует отличать от	1	1
155	элемента из которых	1	1
156	с самого начала	5	1
157	и другое что	1	1
158	том что он	4	1
159	что в основе	1	1
160	и у него	1	1
161	это означает что	1	1
162	не говорится и	1	1
163	это было бы	1	1
164	в высшей степени	1	1
165	но в этом	1	1
166	и в некоторых	1	1
167	мы видим как	1	1
168	бы мы имели	1	1
169	этой точки зрения	3	1
170	как в этих	1	1
171	и здесь этот	1	1
172	тем мы видим	1	1
173	к которой все	2	1
174	то что ему	3	1
175	а для того	1	1
176	что вопрос о	1	1
177	как это уже	1	1
178	с тем как	1	1
179	во всех других	1	1
180	один из них	1	1
181	мы постараемся показать	1	1
182	одна из них	2	1
183	как бы в	3	1
184	тому что при	1	1
185	указанием на то	1	1
186	то же время	1	1
187	приводит к тому	1	1
188	не то что	3	1
189	из которых каждый	1	1
190	и как он	1	1
191	наших целей это	1	1
192	что и в	1	1
193	каждый в отдельности	1	1
194	с собой в	1	1
195	самого начала в	1	1
196	после того как	1	1
197	те или иные	1	1
198	мы не можем	2	1
199	и в этой	4	1
200	потому что они	3	1
201	мы видим таким	2	1
202	только в тех	1	1
203	видим что с	1	1
