N	2gram	Trubetskoy	StatiiOP
1	и в	26	103
2	в том	11	89
3	том что	7	77
4	в этом	15	76
5	что в	9	74
6	не только	10	60
7	о том	6	47
8	но и	9	46
9	то что	7	44
10	что он	4	42
11	в его	5	42
12	и не	8	41
13	может быть	10	38
14	было бы	1	32
15	в этой	4	31
16	тем что	1	29
17	все это	6	29
18	таким образом	22	28
19	а в	4	27
20	а не	5	27
21	но в	7	26
22	что это	3	25
23	так и	6	25
24	этом отношении	2	24
25	и его	1	24
26	все же	6	23
27	точки зрения	13	23
28	не в	2	23
29	так что	3	23
30	потому что	7	23
31	для того	5	22
32	в которой	3	22
33	как в	1	22
34	того что	3	22
35	прежде всего	2	22
36	у нас	1	22
37	в области	9	22
38	и пр	1	21
39	того чтобы	5	21
40	до сих	5	20
41	это не	1	20
42	в своей	1	19
43	сих пор	5	19
44	в то	4	19
45	только в	4	19
46	в котором	4	18
47	с другой	8	18
48	он не	4	18
49	не может	4	18
50	в самом	4	17
51	как на	8	17
52	самом деле	1	17
53	в россии	2	17
54	как бы	12	17
55	в данном	1	17
56	в этих	4	16
57	с этим	1	16
58	сказать что	2	16
59	если бы	3	16
60	в ней	1	16
61	другой стороны	1	15
62	с тем	18	15
63	как и	1	15
64	из этих	10	15
65	у него	1	15
66	и на	2	15
67	в отношении	6	15
68	как раз	1	15
69	для него	3	15
70	то же	4	14
71	но все	7	14
72	так например	2	14
73	к тому	6	14
74	с точки	6	14
75	между тем	2	14
76	и что	4	14
77	в течение	4	14
78	в той	1	13
79	именно в	2	13
80	во всяком	6	13
81	в своем	3	13
82	из них	7	13
83	в качестве	3	13
84	а с	7	13
85	в конце	6	13
86	в нем	4	13
87	вместе с	15	13
88	всяком случае	6	13
89	но это	1	13
90	что касается	1	13
91	жизни и	2	13
92	в своих	1	12
93	не менее	3	12
94	хотя бы	3	12
95	ни в	1	12
96	так как	9	12
97	что они	1	12
98	в них	2	11
99	должна была	2	11
100	никогда не	5	11
101	не было	2	11
102	ясно что	3	11
103	и с	10	11
104	и по	4	11
105	того как	1	11
106	все эти	6	11
107	это было	1	11
108	на то	2	11
109	кроме того	1	10
110	в виду	2	10
111	связь с	2	10
112	речь идет	1	10
113	так же	5	10
114	что такое	1	10
115	что и	6	10
116	это слово	1	10
117	во всех	2	10
118	а как	1	10
119	в каком	1	10
120	же время	2	10
121	ничего не	1	10
122	но не	8	10
123	в начале	2	10
124	и к	5	9
125	с этой	3	9
126	можно сказать	3	9
127	в одном	3	9
128	несмотря на	6	9
129	и это	2	9
130	в чем	1	9
131	во время	4	9
132	вряд ли	1	9
133	не является	1	9
134	и для	5	9
135	что мы	2	9
136	там где	1	9
137	место в	1	9
138	и об	1	8
139	в результате	3	8
140	и даже	3	8
141	связано с	2	8
142	к которому	2	8
143	что она	1	8
144	к этому	3	8
145	связи с	9	8
146	одним из	2	8
147	могут быть	1	8
148	в общем	8	8
149	к сожалению	3	8
150	должен был	4	8
151	заключается в	1	8
152	в которых	4	8
153	не имеет	5	8
154	тем не	3	8
155	совершенно не	1	8
156	и более	1	8
157	мы имеем	2	8
158	при помощи	1	8
159	той же	1	8
160	в их	1	8
161	а также	2	8
162	дело не	1	8
163	отношение к	5	8
164	и о	3	8
165	такой же	1	8
166	о чем	1	7
167	смотрел на	1	7
168	по себе	1	7
169	представление о	6	7
170	отличается от	2	7
171	и сейчас	2	7
172	того же	6	7
173	на почве	1	7
174	в ее	1	7
175	что все	4	7
176	в эту	2	7
177	из этого	2	7
178	во втором	1	7
179	то в	1	7
180	то время	1	7
181	можно назвать	2	7
182	том как	1	7
183	еще не	2	7
184	очень мало	4	7
185	еще и	1	7
186	что здесь	1	7
187	одной из	5	7
188	на этот	4	7
189	связан с	2	7
190	этой области	1	7
191	данном случае	1	7
192	уже в	2	7
193	в виде	4	7
194	но с	3	7
195	тем более	1	7
196	с самого	3	7
197	конце концов	3	7
198	факт что	1	7
199	лишь в	5	7
200	отношению к	3	7
201	вплоть до	2	7
202	случае в	1	6
203	на его	1	6
204	одно из	2	6
205	в жизни	1	6
206	по отношению	1	6
207	даже в	1	6
208	крайней мере	5	6
209	к нему	7	6
210	только не	2	6
211	время как	1	6
212	же как	3	6
213	одном из	1	6
214	должно было	2	6
215	о которых	1	6
216	этот вопрос	1	6
217	в себе	6	6
218	и здесь	2	6
219	из которых	4	6
220	и все	2	6
221	по крайней	5	6
222	идет о	1	6
223	тем же	1	6
224	и во	1	6
225	с его	2	6
226	что с	1	6
