N	2gram	Bakhtin_Fr	Tragedij
1	и в	68	18
2	в романе	24	10
3	в этом	28	9
4	в году	11	9
5	не только	21	8
6	и на	16	7
7	и не	25	7
8	может быть	10	7
9	и с	15	7
10	как бы	7	7
11	он сам	1	7
12	что он	7	6
13	у него	14	6
14	же время	13	6
15	в образе	1	6
16	но в	20	6
17	и его	26	6
18	это не	5	5
19	несмотря на	1	5
20	что это	4	5
21	так и	8	5
22	к жизни	2	5
23	это очень	1	5
24	все же	6	5
25	в дальнейшем	4	5
26	то же	14	5
27	как и	17	5
28	не может	5	5
29	в то	14	5
30	что в	14	4
31	в себе	5	4
32	и даже	7	4
33	все это	6	4
34	прежде всего	23	4
35	и все	16	4
36	этот образ	11	4
37	об этом	3	4
38	еще не	3	4
39	но и	17	4
40	том что	6	4
41	и что	2	4
42	так же	3	4
43	то что	11	4
44	в этой	15	4
45	что я	2	4
46	в нем	12	4
47	но это	5	4
48	в целом	3	4
49	своего рода	5	3
50	и он	2	3
51	один из	9	3
52	должно быть	1	3
53	в основном	7	3
54	уже в	4	3
55	в его	21	3
56	для него	7	3
57	в своем	11	3
58	с ним	3	3
59	о чем	3	3
60	смысл жизни	1	3
61	и сам	5	3
62	в конце	8	3
63	эпизод с	3	3
64	и как	5	3
65	в мире	6	3
66	как в	4	3
67	никто не	1	3
68	что образ	1	3
69	то есть	31	3
70	при этом	5	3
71	жизнь и	2	3
72	на страницах	1	3
73	как это	1	3
74	тем самым	1	3
75	к людям	1	3
76	с ее	1	3
77	как будто	2	3
78	отнюдь не	1	3
79	все эти	16	3
80	к нему	4	3
81	в самом	6	2
82	не так	3	2
83	и то	2	2
84	и вас	1	2
85	еще раз	2	2
86	xix веке	3	2
87	и здесь	5	2
88	данном случае	3	2
89	по замыслу	1	2
90	это был	1	2
91	и за	3	2
92	в том	12	2
93	это уже	2	2
94	он и	10	2
95	с тем	1	2
96	в ее	5	2
97	говорит о	2	2
98	что и	3	2
99	ни в	6	2
100	бы и	1	2
101	чем он	2	2
102	по словам	2	2
103	что все	2	2
104	не могут	1	2
105	в виде	2	2
106	его в	7	2
107	как же	1	2
108	не в	2	2
109	но этого	1	2
110	в первом	1	2
111	но все	5	2
112	но эта	1	2
113	было в	2	2
114	из самых	2	2
115	еще в	4	2
116	от всего	1	2
117	в таком	2	2
118	между этими	1	2
119	ничем не	1	2
120	этими двумя	1	2
121	одном из	2	2
122	зла в	1	2
123	вряд ли	3	2
124	этого романа	2	2
125	имеет в	2	2
126	знает что	1	2
127	и это	5	2
128	но особенно	1	2
129	под влиянием	2	2
130	уже не	2	2
131	о том	5	2
132	точно она	1	2
133	перед нами	4	2
134	не был	4	2
135	не имеет	1	2
136	что эти	1	2
137	и я	1	2
138	в данном	5	2
139	только к	1	2
140	права на	1	2
141	что этот	1	2
142	отличие от	3	2
143	раз и	2	2
144	он был	5	2
145	потому что	3	2
146	боли и	1	2
147	ее жизни	1	2
148	так что	1	2
149	он не	11	2
150	в частности	4	2
151	и детей	2	2
152	но они	4	2
153	в это	2	2
154	в одном	7	2
155	говорит что	1	2
156	и до	14	2
157	в отличие	3	2
158	его за	2	2
159	отношение к	11	2
160	году в	1	2
161	в самую	1	2
162	о его	2	2
163	до конца	10	2
164	который в	2	2
165	одна из	3	2
166	на образе	1	2
167	с его	6	2
168	а как	1	2
169	тут же	3	2
170	не мог	1	2
171	тем что	6	2
172	не случайно	1	2
173	и ее	3	2
174	никогда не	2	2
175	ничего не	4	2
176	жизнью и	4	2
177	друг друга	2	2
178	в той	7	1
179	в особенности	6	1
180	все в	2	1
181	особенно поразил	1	1
182	во всем	4	1
183	то в	2	1
184	с помощью	5	1
185	близок к	1	1
186	всегда была	2	1
187	его романа	3	1
188	этом случае	1	1
189	только не	1	1
190	в болтовне	1	1
191	в последующих	3	1
192	живости и	1	1
193	выражение лица	1	1
