N	3gram	Bakhtin_Pr	Freidism
1	с точки зрения	6	15
2	не может быть	11	14
3	по отношению к	19	11
4	в самом деле	3	10
5	в том что	3	9
6	и прежде всего	5	7
7	в то же	3	6
8	в высшей степени	5	6
9	то же время	3	6
10	может быть и	1	6
11	можем сказать что	1	5
12	в большинстве случаев	5	5
13	можно сказать что	2	5
14	как мы уже	1	5
15	мы можем сказать	2	5
16	в ее целом	1	4
17	в свою очередь	1	4
18	тем не менее	3	4
19	мы уже указывали	1	4
20	на самом деле	3	4
21	в данном случае	4	4
22	в чем не	2	4
23	не могут быть	2	4
24	на первый план	2	4
25	в этом отношении	2	4
26	ни в чем	2	4
27	все то что	3	3
28	отнюдь не является	1	3
29	для того чтобы	2	3
30	до сих пор	1	3
31	не в его	1	3
32	далеко не всегда	3	3
33	во всех своих	2	3
34	бы то ни	3	3
35	на этот вопрос	1	3
36	так и в	2	3
37	что все эти	1	3
38	но в то	1	3
39	а вовсе не	1	3
40	в конечном счете	4	3
41	в следующей главе	1	3
42	и не может	2	3
43	и есть та	1	2
44	и тем не	1	2
45	это как бы	1	2
46	точка зрения на	1	2
47	равно как и	1	2
48	что в его	1	2
49	в применении к	3	2
50	и может быть	1	2
51	снова и снова	1	2
52	в этом смысле	3	2
53	то или иное	2	2
54	ни в какой	1	2
55	самое приходится сказать	1	2
56	же самое приходится	1	2
57	хотя бы и	1	2
58	его отношение к	1	2
59	сказать и о	2	2
60	а следовательно и	1	2
61	с помощью которого	1	2
62	приходится сказать и	1	2
63	все снова и	1	2
64	по отношению ко	1	2
65	в таких случаях	1	2
66	в узком смысле	1	2
67	не чем иным	1	2
68	чем иным как	1	2
69	у нас в	1	2
70	и не нуждается	1	2
71	в отличие от	5	2
72	конечно не может	1	2
73	таким образом в	1	2
74	то ни было	2	2
75	выходит за пределы	1	2
76	к тому что	1	2
77	самом же деле	1	2
78	это и есть	1	2
79	на самом же	1	2
80	с одной стороны	3	2
81	не дает нам	1	2
82	нам важно лишь	1	2
83	в его целом	5	2
84	а также и	1	2
85	то же самое	2	2
86	и т д	1	1
87	быть не может	1	1
88	может быть выделен	1	1
89	правда это не	1	1
90	и теперь еще	1	1
91	к нему и	2	1
92	того или иного	2	1
93	и др в	2	1
94	той или иной	2	1
95	за каждым словом	1	1
96	по аналогии с	1	1
97	и с его	2	1
98	является как бы	1	1
99	прежде всего от	1	1
100	до известной степени	1	1
101	нас за пределы	2	1
102	но и в	2	1
103	к себе самому	1	1
104	позицию по отношению	4	1
105	только в его	1	1
106	к целому ряду	1	1
107	по сравнению с	1	1
108	что бы то	1	1
109	не имели бы	1	1
110	то что является	1	1
111	имеется в виду	1	1
112	во всех его	4	1
113	выходят за пределы	1	1
114	а иногда и	1	1
115	более того можно	1	1
116	можно определить как	1	1
117	содержания и формы	1	1
118	конкретное высказывание всегда	1	1
119	рядом с ним	1	1
120	на мир не	1	1
121	во всех отношениях	1	1
122	могут и должны	1	1
123	жизни таким образом	1	1
124	в том же	2	1
125	мы различаем в	1	1
126	может войти в	1	1
127	в тех же	1	1
128	художественной формы и	1	1
129	в коем случае	2	1
130	к выводу что	1	1
131	в свое время	1	1
132	конечно не в	1	1
133	только в пределах	1	1
134	или другими словами	1	1
135	форму и содержание	1	1
136	совершенно не критически	2	1
137	во что бы	1	1
138	тем требованиям которые	1	1
139	дело и с	5	1
140	в то время	1	1
141	только в таком	1	1
142	и быть не	1	1
143	чтобы войти в	1	1
144	и за пределы	1	1
145	может возникнуть как	1	1
146	в пределах чисто	1	1
147	со всех сторон	2	1
148	мы вполне можем	1	1
149	хотя и не	1	1
150	с ними дело	1	1
151	того можно сказать	1	1
152	да и теперь	1	1
153	не было бы	1	1
154	да и не	1	1
155	что оно было	1	1
156	вообще не может	1	1
157	же мы должны	1	1
158	и художественное творчество	1	1
159	может быть конечно	1	1
160	не что иное	1	1
161	а между тем	1	1
162	должна быть понята	1	1
163	могут быть поняты	2	1
164	этом условии мы	1	1
165	дело в том	1	1
166	иметь в виду	1	1
167	она не может	1	1
168	какое же значение	1	1
169	явление в высшей	1	1
170	ни в коем	2	1
171	и о других	1	1
172	областях культурного творчества	1	1
173	в основных чертах	1	1
174	не может в	1	1
175	имеет дело только	2	1
176	останавливаться не будем	1	1
177	носит вторичный характер	1	1
178	не выходит за	1	1
179	в двух направлениях	1	1
180	с первого же	1	1
181	в истории философии	1	1
182	важнейшие из них	1	1
183	его в том	1	1
184	смысле слова и	1	1
185	смысле этого слова	1	1
186	быть понята и	1	1
187	не имеют дела	1	1
188	организма и психики	1	1
189	при этом условии	1	1
190	и в то	2	1
191	может обойтись без	1	1
192	конечно и не	2	1
193	и как мы	1	1
194	есть не что	1	1
195	или как русский	1	1
196	только при этом	1	1
197	совершенно независимо от	2	1
198	не может обойтись	1	1
199	во всех видах	1	1
200	мы останавливаться не	1	1
201	и др и	1	1
202	и должны быть	2	1
203	что иное как	1	1
204	не нуждается в	1	1
205	настоящее время в	1	1
206	войти в историю	1	1
207	в нем и	1	1
208	и в нем	3	1
209	всех этих явлений	1	1
210	что в некоторых	1	1
211	от всех других	1	1
212	его уже не	1	1
213	конечно и в	1	1
214	между тем как	5	1
215	таким образом и	1	1
216	едва ли может	1	1
217	но никогда не	1	1
218	нуждается ни в	1	1
219	оно может быть	1	1
220	в этом действительно	1	1
221	можно было бы	3	1
222	или хотя бы	1	1
223	в основе своей	3	1
224	коем случае не	2	1
225	не нуждается ни	1	1
226	что с ним	1	1
227	в настоящее время	1	1
228	раз и навсегда	1	1
229	то ни стало	1	1
