N	2gram	Ircho_Kome	Istorich
1	и в	37	181
2	и т	5	160
3	т д	1	142
4	т е	18	133
5	может быть	14	115
6	не только	13	114
7	что он	15	111
8	мы имеем	4	102
9	что в	11	90
10	но и	18	85
11	в этом	18	81
12	так как	16	75
13	то что	5	73
14	таким образом	16	72
15	вместе с	16	71
16	и не	28	67
17	мы видим	2	65
18	все же	9	65
19	в этих	2	64
20	еще не	10	63
21	не может	9	61
22	так же	8	57
23	то же	14	56
24	никогда не	5	56
25	в том	24	53
26	том что	22	53
27	а в	12	52
28	с другой	5	52
29	потому что	19	52
30	и что	8	51
31	и здесь	11	51
32	что и	12	51
33	мы видели	1	49
34	а не	5	48
35	о том	21	48
36	его в	9	47
37	не в	7	47
38	другой стороны	2	46
39	превращается в	1	45
40	мы должны	1	44
41	но в	7	44
42	это не	3	43
43	и его	10	43
44	мы знаем	2	42
45	в нем	8	42
46	только в	3	42
47	показывает что	1	42
48	как в	4	42
49	представление о	2	41
50	или в	1	39
51	тем что	12	38
52	и на	6	38
53	в его	12	38
54	для нас	7	38
55	как и	10	37
56	мы уже	1	37
57	он не	11	37
58	что здесь	2	37
59	так и	4	37
60	знаем что	1	36
61	мы увидим	1	36
62	мы можем	7	36
63	что они	3	35
64	с тем	6	35
65	мы не	6	35
66	здесь мы	1	35
67	все эти	1	35
68	не всегда	2	34
69	связи с	5	34
70	но не	9	34
71	а именно	1	34
72	у него	10	34
73	во время	8	34
74	же как	1	33
75	об этом	12	33
76	сих пор	12	32
77	в качестве	4	32
78	один из	6	31
79	прежде всего	7	31
80	то это	5	31
81	представляет собой	5	31
82	власть над	1	31
83	ничего не	6	31
84	с этим	5	30
85	с одной	5	30
86	до сих	12	30
87	к нему	8	30
88	при помощи	1	30
89	этом случае	2	29
90	но все	5	29
91	одной стороны	4	29
92	как мы	6	29
93	и другие	1	28
94	что она	10	28
95	и с	5	28
96	например в	3	28
97	героя в	1	27
98	так что	7	27
99	могут быть	3	27
100	в образе	5	27
101	того что	1	27
102	в ином	1	27
103	как он	5	27
104	как это	5	26
105	на него	6	26
106	представляют собой	3	26
107	предположить что	1	26
108	в ней	7	26
109	вопрос о	2	25
110	в дальнейшем	5	25
