N	2gram	Propp_Isto	KFilosof
1	может быть	22	45
2	в его	7	42
3	в нем	11	32
4	не может	8	29
5	и не	16	28
6	и в	43	28
7	по отношению	2	26
8	в котором	5	24
9	не есть	3	22
10	отношению к	2	22
11	в себе	2	21
12	только в	8	18
13	и его	10	18
14	в своем	2	17
15	в ее	1	17
16	а не	13	17
17	в этом	25	15
18	не в	9	13
19	точки зрения	3	13
20	к нему	12	12
21	ни в	2	12
22	но не	10	12
23	и это	5	12
24	в своей	4	11
25	все эти	8	11
26	во всех	1	11
27	все это	4	10
28	это не	10	10
29	с точки	1	10
30	и есть	3	10
31	и для	3	10
32	в целом	4	10
33	и все	4	9
34	но и	24	9
35	как бы	5	9
36	для нее	2	9
37	не было	2	8
38	если бы	7	8
39	в мире	1	8
40	со стороны	3	8
41	было бы	5	8
42	в себя	3	8
43	жизни и	2	8
44	себя в	2	8
45	во всем	3	7
46	и здесь	8	7
47	со мной	1	7
48	этот момент	1	7
49	что и	17	7
50	должен быть	1	7
51	вовсе не	3	7
52	уже не	11	7
53	совершенно не	2	7
54	то что	20	7
55	конечно не	3	7
56	на основе	1	7
57	и только	6	7
58	отнюдь не	1	7
59	но все	5	6
60	но эта	2	6
61	я не	3	6
62	не имеет	3	6
63	и я	1	6
64	ко мне	2	6
65	в том	13	6
66	и их	4	6
67	и действительно	5	6
68	отношение к	4	6
69	он не	11	6
70	но это	5	6
71	от его	1	5
72	со всем	1	5
73	то же	11	5
74	ко всему	1	5
75	мы имеем	24	5
76	не только	28	5
77	с ним	1	5
78	я могу	1	5
79	но как	2	5
80	его в	7	5
81	не знает	2	5
82	но в	15	5
83	именно в	1	5
84	бы быть	1	5
85	как и	9	5
86	все же	13	5
87	себя и	1	5
88	еще не	15	5
89	что я	2	5
90	хотя бы	3	5
91	в одном	9	5
92	а в	13	5
93	его как	1	5
94	там где	8	5
95	никогда не	9	5
96	что в	29	4
97	должна быть	2	4
98	и весь	1	4
99	при этом	4	4
100	что это	4	4
101	о нем	2	4
102	не как	1	4
103	для нас	6	4
104	прежде всего	3	4
105	с другим	1	4
106	в своих	1	4
107	мне в	1	4
108	только момент	1	4
109	с ними	5	4
110	за свое	1	4
111	том что	12	4
112	в чем	4	4
113	в каком	1	4
114	могло бы	2	4
115	но можно	1	4
116	входит в	1	4
117	только как	1	4
118	нисколько не	1	4
119	могла бы	1	4
120	между тем	2	4
121	здесь мы	6	4
122	к ним	1	4
123	быть в	1	4
124	из него	3	4
125	меня не	4	4
126	от него	3	3
127	и может	1	3
128	и на	7	3
129	этого мира	1	3
130	и пр	19	3
131	мы не	3	3
132	был бы	1	3
133	ним и	1	3
134	всем его	1	3
135	и этот	2	3
136	если ты	1	3
137	того что	8	3
138	где он	2	3
139	и этим	1	3
140	на самом	2	3
141	ясно что	2	3
142	в виду	2	3
143	и тот	3	3
144	и делает	1	3
145	самом деле	1	3
146	в некотором	3	3
147	тем что	8	3
148	но для	2	3
149	меня в	1	3
150	в корне	1	3
151	что этот	4	3
152	не дает	3	3
153	нем я	1	3
154	не менее	6	3
155	для этой	1	3
156	по своему	1	3
157	бы не	1	3
158	здесь не	6	3
159	войти в	1	3
160	себе и	2	3
161	в момент	1	3
162	но конечно	2	3
163	себя не	1	3
164	это и	4	3
165	ясно и	1	3
166	что не	3	3
167	отсюда и	1	3
168	но здесь	2	3
169	в свою	5	3
170	не должен	1	3
171	не должно	1	3
172	в другом	11	3
173	и должна	1	3
174	в ней	3	3
175	быть и	3	3
176	вступает в	4	3
177	и та	1	3
178	к чему	2	3
179	в современной	2	3
180	от того	3	3
181	я буду	2	3
182	человека и	1	3
183	на своем	1	3
184	мы здесь	7	3
185	целом и	1	3
186	из его	2	3
187	нет и	1	3
188	только с	2	3
189	могут быть	9	3
190	нигде не	1	3
191	о том	4	3
192	тем как	1	3
193	в то	2	3
194	независимо от	3	3
195	всех этих	3	3
196	и совершенно	1	3
197	тот же	2	3
198	и тем	2	3
199	ничего не	12	3
200	меня и	3	3
201	были бы	1	2
202	как к	2	2
203	и эти	5	2
204	один из	7	2
205	вступить в	3	2
206	бы он	1	2
207	ему в	2	2
208	чего не	1	2
209	можно ли	3	2
210	чтобы быть	3	2
211	его с	2	2
212	случае мы	4	2
213	дело с	2	2
214	еще более	3	2
215	тому что	1	2
216	герой и	2	2
217	это уже	3	2
218	будет ли	1	2
219	тем не	6	2
220	так и	6	2
221	жить и	1	2
222	из которых	1	2
223	и то	4	2
224	и за	3	2
225	в качестве	4	2
226	нами в	1	2
227	сводится к	1	2
228	по себе	3	2
229	в виде	2	2
230	со всеми	1	2
231	если не	2	2
232	он имеет	1	2
233	ее от	1	2
234	ни одна	1	2
235	однако что	4	2
236	из нее	1	2
237	что за	3	2
238	в мир	1	2
239	и эта	1	2
240	дело здесь	1	2
241	не следует	2	2
242	в жизни	3	2
243	смысле и	1	2
244	с тем	3	2
245	человек и	1	2
246	его на	6	2
247	и как	6	2
248	что он	17	2
249	в соответствии	1	2
250	и она	5	2
251	но я	1	2
252	на волю	4	2
253	предмет и	1	2
254	чтобы дать	1	2
255	как в	6	2
256	от этого	1	2
257	если я	3	2
258	есть на	1	2
259	это было	1	2
260	в это	1	2
261	ли это	2	2
262	ничего общего	1	2
263	жизни является	1	2
264	целом не	2	2
265	жизнь и	1	2
266	все они	1	2
267	этого слова	3	2
268	к этому	10	2
269	и потому	2	2
270	я его	1	2
271	его и	6	2
272	в данном	7	2
273	и других	1	2
274	вопрос о	4	2
275	которой он	3	2
276	и положение	1	2
277	она не	4	2
278	потому что	8	2
279	с этого	1	2
280	дело не	3	2
281	к себе	3	2
282	не будет	1	2
283	в него	3	2
284	именно на	2	2
285	на нем	4	2
286	а по	1	2
287	говорить о	1	2
288	что эта	2	2
289	для этого	1	2
290	мы получим	1	2
291	не из	1	2
292	этот факт	1	2
293	всей своей	1	2
294	к которой	1	2
295	только это	1	2
296	или иное	1	2
