N	4gram	Vygotskiy_	Istorich
1	в то время как	4	13
2	не что иное как	2	11
3	так же как и	1	9
4	но вместе с тем	1	8
5	образом мы видим что	2	7
6	таким образом мы видим	1	7
7	с этой точки зрения	3	6
8	и т д мы	1	5
9	и т д и	1	5
10	состоит в том что	2	4
11	что он умер и	1	3
12	один и тот же	1	3
13	здесь мы видим что	1	3
14	если это так то	1	3
15	до сих пор не	1	3
16	с одной стороны и	1	3
17	мы видели что в	1	3
18	бы то ни было	1	3
19	не только то что	1	2
20	в том что он	2	2
21	с другой стороны она	1	2
22	в данном случае в	1	2
23	указывают на то что	1	2
24	одной и той же	4	2
25	что для того чтобы	2	2
26	но для наших целей	1	2
27	и здесь мы видим	1	2
28	одно и то же	3	2
29	с другой стороны он	2	2
30	ответ на этот вопрос	2	2
31	мы с одной стороны	1	2
32	в силу того что	1	2
33	дело в том что	2	2
34	указывает на то что	3	2
35	не в том чтобы	1	2
36	так же обстоит дело	2	2
37	видим таким образом что	2	2
38	мы видим таким образом	2	2
39	с одной стороны он	2	2
40	но если это так	1	2
41	что в этом случае	2	1
42	здесь могут быть два	1	1
43	мы увидим что и	2	1
44	после того как она	1	1
45	едва ли не самым	1	1
46	даже там где он	1	1
47	в какой связи стоят	1	1
48	когда он говорит что	1	1
49	дело конечно не просто	1	1
50	в том смысле в	1	1
51	если бы мы имели	1	1
52	он знает что он	1	1
53	вместе с тем мы	1	1
54	в том что в	2	1
55	ничего не может и	1	1
56	надо сказать что в	1	1
57	что при помощи этого	1	1
58	вовсе не в том	1	1
59	друг с другом мы	1	1
60	что сказано выше о	1	1
61	все же не может	1	1
62	сами по себе не	1	1
63	до сих пор в	1	1
64	по-видимому заключается в том	1	1
65	заключается в том что	6	1
66	мысль о том что	1	1
67	о том что она	1	1
68	той обстановки в которой	1	1
69	от начала до конца	1	1
70	а не сам он	1	1
71	мы будем иметь случай	1	1
72	мы сейчас увидим что	2	1
73	несмотря на то что	1	1
74	мы можем поставить вопрос	1	1
75	то же самое и	2	1
76	надо однако сказать что	1	1
77	как бы в том	1	1
78	конечно не просто в	1	1
79	но как только мы	1	1
80	во всем его объеме	1	1
81	друг с другом и	1	1
82	сам по себе не	1	1
83	в средние века в	1	1
84	иметь в виду то	1	1
85	по ходу действия это	1	1
86	о котором говорится что	1	1
87	мы видим что и	1	1
88	еще хуже обстоит дело	1	1
89	можно сказать что эта	1	1
90	для наших целей это	1	1
91	то это означает что	1	1
92	вместе с тем и	1	1
93	все дело в том	1	1
94	ответить на этот вопрос	1	1
95	одна и та же	2	1
96	образом и здесь мы	1	1
97	но уже сейчас мы	1	1
98	что между героем и	1	1
99	и только после этого	1	1
100	но он думает что	1	1
101	означает не что иное	1	1
102	и наконец самое важное	1	1
103	смысле этого слова может	1	1
104	с другой стороны мы	2	1
105	указанием на то что	1	1
106	чтобы ответить на этот	1	1
107	а на самом деле	1	1
108	т д и т	1	1
109	надо сказать что и	1	1
110	что они находятся в	1	1
111	в зависимости от того	3	1
112	мы имеем дело с	1	1
113	в том что на	1	1
114	состоят в том что	1	1
115	по существу мы можем	1	1
116	на то что вообще	1	1
117	может быть сравниваема с	1	1
118	только для того чтобы	1	1
119	ссылается на то что	1	1
120	приводит к тому что	1	1
121	и в этом смысле	1	1
122	никак не может быть	1	1
123	какой бы то ни	1	1
124	д и т д	1	1
125	в то же время	1	1
