N	4gram	Losev_Prob	SlovoVZh
1	дело в том что	4	4
2	бы то ни было	2	3
3	но тем не менее	1	2
4	эти и подобные им	1	2
5	до конца дело в	1	1
6	конца дело в том	1	1
7	мы имеем дело с	1	1
8	ни в чем не	2	1
9	ни в какой степени	1	1
10	но в то же	2	1
11	все эти и подобные	1	1
12	и в этом смысле	1	1
13	одним и тем же	1	1
14	в том что в	1	1
15	все более и более	1	1
16	в то время как	4	1
17	о том что поэт	1	1
18	ни в коем случае	3	1
19	в коем случае нельзя	1	1
20	каких бы то ни	1	1
21	в какой степени не	1	1
22	в то же время	1	1
