N	3gram	Tiupa_Narr	Analitik
1	в том что	11	25
2	не может быть	6	19
3	по отношению к	5	18
4	в то же	7	16
5	о том что	3	15
6	в данном случае	12	14
7	в отличие от	6	14
8	то же время	7	14
9	той или иной	6	14
10	к тому же	8	13
11	в конечном счете	4	11
12	мы имеем дело	4	11
13	в повестях белкина	1	10
14	так и не	2	10
15	того или иного	3	9
16	с другой стороны	1	9
17	в свою очередь	2	9
18	по крайней мере	1	9
19	я в мире	3	9
20	подобно тому как	4	9
21	с одной стороны	5	9
22	присутствия в мире	2	8
23	состоит в том	5	8
24	с точки зрения	2	8
25	как и в	1	8
26	не только в	12	8
27	в этом отношении	5	8
28	в таком случае	1	7
29	во всяком случае	2	7
30	что иное как	1	7
31	кадров внутреннего зрения	1	7
32	присутствия я в	2	6
33	тем не менее	6	6
34	по природе своей	1	6
35	одного и того	2	6
36	так или иначе	1	6
37	в полной мере	1	6
38	и того же	2	6
39	в той или	1	5
40	не только не	2	5
41	но и в	4	5
42	в русской литературе	1	5
43	том или ином	1	5
44	но и не	2	5
45	во времени и	6	5
46	времени и пространстве	6	5
47	имеем дело с	4	5
48	лишь в том	1	4
49	в самом начале	1	4
50	в нашем случае	1	4
51	до известной степени	1	4
52	в том или	1	4
53	здесь не только	2	4
54	в самом деле	3	4
55	обращает на себя	3	4
56	для того чтобы	4	4
57	в силу своей	1	4
58	и представляет собой	2	4
59	не в том	1	4
60	собственно говоря и	2	4
61	не сводится к	7	4
62	и тем самым	6	4
63	в соответствии с	7	4
64	в равной степени	3	4
65	автора и читателя	1	4
66	и не может	3	4
67	в ответ на	3	4
68	большей или меньшей	1	4
69	себя в другом	1	4
70	на себя внимание	3	4
71	участников коммуникативного события	1	4
72	дело здесь не	1	4
73	в этом смысле	1	4
74	в известном смысле	4	4
75	из того что	1	4
76	с той или	2	4
77	в значительной степени	1	4
78	едва ли не	2	4
79	в основе своей	1	4
80	и тот же	1	3
81	и как бы	1	3
82	и то что	1	3
83	и т п	2	3
84	в том числе	1	3
85	далеко не всегда	1	3
86	сам по себе	1	3
87	сами по себе	2	3
88	именно в этом	1	3
89	повествователя рассказчика хроникера	1	3
90	бы то ни	1	3
91	всех без исключения	1	3
92	в первом случае	3	3
93	речь идет о	3	3
94	в зависимости от	3	3
95	не о том	1	3
96	а в том	2	3
97	то ни было	1	3
98	а не в	1	3
99	в связи с	3	3
100	то же самое	3	3
101	в этой связи	1	3
102	как раз и	1	3
103	в принципе не	1	3
104	в тарасе бульбе	1	3
105	по этой причине	1	3
106	тогда как сам	1	3
107	то есть в	1	3
108	дело не с	1	3
109	человеческого я в	2	3
110	тогда как в	2	3
111	текста а не	1	3
112	и в самом	1	3
113	можно сказать что	5	3
114	в соответствии со	1	3
115	в противном случае	1	3
116	и все же	4	3
117	дело в том	2	3
118	содержит в себе	1	3
119	самого коммуникативного события	1	3
120	при встрече с	3	3
121	в результате чего	1	3
122	в качестве некоторой	1	2
123	встрече с другим	1	2
124	мере в какой	1	2
125	по удачному выражению	1	2
126	в качестве некоторого	1	2
127	коммуникативного события в	1	2
128	не только к	1	2
129	при условии что	1	2
130	с легкой руки	1	2
131	в той мере	1	2
132	в рамках одного	1	2
133	единственный в тексте	1	2
134	ничего не говорит	1	2
135	собой один из	1	2
136	с этой точки	1	2
137	в этом втором	1	2
138	более или менее	2	2
139	в частности в	2	2
140	следует смешивать с	1	2
141	можно было бы	1	2
142	во втором случае	1	2
143	еще не гарантирует	1	2
144	друг с другом	1	2
145	со стороны повествователя	1	2
146	до сих пор	3	2
147	как правило не	2	2
148	лишь в самом	1	2
149	в обоих случаях	1	2
150	текста но и	1	2
151	событие самого рассказывания	2	2
152	исходя из того	1	2
153	концентрирует внимание на	1	2
154	а тем более	1	2
155	тому или иному	1	2
156	тому же в	2	2
157	а с другой	2	2
158	той мере в	1	2
159	и то же	2	2
160	принимает на себя	1	2
161	как если бы	2	2
162	к тому что	4	2
163	же время они	1	2
164	в этих случаях	1	2
165	они могут быть	1	2
166	мысль о том	1	2
167	на то что	2	2
168	в противоречие с	1	2
169	а в то	1	2
170	обратим внимание на	2	2
171	в данный момент	1	2
172	поле зрения читателя	1	2
173	один и тот	1	2
174	случае мы имеем	1	2
175	этой точки зрения	1	2
176	какой бы то	1	2
177	место лишь в	1	2
178	не все что	1	2
179	того и другого	1	2
180	здесь мы имеем	1	2
181	на этот вопрос	1	2
182	и того и	1	2
183	в один голос	1	2
184	в войне и	2	2
185	представляет собой один	1	2
186	в сущности говоря	1	2
187	как и на	1	2
188	мы узнаем о	1	2
189	означает что в	1	2
190	одно и то	2	2
191	в отрыве от	1	2
192	по своей природе	1	2
193	при этом что	1	2
194	так и его	1	2
195	в поле зрения	1	2
196	в стране мертвых	1	2
197	войне и мире	2	2
198	уже говорилось выше	1	2
199	тем или иным	2	2
200	на первый взгляд	1	2
201	присутствия человеческого я	2	2
202	не следует смешивать	1	2
203	как было показано	1	2
204	с этого момента	1	2
205	ключевая роль принадлежит	1	2
206	то она определяется	1	1
207	с кротким мягким	1	1
208	в контексте художественного	1	1
209	деталей в пределах	1	1
210	и рождается в	1	1
211	потому что я	1	1
212	кадрового единства фразы	1	1
213	в полном его	1	1
214	в коммуникативном событии	2	1
215	своего рода ключ	1	1
216	малый отрезок времени	1	1
217	трех говорящего автора	1	1
218	частности значения общедоступные	1	1
219	и дело не	1	1
220	самое следует сказать	1	1
221	читателя и того	1	1
222	о котором рассказано	1	1
223	и вся его	1	1
224	в целом как	1	1
225	в искусстве слова	1	1
226	видения в частности	1	1
227	местоположением семантических единиц	1	1
228	и оцененном мире	1	1
229	и к себе	1	1
230	представляет собой ни	1	1
231	геннепа и в	1	1
232	и даже не	1	1
233	до нас в	1	1
234	может или пожелает	1	1
235	по себе а	1	1
236	или иной мерой	1	1
237	здоровая порядок фокусирующих	1	1
238	никак не может	1	1
239	зеркала души вдруг	1	1
240	темной родинкой и	1	1
241	в той же	1	1
242	может быть использовано	1	1
243	дело не только	2	1
244	снята а так	1	1
245	четко разграничивая употребление	1	1
246	времени в поле	1	1
247	том что искусство	1	1
248	невместима в пределы	1	1
249	входит лишь поименованное	1	1
250	дамы с собачкой	7	1
251	бы место лишь	1	1
252	движется один отдельный	1	1
253	в каком она	1	1
254	единства фразы устанавливает	1	1
255	постепенно снята а	1	1
256	насыщенный деталями кадр	1	1
257	тривиальная в общеязыковом	1	1
258	его собственному признанию	1	1
259	то что не	1	1
260	самом деле в	1	1
261	но и на	2	1
262	ничего не доказывает	1	1
263	порядок фокусирующих восприятие	1	1
264	однако и здесь	1	1
