N	3gram	Vygotskiy_	Mirosoze
1	не может быть	3	28
2	в том что	20	9
3	это и есть	2	9
4	для того чтобы	17	7
5	в высшей степени	1	7
6	в нем есть	1	7
7	и в этом	6	6
8	вместе с тем	3	6
9	о том что	8	6
10	о человеке и	2	6
11	до сих пор	6	5
12	и вместе с	3	5
13	мы увидим что	9	5
14	не было бы	2	5
15	может быть и	1	5
16	что он не	4	4
17	заключает в себе	1	4
18	потому что в	2	4
19	не мог бы	1	4
20	от того что	1	4
21	и в самом	15	4
22	на то что	16	4
23	в то время	4	4
24	не что иное	1	4
25	потому что он	3	4
26	можно было бы	6	4
27	то время как	3	4
28	что иное как	1	4
29	один из самых	1	4
30	он никогда не	1	3
31	она никогда не	1	3
32	как будто бы	1	3
33	потому что она	1	3
34	она не может	2	3
35	том что он	3	3
36	он хотел бы	1	3
37	и никогда не	2	3
38	к тому что	5	3
39	а не только	1	3
40	одна и та	2	3
41	и всякий раз	1	3
42	по своему значению	2	3
43	так как он	1	3
44	и не было	1	3
45	по сравнению с	1	3
46	это значит что	2	3
47	и той же	3	3
48	и та же	3	3
49	как и все	1	3
50	одной и той	3	3
51	и ничего не	1	3
52	так же как	2	3
53	же как и	1	3
54	с тем что	3	3
55	во всяком случае	6	3
56	также и в	1	3
57	как и в	1	3
58	смысле этого слова	5	2
59	что она не	1	2
60	а не к	1	2
61	и на этом	1	2
62	лежит в основе	1	2
63	он не может	1	2
64	не так как	1	2
65	в нем же	1	2
66	и в конце	2	2
67	все более и	4	2
68	бросается в глаза	2	2
69	не могут понять	1	2
70	том что в	1	2
71	что это не	1	2
72	на то чтобы	2	2
73	в наше время	2	2
74	имел в виду	1	2
75	ни к какому	1	2
76	и не может	1	2
77	потому что не	1	2
78	тем что в	2	2
79	но он же	1	2
80	в том смысле	2	2
81	к тому чтобы	4	2
82	более и более	4	2
83	и в самой	1	2
84	что в нем	3	2
85	подобно тому как	1	2
86	в ней есть	1	2
87	что оно не	1	2
88	как бы его	2	2
89	никогда не может	2	2
90	она не имеет	2	2
91	как бы в	1	2
92	в этом отношении	1	2
93	имеет совершенно другой	1	1
94	мере в какой	1	1
95	как и на	1	1
96	он рассказывает о	1	1
97	том что это	1	1
98	том смысле что	1	1
99	и т п	7	1
100	же все время	1	1
101	он доходит до	1	1
102	она должна быть	3	1
103	в самом деле	29	1
104	к концу и	2	1
105	и для всякой	1	1
106	указывает на то	4	1
107	в русской поэзии	2	1
108	о судьбе человека	1	1
109	в своей основе	1	1
110	своих героев он	1	1
111	в себе всю	1	1
112	он говорит что	2	1
113	это не есть	1	1
114	они не могут	1	1
115	который может быть	1	1
116	органической связи с	1	1
117	в ней как	1	1
118	и мы увидим	2	1
119	но они не	1	1
120	к которой мы	1	1
121	иное что как	1	1
122	что у него	2	1
