N	4gram	Propp_Isto	Myslijsy
1	по мере того как	4	14
2	но тем не менее	1	10
3	один и тот же	2	4
4	в то время как	3	4
5	не что иное как	3	4
6	дело в том что	2	4
7	и в этом смысле	1	4
8	в том что он	1	3
9	только после того как	1	3
10	с одной стороны и	1	3
11	не говоря уже о	1	3
12	уже с самого начала	2	2
13	то же самое что	2	2
14	выше мы видели что	3	2
15	в том случае когда	1	2
16	не может быть названо	1	2
17	начнем с указания на	1	2
18	в силу того что	1	2
19	говоря уже о том	1	2
20	уже о том что	1	2
21	внимание на то что	1	2
22	и т д то	2	2
23	бы то ни было	2	2
24	само по себе не	1	1
25	друг на друга и	1	1
26	силу того что он	1	1
27	узнает что у него	1	1
28	в том что и	1	1
29	на первых порах кажется	1	1
30	с другой стороны в	1	1
31	на самом деле мы	1	1
32	не само по себе	1	1
33	имеем дело не с	1	1
34	не в том чтобы	1	1
35	таким образом мы видим	2	1
36	если бы мы не	1	1
37	и вместе с тем	2	1
38	на более или менее	1	1
39	мы можем предположить что	1	1
40	нельзя сказать чтобы все	1	1
41	тем не менее и	1	1
42	на этот вопрос мы	2	1
43	дело вовсе не в	1	1
44	мы имеем дело не	1	1
45	сами по себе а	1	1
46	сам по себе а	1	1
47	не сам по себе	1	1
48	точно так же и	2	1
49	в большей или меньшей	1	1
50	это будет видно из	1	1
51	иметь в виду что	1	1
52	сказать что и в	1	1
53	и т д и	2	1
54	и вне связи с	1	1
55	имеет такое же значение	1	1
56	но вместе с тем	1	1
57	ни одно из них	1	1
58	так же и в	1	1
59	такое же значение как	1	1
60	так же как и	1	1
61	не менее и они	1	1
62	точно так же как	1	1
63	есть не что иное	2	1
