N	3gram	Bakhtin_Pr	Literetu
1	в том что	6	21
2	в то же	13	21
3	то же время	13	21
4	по отношению к	12	12
5	с одной стороны	1	12
6	не может быть	8	11
7	в данном случае	2	11
8	в отличие от	4	11
9	так или иначе	1	10
10	о том что	2	10
11	в этом отношении	3	10
12	с точки зрения	21	8
13	с другой стороны	6	7
14	в том числе	1	6
15	к тому же	2	6
16	подобно тому как	3	6
17	не только в	2	6
18	тем не менее	2	5
19	этой точки зрения	2	5
20	в связи с	1	5
21	прежде всего в	1	5
22	может быть это	1	4
23	но при этом	2	4
24	то ни было	2	4
25	бы то ни	3	4
26	и наконец в	2	3
27	и т п	10	3
28	одной стороны и	1	3
29	в самом деле	6	3
30	в том же	1	3
31	то же самое	1	3
32	той или иной	1	3
33	в равной степени	1	3
34	быть не может	1	3
35	в свою очередь	1	3
36	никогда не бывает	1	3
37	на то что	2	3
38	не столько в	1	3
39	а не как	5	3
40	на самом деле	4	3
41	по крайней мере	2	3
42	в целом ряде	2	3
43	но и не	2	3
44	в одном из	2	3
45	он и сам	1	3
46	не в одном	2	3
47	во всяком случае	4	3
48	к себе самому	4	3
49	то что я	1	3
50	и в частности	1	3
51	том числе и	1	3
52	но с другой	2	3
53	для него в	2	2
54	же время не	3	2
55	из тех кто	1	2
56	в художественном мире	3	2
57	для того чтобы	1	2
58	как и всякое	2	2
59	в отношении к	3	2
60	между тем как	5	2
61	тех или иных	1	2
62	для своего времени	1	2
63	не только не	2	2
64	к тому что	1	2
65	только то что	2	2
66	в другом месте	1	2
67	а не только	1	2
68	в значительной степени	1	2
69	берет на себя	1	2
70	не мог бы	1	2
71	мы чувствуем что	1	2
72	культуры нового времени	1	2
73	то что было	4	2
74	лишь тогда когда	1	2
75	но в отличие	1	2
76	тем что в	1	2
77	но и в	1	2
78	о себе не	1	2
79	в себе и	2	2
80	в полной мере	1	2
81	что он сам	1	2
82	при этом не	1	2
83	я не могу	1	2
84	дело в том	1	2
85	уже не раз	1	2
86	можно было бы	3	2
87	это прежде всего	1	2
88	в этом случае	1	2
89	на первый взгляд	1	2
90	тем что он	1	2
91	что же касается	1	2
92	сознания с его	1	2
93	в каждом своем	1	1
94	столь характерный для	1	1
95	жизни а не	1	1
96	на этой почве	1	1
97	в той или	1	1
98	миры еще не	1	1
99	и в целом	2	1
100	и даже отчасти	1	1
101	от чужого слова	1	1
102	что он не	1	1
103	у достоевского всегда	1	1
104	все то что	3	1
105	может быть назван	1	1
106	как будто бы	1	1
107	а потому и	1	1
108	речь а не	1	1
109	я и мир	1	1
110	на том или	1	1
111	по себе но	1	1
112	романтическая ирония не	1	1
113	почти никогда не	1	1
114	в большинстве случаев	10	1
115	не менее чем	1	1
116	в своих границах	1	1
117	чужую личность не	1	1
