N	3gram	Propp_Isto	slovoVRo
1	и т п	1	72
2	не может быть	8	19
3	в отличие от	3	14
4	в большинстве случаев	4	11
5	с одной стороны	7	11
6	и т д	35	10
7	более или менее	5	9
8	в этом случае	3	9
9	в зависимости от	3	8
10	в значительной степени	1	7
11	и в особенности	1	7
12	но в то	1	7
13	но все же	7	6
14	с другой стороны	7	6
15	большей или меньшей	2	6
16	в том что	6	5
17	по отношению к	6	5
18	не только в	5	5
19	в этом отношении	1	5
20	до конца и	1	5
21	одной стороны и	1	4
22	для того чтобы	1	4
23	друг с другом	3	4
24	до сих пор	11	4
25	в большей или	1	4
26	лишь тогда когда	1	4
27	таким образом в	1	4
28	не могут быть	1	4
29	никогда не может	1	4
30	до известной степени	1	3
31	но оно не	1	3
32	и то же	1	3
33	того или иного	1	3
34	может быть только	1	3
35	одно без другого	1	3
36	тех или иных	1	3
37	в связи с	5	3
38	к тому что	1	3
39	в стороне от	1	3
40	но и здесь	1	3
41	со всех сторон	4	3
42	это не значит	1	2
43	в средние века	1	2
44	вовсе не в	1	2
45	тем не менее	7	2
46	есть только в	1	2
47	в первом случае	1	2
48	все же и	1	2
49	и не могут	1	2
50	не только на	2	2
51	не только не	1	2
52	и др а	1	2
53	и связанные с	1	2
54	а не только	1	2
55	и в этом	1	2
56	дело не с	1	2
57	иметь в виду	2	2
58	но и в	4	2
59	а не как	1	2
60	о том что	5	2
61	в то время	3	2
62	и кроме того	1	2
63	мы не можем	3	2
64	можно было бы	5	2
65	как одна из	1	2
66	во всех этих	1	2
67	с самого начала	4	2
68	же как и	1	2
69	в других случаях	2	2
70	в них как	1	2
71	и в нем	2	2
72	и не только	1	2
73	его но и	1	2
74	уже не только	1	2
75	то время как	3	2
76	мы видели что	3	1
77	чем это кажется	1	1
78	на смерть и	1	1
79	очень велика в	1	1
80	что он не	4	1
81	в меньшей степени	1	1
82	не входят в	1	1
83	это как бы	1	1
84	но и по	1	1
85	по себе а	2	1
86	всего этого не	1	1
87	мы видим что	12	1
88	дело не только	1	1
89	в ту же	1	1
90	т д если	2	1
91	ни одной из	1	1
92	материала так и	1	1
93	своей книге о	1	1
94	с большей или	1	1
95	понимание того что	1	1
96	при каких условиях	1	1
97	влечет за собой	2	1
98	до наших дней	2	1
99	в какой степени	1	1
100	дело не в	2	1
101	обстоит дело с	2	1
102	до xix века	1	1
103	и др но	1	1
104	иная точка зрения	1	1
105	мы еще не	1	1
106	xix века это	1	1
107	это не может	2	1
108	так что они	1	1
109	для наших целей	2	1
110	том что она	1	1
111	друг на друга	1	1
112	так или иначе	1	1
113	сами по себе	1	1
114	в том случае	1	1
115	именно потому что	1	1
116	в иных случаях	1	1
117	мы можем сказать	1	1
118	за тридевять земель	2	1
119	так и по	1	1
120	будет грубой ошибкой	1	1
121	само по себе	2	1
122	если бы мы	2	1
123	но они не	3	1
124	и др все	1	1
125	и прежде всего	1	1
126	том что в	1	1
127	что они не	1	1
128	в этой роли	2	1
129	в этом направлении	1	1
130	и в пределах	1	1
131	то ни было	2	1
132	его не было	1	1
133	же и в	1	1
134	самом же деле	1	1
135	в своей книге	1	1
136	на самом же	1	1
137	все это не	1	1
138	все дело в	1	1
139	бы то ни	2	1
140	для этой цели	1	1
141	но это не	1	1
142	слова в этих	1	1
143	только в одном	2	1
144	не знает такого	1	1
145	могли бы быть	2	1
146	шире и глубже	1	1
147	точку зрения не	1	1
148	не только по	1	1
149	связи с изучением	1	1
150	в этих случаях	10	1
151	в одном из	1	1
152	но в отличие	3	1
153	так как если	1	1
154	к тому или	1	1
155	там где уже	1	1
156	но кроме того	1	1
157	равно как и	1	1
158	на своем пути	1	1
159	на то что	5	1
160	еще на одной	1	1
161	и может быть	1	1
162	лежат в основе	1	1
163	каждый из этих	1	1
164	во всем его	1	1
165	в том чтобы	1	1
166	а иногда и	1	1
167	мы увидим что	8	1
168	но и со	1	1
169	общие для всех	1	1
170	такая точка зрения	1	1
171	как один из	2	1
172	и дурак и	1	1
173	себя и в	1	1
174	и так сказать	1	1
175	там где нет	1	1
176	но все это	1	1
177	необходимо иметь в	1	1
178	а в сущности	1	1
179	в противном случае	1	1
180	таким образом может	1	1
181	дело в том	3	1
182	подобно тому как	3	1
183	с ним но	1	1
184	эти слова могут	1	1
185	и ничего не	1	1
186	также в значительной	1	1
187	так же как	6	1
188	вследствие этого и	1	1
189	мы имеем в	4	1
190	но чтобы понять	1	1
191	всех этих случаях	1	1
192	для них и	1	1
193	том что он	1	1
194	тем или иным	1	1
195	и др другая	1	1
196	в себе как	1	1
197	она может быть	1	1
198	для всех этих	1	1
199	в нем и	1	1
200	в таких случаях	4	1
201	прежде всего в	1	1
202	одной стороны оно	1	1
203	средние века и	1	1
204	это было бы	1	1
205	если бы он	1	1
