N	3gram	Losev_Dial	Vladivir
1	в том что	12	29
2	о том что	6	22
3	тем не менее	10	18
4	и то что	1	14
5	в то время	6	13
6	во всяком случае	3	12
7	в связи с	3	12
8	содержит в себе	2	11
9	более или менее	1	11
10	в конце концов	1	11
11	к тому же	2	11
12	не может быть	12	10
13	в то же	3	10
14	с точки зрения	25	10
15	в этом смысле	1	9
16	как раз и	3	9
17	то же время	3	9
18	на то что	3	8
19	точно так же	3	7
20	это значит что	25	7
21	на первый план	4	7
22	в свое время	1	7
23	в это время	1	7
24	так или иначе	2	6
25	само по себе	8	6
26	в данном случае	3	6
27	том что в	1	6
28	в отличие от	1	6
29	с другой стороны	3	6
30	и в этом	4	6
31	никакого отношения к	3	6
32	ничего не говорит	5	5
33	ни в каких	1	5
34	но даже и	3	5
35	на первом плане	1	5
36	и в то	2	5
37	бы то ни	2	5
38	и в том	1	5
39	не говоря уже	6	5
40	в сравнении с	5	5
41	не только в	1	5
42	то время как	6	5
43	что и в	1	5
44	не содержит в	1	4
45	можно сказать что	1	4
46	говоря уже о	6	4
47	как мы уже	1	4
48	для того чтобы	1	4
49	в этом отношении	2	4
50	сам по себе	6	4
51	сказать что в	1	4
52	это учение о	3	4
53	и вместе с	1	4
54	то это значит	4	4
55	и т д	38	4
56	по крайней мере	10	4
57	заключается в том	1	4
58	и ни в	1	4
59	не что иное	6	4
60	мы будем говорить	1	4
61	вовсе не есть	5	4
62	что иное как	6	4
63	с одной стороны	3	4
64	ни в каком	8	3
65	и больше ничего	4	3
66	кроме того и	1	3
67	а то что	1	3
68	в самом деле	6	3
69	не в том	5	3
70	во что бы	1	3
71	потому что в	1	3
72	иметь в виду	3	3
73	и в отношении	1	3
74	не только на	1	3
75	не только не	7	3
76	в последнее время	2	3
77	всей его жизни	1	3
78	это вовсе не	1	3
79	к тому что	2	3
80	самом же деле	1	3
81	только то что	1	3
82	на самом же	1	3
83	но это не	2	3
84	не имеет никакого	3	3
85	хотя и не	2	3
86	хотя бы на	1	3
87	что бы то	1	3
88	субъекта и объекта	4	3
89	и в частности	2	3
90	так что в	2	3
91	с самого начала	1	3
92	мы уже сказали	2	3
93	то ни стало	1	3
94	так же как	2	2
95	но только в	1	2
96	но то что	2	2
97	одной стороны и	1	2
98	больше и не	1	2
99	нет и никакого	1	2
100	но еще и	1	2
101	и не в	1	2
102	для нас в	2	2
103	не говорит о	3	2
104	в вопросе о	2	2
105	и в таком	1	2
106	на том же	1	2
107	то что с	1	2
108	и что можно	1	2
109	в течение всего	2	2
110	в подлинном смысле	1	2
111	имеет никакого отношения	3	2
112	до некоторой степени	1	2
113	в таком случае	11	2
114	что у него	1	2
115	если иметь в	2	2
116	в себе не	2	2
117	до сих пор	1	2
118	есть не что	3	2
119	значит что есть	1	2
120	это нисколько не	1	2
121	и прежде всего	6	2
122	и вот теперь	1	2
123	не меньше как	1	2
124	которых он не	1	2
125	то ни было	1	2
126	христианское учение о	1	2
127	не может не	3	2
128	или по крайней	4	2
129	но что же	1	2
130	и по существу	1	2
131	а не только	2	2
132	можно и нужно	1	2
133	что для нас	1	2
134	даже и не	3	2
135	из этих трех	1	2
136	уже о том	3	2
137	в себе черты	1	2
138	к нему и	1	2
139	и тем не	2	2
140	за то что	1	2
141	что это есть	4	2
142	а так как	1	2
143	на то как	1	2
144	ни в чем	2	2
145	тех пор пока	1	2
146	а следовательно и	1	2
147	и даже в	1	2
148	связи с этим	1	2
149	не больше и	1	2
150	как это было	1	2
151	независимо от того	1	2
152	до тех пор	1	2
153	только в виде	1	2
154	несмотря на свою	1	2
155	не было ни	2	2
