N	4gram	Vygotskiy_	Mirosoze
1	и там и здесь	1	6
2	в то время как	6	4
3	не что иное как	2	4
4	одной и той же	5	3
5	в том что он	1	3
6	так же как и	2	3
7	есть не что иное	1	3
8	никогда не может быть	2	2
9	друг к другу и	1	2
10	и тот и другой	1	2
11	одну и ту же	1	2
12	и в конце концов	1	2
13	той мере в какой	1	1
14	и потому не может	1	1
15	в том смысле что	1	1
16	и в самом деле	3	1
17	одни и те же	3	1
18	в том случае если	2	1
19	значит ли это что	1	1
20	и в том случае	1	1
21	указывает на то что	4	1
22	в то же время	2	1
23	несмотря на все свои	1	1
24	и не может быть	1	1
25	с психологической точки зрения	3	1
26	есть вместе с тем	1	1
27	делает то же что	1	1
28	только о том что	1	1
29	а между тем в	1	1
30	ни на что не	1	1
31	и в той мере	1	1
32	в той мере в	1	1
33	не хотел этим сказать	1	1
34	хотел этим сказать что	1	1
35	для того чтобы сделать	1	1
36	в том что все	1	1
