N	3gram	Tiupa_Lite	VLabPisa
1	в этом отношении	5	14
2	и т п	2	9
3	не может быть	5	8
4	с другой стороны	5	8
5	по отношению к	4	7
6	по этому поводу	1	7
7	в том что	15	5
8	в конечном счете	8	5
9	в зависимости от	1	5
10	в то же	12	5
11	то же время	12	5
12	в одном из	1	4
13	не могут быть	1	4
14	в связи с	4	4
15	к тому что	1	4
16	для того чтобы	1	3
17	о том что	3	3
18	подобно тому как	4	3
19	и в то	1	3
20	одной стороны и	1	2
21	для него в	2	2
22	во всяком случае	2	2
23	в том чтобы	1	2
24	по крайней мере	2	2
25	этой точки зрения	3	2
26	в том числе	2	2
27	чего бы не	1	2
28	бы не было	1	2
29	в этом и	1	2
30	творческий процесс не	1	2
31	но и он	1	2
32	чуть ли не	2	2
33	приводит к тому	1	2
34	до сих пор	1	2
35	иметь в виду	1	2
36	в конце концов	1	2
37	не только в	4	2
38	всех этих и	1	2
39	во всех этих	1	2
40	в частности в	1	2
41	в конечном итоге	1	2
42	только в том	2	2
43	только то что	2	2
44	в другом месте	1	2
45	с одной стороны	8	2
46	можно было бы	2	2
47	после того как	1	2
48	и не может	1	2
49	что он не	1	1
50	на вопрос что	1	1
51	в различных его	1	1
52	в этой системе	1	1
53	имеет ничего общего	1	1
54	в области художественного	1	1
55	а как бы	1	1
56	в свою очередь	2	1
57	в том же	3	1
58	к различного рода	1	1
59	как деятельность сознания	1	1
60	все то что	1	1
61	да и сам	2	1
62	той или иной	1	1
63	сознания на то	1	1
64	одним из наиболее	2	1
65	прежде всего между	1	1
66	при всем своем	1	1
67	на то что	1	1
68	как мы знаем	1	1
69	конечном счете вся	2	1
70	в этом же	1	1
71	как это было	1	1
72	в историю литературы	1	1
73	другой стороны он	1	1
74	же время она	1	1
75	в этом случае	2	1
76	том или ином	1	1
77	ту или иную	2	1
78	говоря уже о	2	1
79	с этой точки	3	1
80	в виду не	2	1
81	в самом деле	1	1
82	и тем более	1	1
83	как один из	1	1
84	органической связи с	1	1
85	далеко не всегда	1	1
86	тех или иных	2	1
87	но даже и	1	1
88	и то же	1	1
89	из которых он	1	1
90	удивительно поэтому что	1	1
91	как раз с	1	1
92	не говоря уже	3	1
93	так или иначе	8	1
94	горя от ума	1	1
95	ничего общего с	2	1
96	одно и то	1	1
97	что перед нами	1	1
98	что он в	1	1
99	но в то	1	1
100	по аналогии с	3	1
101	не подлежит сомнению	1	1
102	еще в году	4	1
103	в ноябре года	1	1
104	а потому и	1	1
105	в стихах и	2	1
106	в соответствии с	2	1
107	в данном случае	6	1
108	именно в том	1	1
109	к тому же	1	1
110	есть познанная необходимость	1	1
111	не имеет ничего	1	1
112	не удивительно поэтому	1	1
113	одна из форм	1	1
114	но все же	1	1
115	него в конечном	1	1
116	в целом но	2	1
117	по существу в	1	1
118	читателя зрителя слушателя	4	1
119	а не только	1	1
120	т п это	1	1
121	даже и не	1	1
122	нет и не	1	1
123	тот или иной	1	1
124	имеем дело с	1	1
125	теми или иными	1	1
126	мы имеем дело	2	1
127	но с другой	3	1
128	в силу его	1	1
