N	4gram	Vygotskiy_	Narrotol
1	в то же время	1	8
2	состоит в том что	3	6
3	дело в том что	2	3
4	и в то же	1	2
5	одно и то же	2	2
6	как раз в том	1	2
7	раз в том что	1	2
8	в той или иной	1	2
9	точно так же как	1	2
10	с этой точки зрения	1	1
11	но для того чтобы	1	1
12	можно сказать что он	1	1
13	что с точки зрения	2	1
14	является в данном случае	1	1
15	с одной стороны и	3	1
16	так и со стороны	1	1
17	том виде в каком	1	1
18	бы то ни было	1	1
19	в то время как	4	1
20	по отношению к себе	1	1
21	зависит не только от	1	1
22	один и тот же	1	1
23	и в самом деле	1	1
24	о том что в	1	1
25	в том числе и	3	1
26	со своей точки зрения	1	1
27	и в конечном счете	1	1
28	и в известном смысле	2	1
29	и целый ряд других	1	1
30	в этом отношении только	1	1
31	по мере того как	1	1
32	в том что он	1	1
33	представление о том что	1	1
34	и с точки зрения	1	1
35	занимает в этом отношении	1	1
36	он не может быть	1	1
37	с точки зрения развития	2	1
38	в том виде в	1	1
39	ответ на этот вопрос	3	1
40	если можно так выразиться	1	1
