N	2gram	Bakhtin_Pr	Literetu
1	а не	19	50
2	и не	41	47
3	не только	14	46
4	и в	83	44
5	может быть	23	43
6	при этом	6	41
7	но и	16	41
8	в том	22	39
9	в этом	24	38
10	своего рода	7	37
11	том что	9	32
12	в частности	1	30
13	то что	14	29
14	в мире	8	28
15	в качестве	1	27
16	то же	10	26
17	в году	2	26
18	состоит в	1	26
19	как и	13	23
20	в то	8	23
21	себя в	1	22
22	не в	10	22
23	того что	1	22
24	так и	9	22
25	не может	18	22
26	я и	2	21
27	же время	8	21
28	и т.п	42	20
29	в себе	10	20
30	прежде всего	20	19
31	как бы	27	18
32	с другой	4	17
33	точки зрения	17	17
34	то есть	86	17
35	в его	15	17
36	в жизни	14	16
37	в этой	3	16
38	не менее	4	15
39	я не	6	15
40	только в	10	15
41	в стихах	1	15
42	со стороны	1	15
43	тем самым	2	15
44	в целом	3	15
45	и даже	5	14
46	по отношению	6	14
47	что он	6	14
48	уже не	5	13
49	в своем	2	13
50	как это	2	13
51	но не	9	13
52	и его	13	13
53	в своей	5	12
54	о том	3	12
55	в данном	1	12
56	к себе	8	12
57	одним из	6	12
58	еще не	10	12
59	отношению к	5	12
60	а также	4	12
61	в другом	1	11
62	никогда не	10	11
63	и сам	1	11
64	столь же	1	11
65	еще в	1	11
66	вместе с	5	11
67	как в	10	11
68	в основе	6	11
69	в отличие	1	11
70	с его	4	11
71	данном случае	1	11
72	это не	10	11
73	отличие от	1	11
74	или иначе	1	11
75	а в	4	11
76	даже в	3	10
77	из них	7	10
78	в ее	3	10
79	что в	5	10
80	и на	27	10
81	так или	1	10
82	жизни в	4	10
83	потому что	9	10
84	этом отношении	1	10
85	жизни и	13	10
86	в области	6	10
87	с этой	1	9
88	на смену	1	9
89	художественной деятельности	1	9
90	к тому	2	9
91	связи с	1	9
92	один из	7	9
93	что я	2	9
94	в начале	2	9
95	и т.д	5	9
96	лишь в	1	9
97	в своих	4	8
98	тем что	2	8
99	все же	3	8
100	одна из	9	8
101	того же	5	8
102	ли не	1	8
103	с точки	13	8
104	как раз	6	8
105	на себя	3	8
106	что не	1	8
107	в конце	5	8
108	о себе	2	8
109	слова и	5	8
110	соответствии с	2	8
111	той же	6	8
112	в глазах	1	8
113	но в	12	8
114	уже в	3	8
115	для него	1	8
116	xix века	2	8
117	по существу	7	8
118	и как	1	8
119	вплоть до	5	8
120	в самом	7	7
121	в одном	4	7
122	другой стороны	3	7
123	для всех	2	7
124	именно в	3	7
125	ведет к	3	7
126	на фоне	1	7
127	для этого	2	7
128	как правило	1	7
129	по преимуществу	1	7
130	не как	5	7
131	тому же	3	7
132	он не	5	7
133	и тем	4	7
134	и с	10	7
135	в нем	21	7
136	из того	1	7
137	по своей	12	7
138	наконец в	3	7
139	в сфере	1	7
140	до конца	3	7
141	друг друга	7	7
142	и для	5	7
143	перестает быть	1	7
144	он и	2	7
145	у нас	2	7
146	в их	7	7
147	так в	1	7
148	человека в	6	7
149	личности в	1	7
150	и других	12	7
151	и жизни	3	7
152	а затем	5	6
153	в виду	3	6
154	например в	8	6
155	культуры в	1	6
156	казалось бы	4	6
157	при всей	3	6
158	как на	1	6
159	и он	5	6
160	у него	5	6
161	его в	4	6
162	не было	5	6
163	во всех	15	6
164	в каждом	5	6
165	перед лицом	1	6
166	было бы	6	6
167	с ее	3	6
168	то в	1	6
169	самим собой	1	6
170	в слове	2	6
171	еще и	4	6
172	тем же	1	6
173	одного из	1	6
174	и др	18	6
175	и то	2	6
176	том числе	15	6
177	в жизнь	2	6
178	в ней	8	6
179	далеко не	4	6
180	при всем	3	6
181	как будто	3	6
182	и наконец	4	6
183	и к	13	5
184	к этой	3	5
185	в связи	2	5
186	с собой	1	5
187	в соответствии	3	5
188	хотя бы	6	5
189	жизни как	4	5
190	он сам	5	5
191	от себя	1	5
192	всего в	1	5
193	должно быть	4	5
194	несмотря на	3	5
195	тем не	2	5
196	к жизни	2	5
197	не знает	8	5
198	одном из	1	5
199	в себя	8	5
200	между тем	2	5
201	так что	1	5
202	все более	2	5
203	в силу	1	5
204	во втором	1	5
205	в сущности	15	5
206	и одновременно	6	5
207	в россии	1	5
208	в романе	9	5
209	в словах	2	5
210	себя и	3	5
211	не с	1	5
212	и если	4	5
213	без другого	2	5
214	так как	12	5
215	мир в	1	5
216	мы не	7	5
217	в художественной	1	5
218	в литературе	8	5
219	как у	5	5
220	что и	4	5
221	читателя в	1	5
222	но с	2	5
223	в равной	1	5
224	но уже	2	5
225	однако не	1	5
226	на свете	2	5
227	как он	4	5
228	место в	3	5
229	или иной	2	5
230	все еще	3	5
231	другого сознания	1	5
232	не к	3	5
233	а я	3	5
234	более того	9	5
235	что было	2	4
236	от имени	1	4
237	которая в	1	4
238	но тем	1	4
239	не бывает	1	4
240	и само	1	4
241	в них	4	4
242	жизни на	2	4
243	во всяком	2	4
244	то это	4	4
245	духовной жизни	1	4
246	входит в	1	4
247	не должен	1	4
248	для того	1	4
249	не всегда	3	4
250	в руках	1	4
251	только на	3	4
252	не вполне	1	4
253	как мы	12	4
254	него не	1	4
255	во всей	5	4
256	к этому	5	4
257	хотя и	10	4
258	все время	2	4
259	века в	4	4
260	себе и	2	4
261	в сторону	1	4
262	здесь как	3	4
263	могли бы	2	4
264	с образом	1	4
265	на этом	4	4
266	свое место	1	4
267	ту же	2	4
268	и что	3	4
269	за пределы	7	4
270	но без	1	4
271	к своему	4	4
272	могут быть	5	4
273	и есть	1	4
274	можно сказать	12	4
275	самим собою	6	4
276	а потому	1	4
277	жизни а	2	4
278	о которой	1	4
279	со всеми	8	4
280	и все	14	4
281	в пределах	8	4
282	бы не	1	4
283	знает что	2	4
284	все они	2	4
285	нет ничего	3	4
286	художественного мира	1	4
287	совершенно не	4	4
288	не является	1	4
289	в свою	1	4
290	каждый из	1	4
291	быть это	1	4
292	при котором	1	4
293	одной из	6	4
294	жизнь как	1	4
295	но это	7	4
296	таким образом	9	4
297	жизни не	2	4
298	в формах	2	4
299	в единственном	1	4
300	и вот	1	4
301	он один	1	4
302	и прежде	6	4
303	на его	4	4
304	в каждой	1	4
305	вовсе не	12	4
306	на другого	1	4
307	ко всему	1	4
308	выше и	2	4
309	не могу	3	4
310	но при	2	4
311	во второй	1	4
312	а по	1	4
313	такой же	1	4
314	на то	2	4
315	себе самому	7	4
316	нуждается в	1	4
317	из ведущих	5	4
318	не надо	1	4
319	все что	1	3
320	в душе	1	3
321	мы и	4	3
322	же и	1	3
323	о чем	2	3
324	мысли и	2	3
325	всем и	1	3
326	в этих	8	3
327	по себе	3	3
328	мира и	3	3
329	со своей	2	3
330	вопрос о	1	3
331	восходит к	1	3
332	он был	1	3
333	во многих	2	3
334	особое место	2	3
335	превращается в	5	3
336	так же	4	3
337	для творческого	1	3
338	и еще	2	3
339	не становится	1	3
340	или нет?	2	3
341	установка на	2	3
342	мы чувствуем	1	3
343	из трех	1	3
344	с ним	3	3
345	не просто	1	3
346	крайней мере	2	3
347	говорить о	2	3
348	она и	1	3
349	сознания с	1	3
350	знаковом материале	1	3
351	как от	1	3
352	от языка	1	3
353	а с	1	3
354	а за	2	3
355	не есть	1	3
356	и перед	2	3
357	в чем	1	3
358	а для	2	3
359	той или	2	3
360	но как	2	3
361	сознания а	1	3
362	героя и	3	3
363	же как	1	3
364	и является	1	3
365	но только	2	3
366	надо мной	1	3
367	над ним	1	3
368	равной степени	1	3
369	не раз	1	3
370	он в	2	3
371	что для	1	3
372	его личности	1	3
373	в первой	2	3
374	и от	4	3
375	там где	3	3
376	в особенности	2	3
377	за ним	1	3
378	если в	2	3
379	во время	1	3
380	должна быть	1	3
381	со второй	1	3
382	это уже	2	3
383	из которых	2	3
384	мы в	2	3
385	в отношении	3	3
386	то с	1	3
387	я все	1	3
388	себе не	1	3
389	не на	1	3
390	можно было	2	3
391	если бы	1	3
392	с ней	4	3
393	так называемый	1	3
394	от автора	2	3
395	где в	2	3
396	например и	1	3
397	они не	5	3
398	не имеет	1	3
399	да и	3	3
400	всей своей	2	3
401	ничего общего	1	3
402	своей жизни	3	3
403	по крайней	2	3
404	бы и	3	3
405	такую же	1	3
406	в роли	2	3
407	относится к	1	3
408	из его	1	3
409	и тогда	1	3
410	и уже	2	3
411	в образах	1	3
412	не могло	1	3
413	отношении к	2	3
414	и до	6	3
415	в истории	4	3
416	еще один	1	3
417	такие как	2	3
418	а во	3	3
419	в творчестве	8	3
420	и а	1	3
421	между людьми	5	3
422	в сознании	2	3
423	здесь не	5	3
424	всяком случае	1	3
425	тот же	2	3
426	ничего не	8	3
427	ни с	1	3
428	жизни здесь	1	3
429	о нем	2	3
430	ее в	4	3
431	в полном	1	3
432	из своих	3	3
433	на самом	2	3
434	сознания и	1	3
435	с их	3	3
436	все равно	6	3
437	а на	2	3
438	этого не	1	3
439	на нее	1	3
440	дело в	3	3
441	а то	1	3
442	всей художественной	1	3
443	этой цели	1	3
444	я стал	1	3
445	все эти	9	3
446	жизнью в	2	3
447	диалога но	1	3
448	и потому	6	3
449	он говорит	1	3
450	на один	1	3
451	как уже	1	3
452	также и	5	3
453	я к	1	3
454	я только	1	3
455	когда он	2	3
456	стороны и	1	3
457	числе и	13	3
458	же самое	1	3
459	отношение к	14	3
460	и о	3	3
461	за счет	1	3
462	есть не	1	3
463	в той	2	2
464	во всем	5	2
465	от него	3	2
466	себя лишь	1	2
467	его участников	1	2
468	в центре	4	2
469	еще раз	6	2
470	жизнь сознания	1	2
471	в свое	4	2
472	и героя	1	2
473	тем как	1	2
474	него в	1	2
475	например с	1	2
476	представлений о	2	2
477	в результате	2	2
478	до последнего	1	2
479	среди других	2	2
480	для понимания	3	2
481	а напротив	1	2
482	частность и	1	2
483	ведь я	1	2
484	я за	2	2
485	и другим	1	2
486	собой не	1	2
487	роль в	1	2
488	у достоевского	30	2
489	свою собственную	1	2
490	так например	2	2
491	отношением к	1	2
492	иной художественной	1	2
493	стал я	1	2
494	сделать в	1	2
495	как носитель	1	2
496	в котором	8	2
497	не согласиться	1	2
498	раз и	2	2
499	языка в	1	2
500	это последнее	2	2
501	даже и	3	2
502	по воле	1	2
503	к своей	1	2
504	между двумя	4	2
505	художественного видения	2	2
506	не об	1	2
507	здесь это	1	2
508	уже и	1	2
509	еще более	6	2
510	второй половины	2	2
511	и себя	1	2
512	освободиться от	1	2
513	сказать что	12	2
514	для всей	1	2
515	и у	8	2
516	могло бы	3	2
517	имеем дело	1	2
518	раньше не	1	2
519	слово не	1	2
520	тем более	2	2
521	и внешней	1	2
522	его герой	1	2
523	для этой	2	2
524	о ней	1	2
525	к нему	3	2
526	других как	1	2
527	лишь тогда	1	2
528	на протяжении	5	2
529	как нам	1	2
530	к человеку	2	2
531	и скрытой	2	2
532	внимание на	1	2
533	остаются в	1	2
534	у каждого	1	2
535	и всегда	2	2
536	целого а	1	2
537	по мнению	1	2
538	известные нам	1	2
539	и сама	1	2
540	с другими	6	2
541	ты мой	1	2
542	и притом	2	2
543	что вы	1	2
544	но он	3	2
545	от тех	1	2
546	и некоторые	2	2
547	исторической поэтики	4	2
548	героя с	1	2
549	быть только	2	2
550	своей глубине	1	2
551	xviii века	3	2
552	тому что	1	2
553	человек и	2	2
554	в живом	1	2
555	лишь на	3	2
556	человек в	2	2
557	себя как	2	2
558	писателей в	2	2
559	и вместе	1	2
560	сознания как	1	2
561	так сказать	8	2
562	а только	2	2
563	людей в	2	2
564	там за	1	2
565	человека а	1	2
566	слово как	1	2
567	бы в	2	2
568	не был	3	2
569	остается в	2	2
570	повестях белкина	1	2
571	если оно	3	2
572	превращаясь в	1	2
573	в исторической	1	2
574	нового времени	8	2
575	например все	1	2
576	не тот	1	2
577	кажется что	3	2
578	если б	7	2
579	на нем	1	2
580	одно и	1	2
581	всех других	2	2
582	он пишет	1	2
583	целом и	1	2
584	как человек	2	2
585	друг другу	1	2
586	человека и	10	2
587	пушкина в	1	2
588	эпохи в	1	2
589	что может	1	2
590	мысль в	1	2
591	в общем	2	2
592	своего героя	1	2
593	всю жизнь	1	2
594	бы быть	1	2
595	собственного сознания	1	2
596	с сыном	1	2
597	писателя в	1	2
598	всего наше	1	2
599	автора как	1	2
600	и по	5	2
601	здесь мы	3	2
602	в него	4	2
603	случае это	1	2
604	нет не	1	2
605	бы я	1	2
606	с идеей	2	2
607	и ее	8	2
608	живет на	6	2
609	к более	1	2
610	к собственному	1	2
611	мире и	2	2
612	та же	1	2
613	отношению ко	1	2
614	как с	1	2
615	на почве	1	2
616	своего собственного	1	2
617	героя в	2	2
618	тогда когда	1	2
619	на первом	1	2
620	оно было	1	2
621	и при	2	2
622	что они	2	2
623	человек с	1	2
624	романа и	4	2
625	есть и	4	2
626	он на	1	2
627	нашего времени	1	2
628	самой жизни	2	2
629	для них	2	2
630	на определенный	1	2
631	мог стать	1	2
632	все то	4	2
633	с этого	1	2
634	значение в	4	2
635	можно назвать	2	2
636	к его	2	2
637	с ними	2	2
638	стар и	1	2
639	каждого из	2	2
640	который не	2	2
641	при всех	2	2
642	перед нами	17	2
643	к той	1	2
644	свое время	4	2
645	это и	1	2
646	и более	3	2
647	в диалог	2	2
648	есть от	2	2
649	своей собственной	1	2
650	жизни мира	1	2
651	ведь мы	1	2
652	из этих	3	2
653	так чтобы	1	2
654	на основе	4	2
655	над собою	2	2
656	на лестнице	4	2
657	время в	2	2
658	свое одиночество	1	2
659	обойтись без	1	2
660	этот образ	2	2
