N	3gram	Bakhtin_Fr	EvropaiC
1	в том что	8	16
2	до сих пор	3	15
3	по отношению к	1	11
4	друг с другом	2	9
5	с точки зрения	5	8
6	более или менее	2	8
7	для того чтобы	8	7
8	на самом деле	4	7
9	друг от друга	1	6
10	сих пор не	1	5
11	в самом деле	2	5
12	к тому же	3	5
13	не может быть	4	4
14	о том что	5	4
15	и без того	1	4
16	тем не менее	1	4
17	совершенно так же	2	4
18	с другой стороны	2	4
19	начало и конец	1	4
20	в конце концов	1	4
21	в этой области	1	4
22	может быть и	1	4
23	вместе с тем	2	3
24	в том же	1	3
25	таким образом в	3	3
26	все же не	1	3
27	одного и того	1	3
28	не подлежит сомнению	1	3
29	нечего и говорить	1	3
30	так же как	4	3
31	в данном случае	4	3
32	и то что	1	3
33	и того же	1	3
34	в связи с	5	3
35	в вопросе о	1	2
36	в свою очередь	1	2
37	лишь тогда когда	1	2
38	рано или поздно	1	2
39	но вместе с	1	2
40	во всех этих	2	2
41	он не может	1	2
42	как и в	1	2
43	а следовательно и	1	2
44	в то время	3	2
45	в то же	14	2
46	именно потому что	1	2
47	ничего общего с	1	2
48	как и все	5	2
49	таким образом здесь	1	2
50	а с другой	1	2
51	только то что	1	2
52	с одной стороны	2	2
53	то же время	14	2
54	он все же	1	2
55	мы видели что	2	1
56	себя все что	1	1
57	все то что	5	1
58	то есть в	4	1
59	в большей степени	1	1
60	бы при этом	1	1
61	по этому поводу	1	1
62	мы уже знаем	1	1
63	в дальнейшем эта	1	1
64	что он может	1	1
65	на своем пути	1	1
66	мы находим в	2	1
67	многие из этих	1	1
68	мы видим что	2	1
69	одним из самых	1	1
70	что все они	1	1
71	в ту же	1	1
72	основе их лежит	1	1
73	на том же	1	1
74	совершенно ясно что	1	1
75	две стороны одного	1	1
76	так и от	1	1
77	в том числе	6	1
78	и той же	1	1
79	но и с	1	1
80	независимо от того	1	1
81	как в его	1	1
82	наиболее ясной и	1	1
83	не будет уже	1	1
84	хотя и не	1	1
85	и некоторые другие	1	1
86	стороны одного и	1	1
87	что эта традиция	1	1
88	и если бы	1	1
89	из русской истории	1	1
90	что за ними	1	1
91	и в конце	1	1
92	те же самые	1	1
93	того же явления	1	1
94	и с точки	2	1
95	дело в том	4	1
96	не во всех	1	1
97	все это конечно	1	1
98	данном случае не	1	1
99	что одним из	1	1
100	к своим национальным	1	1
101	одно и то	1	1
102	в лучшем случае	1	1
103	как мы видели	4	1
104	в зависимости от	1	1
105	между тем как	2	1
106	что многие из	1	1
107	как мы сказали	2	1
108	с тем и	1	1
109	одной и той	1	1
110	том числе и	3	1
111	можно было бы	2	1
112	уже говорили что	1	1
113	в зрелом возрасте	1	1
114	а потому и	1	1
115	но в сущности	1	1
116	и таким образом	1	1
117	как бы он	1	1
118	в разные стороны	1	1
119	и в нашем	1	1
120	не замечает что	1	1
121	а потому что	1	1
122	с самого начала	3	1
123	в нем не	4	1
124	они вовсе не	2	1
125	и то же	1	1
126	хотя бы в	2	1
127	уже знаем что	1	1
128	тем что она	1	1
129	точки зрения на	2	1
130	же самое что	1	1
131	на первый взгляд	1	1
132	то же самое	3	1
133	и все прочие	1	1
134	вместо того чтобы	1	1
135	не только внешний	1	1
136	так как все	1	1
137	мы уже говорили	7	1
138	никак не может	2	1
139	таким образом и	2	1
140	является одним из	2	1
141	только тогда когда	1	1
142	для этой цели	1	1
143	сих пор еще	2	1
144	в основе их	1	1
145	нет и не	1	1
146	и все они	1	1
147	таким образом как	1	1
148	в наиболее ясной	1	1
149	в другом случае	1	1
150	никакой роли в	1	1
151	и не может	1	1
152	если мы будем	1	1
153	мы уже сказали	3	1
