N	3gram	Bakhtin_Pr	Vladivir
1	в том что	6	29
2	о том что	3	22
3	тем не менее	2	18
4	и то что	1	14
5	в письме к	1	13
6	дело в том	3	13
7	во всяком случае	1	12
8	в связи с	1	12
9	более или менее	3	11
10	в конце концов	1	11
11	к тому же	1	11
12	не может быть	8	10
13	в то же	8	10
14	с точки зрения	13	10
15	то что он	1	9
16	в этом смысле	5	9
17	у него в	1	9
18	как раз и	1	9
19	то же время	8	9
20	а также и	3	8
21	на то что	2	8
22	в свое время	4	7
23	так или иначе	1	6
24	в данном случае	1	6
25	в отличие от	1	6
26	с другой стороны	3	6
27	и в этом	1	6
28	он никогда не	1	5
29	на первом плане	1	5
30	и в то	3	5
31	не только в	1	5
32	в дальнейшем мы	1	4
33	можно сказать что	6	4
34	как мы уже	5	4
35	в этом отношении	1	4
36	сказать что в	1	4
37	и вместе с	1	4
38	у него не	1	4
39	по крайней мере	2	4
40	в последний год	1	4
41	не что иное	1	4
42	мы будем говорить	1	4
43	можно было бы	2	4
44	что иное как	1	4
45	также и в	1	4
46	что он не	1	3
47	а не к	1	3
48	он уже не	1	3
49	хотя бы и	2	3
50	в котором он	2	3
51	в том числе	15	3
52	и вообще в	2	3
53	это вовсе не	1	3
54	к тому что	1	3
55	самом же деле	2	3
56	на самом же	2	3
57	и в дальнейшем	2	3
58	в связи со	1	3
59	на себя внимание	2	3
60	хотя и не	3	3
61	мы бы сказали	1	3
62	всей своей жизни	1	3
63	с самого начала	4	3
64	мы уже сказали	2	3
65	мы находим у	1	3
66	нам кажется что	3	3
67	так же как	1	2
68	но только в	2	2
69	и тот же	1	2
70	здесь перед нами	2	2
71	оно должно быть	2	2
72	об этом не	1	2
73	вовсе не был	1	2
74	и по своим	1	2
75	у него как	1	2
76	до некоторой степени	1	2
77	в таком случае	1	2
78	но и она	2	2
79	так и в	2	2
80	и в конце	2	2
81	до сих пор	8	2
82	есть не что	1	2
83	здесь не о	1	2
84	и прежде всего	5	2
85	точки зрения того	1	2
86	нельзя сказать о	1	2
87	так как это	1	2
88	мы уже знаем	1	2
89	но как раз	1	2
90	так как он	1	2
91	все то есть	1	2
92	не было никакого	1	2
93	не то что	3	2
94	даже и не	3	2
95	в своих воспоминаниях	1	2
96	как то что	1	2
97	но дело в	1	2
98	один и тот	1	2
99	а следовательно и	2	2
100	но в то	3	2
101	одно и то	1	2
102	и то же	1	2
103	в этом случае	1	2
104	есть прежде всего	1	2
105	это конечно не	2	2
106	как мы сказали	4	2
107	как и прежде	1	2
108	и на его	2	2
109	то что мы	1	2
110	мы не будем	2	2
111	после того как	1	2
112	может быть и	2	2
113	в первых двух	1	1
114	он тоже не	1	1
115	как раз на	1	1
116	что можно назвать	1	1
117	это вполне понятно	1	1
118	своего развития а	1	1
119	все то что	2	1
120	бы он ни	1	1
121	в нем является	1	1
122	о которой мы	1	1
123	со всеми своими	1	1
124	можно найти у	1	1
125	и даже не	1	1
126	атмосферы в которой	1	1
127	но вовсе не	1	1
128	в той же	1	1
129	мы видим что	1	1
130	можно себе представить	1	1
131	и наконец в	2	1
132	почти никогда не	1	1
133	жизни и мировоззрения	1	1
134	жизни и мысли	2	1
135	в себя и	1	1
136	не в этом	1	1
137	очень глубокая и	1	1
138	письме к страхову	1	1
139	идеи то есть	1	1
140	как и его	1	1
141	между ними нет	1	1
142	не было и	1	1
143	все той же	1	1
144	но вот что	1	1
145	и на небе	1	1
146	в смысле совокупности	2	1
147	же деле это	1	1
148	дело не в	1	1
149	очень важный момент	1	1
150	в жизни и	1	1
151	а может быть	1	1
152	и к своему	1	1
153	объединить в себе	1	1
154	еще раз что	2	1
155	то что есть	1	1
156	и это все	1	1
157	но нас здесь	1	1
158	далеко не всегда	1	1
159	потому что она	1	1
160	в строгом смысле	2	1
161	и так сказать	2	1
162	жизнь которую он	1	1
163	его жизнь в	1	1
164	то есть предполагает	1	1
165	которую можно назвать	1	1
166	и если б	3	1
167	конечно не в	1	1
168	строгом смысле слова	1	1
169	ничего не было	1	1
170	можно сказать с	1	1
171	то что можно	1	1
172	в одной плоскости	2	1
173	и в более	1	1
174	себя в известной	1	1
175	те же самые	1	1
176	к своему собственному	1	1
177	на земле в	1	1
178	той или иной	2	1
179	не будем здесь	1	1
180	был очень близок	1	1
181	та же самая	1	1
182	а потому и	1	1
183	не представлял себе	1	1
184	и тем самым	1	1
185	дальнейшем мы будем	1	1
186	раз и не	1	1
187	и никогда не	1	1
188	не могло быть	1	1
189	он в сущности	1	1
190	уже самое название	1	1
191	в его жизни	1	1
192	чем иным как	1	1
193	уже знаем что	1	1
194	не менее он	1	1
195	здесь как и	1	1
196	в них нет	1	1
197	здесь мы должны	1	1
198	возникает вопрос о	1	1
199	мы и будем	1	1
200	нужно сказать что	2	1
201	а во всем	1	1
202	в целом и	1	1
203	он во многом	1	1
204	мы считаем необходимым	1	1
205	может быть никаких	2	1
206	то же самое	1	1
207	сама по себе	2	1
208	в высшей степени	1	1
209	та которая была	1	1
210	лицом к лицу	1	1
211	него как бы	1	1
212	однако нам кажется	1	1
213	да и не	1	1
214	его личности и	1	1
215	в разной степени	1	1
216	мы имеем дело	1	1
217	были и у	1	1
218	в последний период	1	1
219	говорит в письме	1	1
220	собственном смысле слова	1	1
221	наше внимание на	1	1
222	вместе с ним	1	1
223	xviii века конечно	1	1
224	человека и его	3	1
225	на земле и	2	1
226	в мире и	1	1
227	равно как и	1	1
228	не была здесь	1	1
229	то есть на	1	1
230	и не могло	1	1
231	не могли быть	1	1
232	в сознании и	1	1
233	но и в	2	1
234	не удалось но	1	1
235	он говорит в	1	1
236	не с точки	1	1
237	в него и	1	1
238	выходят за пределы	2	1
239	и действительно в	1	1
240	об этом уже	1	1
241	них нет ничего	1	1
242	и на высших	1	1
243	то есть через	1	1
244	многочисленных и разнородных	1	1
